lemma	corpus_size	lemma_freq	category
szomorodik	8570080167	2368	cvc
alibizik	8570080167	1099	cvc
vetkezik	8570080167	11392	cvc
kicsúcsosodik	8570080167	1307	cvc
jogászkodik	8570080167	881	cvc
edződik	8570080167	7138	cvc
páváskodik	8570080167	1096	cvc
szegeződik	8570080167	7210	cvc
terpeszkedik	8570080167	6802	cvc
formásodik	8570080167	664	cvc
tökéletesedik	8570080167	3633	cvc
törvénykezik	8570080167	940	cvc
korongozik	8570080167	721	cvc
sugdolózik	8570080167	1645	cvc
szolizik	8570080167	696	cvc
takarodik	8570080167	16356	cvc
áskálódik	8570080167	1964	cvc
rizikózik	8570080167	660	cvc
vörösödik	8570080167	2652	cvc
gyengélkedik	8570080167	6911	cvc
szobrászkodik	8570080167	1076	cvc
pitizik	8570080167	757	cvc
gyökerezik	8570080167	34269	cvc
huzakodik	8570080167	1262	cvc
kovácsolódik	8570080167	5421	cvc
lopózik	8570080167	2918	cvc
nyiladozik	8570080167	1250	cvc
vonakodik	8570080167	22619	cvc
perlekedik	8570080167	1989	cvc
ocsúdik	8570080167	4854	cvc
gályázik	8570080167	972	cvc
hatalmaskodik	8570080167	1696	cvc
akaszkodik	8570080167	2721	cvc
csúfolódik	8570080167	2254	cvc
fertőződik	8570080167	16236	cvc
hárfázik	8570080167	673	cvc
kegyetlenkedik	8570080167	1899	cvc
kurválkodik	8570080167	978	cvc
nyomódik	8570080167	5776	cvc
hozakodik	8570080167	6156	cvc
párásodik	8570080167	2554	cvc
himbálózik	8570080167	3641	cvc
kéredzkedik	8570080167	2470	cvc
cicizik	8570080167	988	cvc
gombázik	8570080167	554	cvc
rakódik	8570080167	18327	cvc
szerénykedik	8570080167	4231	cvc
váltakozik	8570080167	35732	cvc
sokszorozódik	8570080167	2144	cvc
veselkedik	8570080167	2295	cvc
üvegesedik	8570080167	540	cvc
gabalyodik	8570080167	5752	cvc
bizonytalankodik	8570080167	4183	cvc
zsörtölődik	8570080167	3330	cvc
piszkálódik	8570080167	1002	cvc
raktározódik	8570080167	5977	cvc
verődik	8570080167	17097	cvc
csomósodik	8570080167	3129	cvc
finnyáskodik	8570080167	1162	cvc
berzenkedik	8570080167	3632	cvc
gyümölcsözik	8570080167	1724	cvc
mállik	8570080167	3720	cc
tüsténkedik	8570080167	2685	cvc
fölényeskedik	8570080167	1263	cvc
golyózik	8570080167	1279	cvc
hajnalodik	8570080167	3624	cvc
talicskázik	8570080167	840	cvc
incselkedik	8570080167	3134	cvc
kiéleződik	8570080167	6075	cvc
álmosodik	8570080167	1357	cvc
sziporkázik	8570080167	4822	cvc
sürgölődik	8570080167	2392	cvc
kalózkodik	8570080167	1080	cvc
bundázik	8570080167	601	cvc
tápászkodik	8570080167	2018	cvc
visítozik	8570080167	1924	cvc
sínylődik	8570080167	4915	cvc
bábáskodik	8570080167	5536	cvc
bőgőzik	8570080167	1398	cvc
feltűnősködik	8570080167	597	cvc
felejtkezik	8570080167	9049	cvc
nagyképűsködik	8570080167	859	cvc
áhítozik	8570080167	9214	cvc
kígyózik	8570080167	9592	cvc
heveredik	8570080167	2283	cvc
kidomborodik	8570080167	4199	cvc
bakizik	8570080167	1995	cvc
esküdözik	8570080167	2908	cvc
tollászkodik	8570080167	1406	cvc
törölközik	8570080167	1292	cvc
szobrozik	8570080167	1224	cvc
bérmálkozik	8570080167	3946	cvc
strukturálódik	8570080167	796	cvc
dzsúdózik	8570080167	530	cvc
paráználkodik	8570080167	4716	cvc
foszladozik	8570080167	768	cvc
őrizkedik	8570080167	2033	cvc
hitetlenkedik	8570080167	11667	cvc
végrehajtódik	8570080167	2726	cvc
anyáskodik	8570080167	1025	cvc
fényesedik	8570080167	2301	cvc
megpecsételődik	8570080167	5601	cvc
tipródik	8570080167	3039	cvc
alkalmatlankodik	8570080167	918	cvc
bratyizik	8570080167	792	cvc
tenyészik	8570080167	8988	cvc
csukódik	8570080167	5898	cvc
sápítozik	8570080167	1286	cvc
színeződik	8570080167	7341	cvc
rugdalózik	8570080167	1324	cvc
teketóriázik	8570080167	4193	cvc
kászálódik	8570080167	2552	cvc
szakácskodik	8570080167	506	cvc
epekedik	8570080167	5130	cvc
gyűrődik	8570080167	5974	cvc
kallódik	8570080167	5181	cvc
kukoricázik	8570080167	470	cvc
reinkarnálódik	8570080167	2162	cvc
magázódik	8570080167	1546	cvc
gyakornokoskodik	8570080167	1364	cvc
különcködik	8570080167	660	cvc
szánakozik	8570080167	3014	cvc
koszolódik	8570080167	3595	cvc
roskadozik	8570080167	11094	cvc
sikeredik	8570080167	71942	cvc
nyűgösködik	8570080167	919	cvc
szárítkozik	8570080167	936	cvc
domborodik	8570080167	6046	cvc
nemesedik	8570080167	3366	cvc
rulettezik	8570080167	402	cvc
cicázik	8570080167	981	cvc
csipkelődik	8570080167	1403	cvc
komolykodik	8570080167	809	cvc
rajzolódik	8570080167	30853	cvc
serénykedik	8570080167	3658	cvc
szemtelenkedik	8570080167	1357	cvc
hepciáskodik	8570080167	659	cvc
kezeskedik	8570080167	3469	cvc
buzgólkodik	8570080167	2888	cvc
mesterkedik	8570080167	5352	cvc
settenkedik	8570080167	3595	cvc
torkoskodik	8570080167	880	cvc
büfizik	8570080167	1700	cvc
szánkázik	8570080167	1233	cvc
savanyodik	8570080167	1282	cvc
kakaskodik	8570080167	935	cvc
rókázik	8570080167	597	cvc
tagozódik	8570080167	7570	cvc
vívódik	8570080167	5972	cvc
ellenségeskedik	8570080167	839	cvc
botránkozik	8570080167	3482	cvc
rémüldözik	8570080167	1401	cvc
enyészik	8570080167	3553	cvc
foglaltatik	8570080167	16039	cvc
penészesedik	8570080167	945	cvc
alázkodik	8570080167	1842	cvc
hibásodik	8570080167	6561	cvc
homályosodik	8570080167	1033	cvc
púposodik	8570080167	1726	cvc
szuvasodik	8570080167	821	cvc
évődik	8570080167	2007	cvc
fanyalodik	8570080167	2114	cvc
üszkösödik	8570080167	488	cvc
függeszkedik	8570080167	1411	cvc
tusakodik	8570080167	2786	cvc
fodrozódik	8570080167	1727	cvc
nőiesedik	8570080167	477	cvc
háborúskodik	8570080167	845	cvc
karambolozik	8570080167	6946	cvc
nyelvészkedik	8570080167	669	cvc
helyeződik	8570080167	16963	cvc
győzelmeskedik	8570080167	249	cvc
amortizálódik	8570080167	3122	cvc
mosódik	8570080167	5652	cvc
elfelejtődik	8570080167	6065	cvc
ijedezik	8570080167	1072	cvc
villózik	8570080167	2663	cvc
leértékelődik	8570080167	3934	cvc
nyalizik	8570080167	625	cvc
tavaszodik	8570080167	2315	cvc
fickándozik	8570080167	1768	cvc
káprázik	8570080167	7191	cvc
palizik	8570080167	236	cvc
társalkodik	8570080167	933	cvc
tárolódik	8570080167	33869	cvc
gyökeresedik	8570080167	1771	cvc
handabandázik	8570080167	577	cvc
kontárkodik	8570080167	1129	cvc
korrektúrázik	8570080167	430	cvc
kívánkozik	8570080167	19880	cvc
mosolyodik	8570080167	11411	cvc
szedelődzködik	8570080167	599	cvc
ellik	8570080167	172853	cc
materializálódik	8570080167	2188	cvc
üzekedik	8570080167	659	cvc
foltosodik	8570080167	1089	cvc
rögbizik	8570080167	471	cvc
zsarnokoskodik	8570080167	1288	cvc
ájuldozik	8570080167	1360	cvc
álszenteskedik	8570080167	511	cvc
kavarodik	8570080167	2978	cvc
kifizetődik	8570080167	4792	cvc
torlódik	8570080167	6519	cvc
kuktáskodik	8570080167	445	cvc
lacafacázik	8570080167	1277	cvc
összehaverkodik	8570080167	2170	cvc
gorombáskodik	8570080167	819	cvc
préselődik	8570080167	3193	cvc
trágárkodik	8570080167	726	cvc
büdösödik	8570080167	1381	cvc
kvaterkázik	8570080167	902	cvc
bridzsezik	8570080167	680	cvc
bokrosodik	8570080167	1331	cvc
jólesik	8570080167	54288	cvc
megfeneklik	8570080167	3977	cc
elharapózik	8570080167	3610	cvc
tömörödik	8570080167	2357	cvc
ügyesedik	8570080167	2539	cvc
ravaszkodik	8570080167	972	cvc
szégyenlősködik	8570080167	810	cvc
beleszerelmesedik	8570080167	2629	cvc
ügyetlenkedik	8570080167	1969	cvc
bizalmaskodik	8570080167	700	cvc
nevelődik	8570080167	4747	cvc
totózik	8570080167	422	cvc
ékelődik	8570080167	7970	cvc
duhajkodik	8570080167	777	cvc
korrodálódik	8570080167	2025	cvc
szövődik	8570080167	17256	cvc
bumlizik	8570080167	381	cvc
kucorodik	8570080167	1517	cvc
polgárosodik	8570080167	493	cvc
legyeskedik	8570080167	1730	cvc
szellemeskedik	8570080167	583	cvc
iramodik	8570080167	4404	cvc
kunyizik	8570080167	393	cvc
leledzik	8570080167	8370	cc
makacskodik	8570080167	2104	cvc
korteskedik	8570080167	844	cvc
pukizik	8570080167	966	cvc
pöffeszkedik	8570080167	2267	cvc
ivódik	8570080167	7486	cvc
megteremtődik	8570080167	8498	cvc
feketézik	8570080167	660	cvc
ágyazódik	8570080167	6589	cvc
poharazik	8570080167	365	cvc
csokizik	8570080167	328	cvc
tarokkozik	8570080167	600	cvc
hajhászik	8570080167	821	cvc
lábatlankodik	8570080167	1479	cvc
meghajlik	8570080167	7178	cc
öröklődik	8570080167	17166	cvc
döglődik	8570080167	2107	cvc
hatványozódik	8570080167	2358	cvc
pipiskedik	8570080167	1067	cvc
lepleződik	8570080167	2867	cvc
redukálódik	8570080167	7123	cvc
szándékozik	8570080167	57854	cvc
tünedezik	8570080167	1133	cvc
raboskodik	8570080167	8171	cvc
gordonkázik	8570080167	254	cvc
súrlódik	8570080167	2226	cvc
hozsannázik	8570080167	519	cvc
hűtlenkedik	8570080167	605	cvc
adósodik	8570080167	5682	cvc
egyenlítődik	8570080167	1713	cvc
kereszteződik	8570080167	2641	cvc
rogyadozik	8570080167	1367	cvc
vihorászik	8570080167	831	cvc
éleződik	8570080167	3239	cvc
garasoskodik	8570080167	493	cvc
gecizik	8570080167	466	cvc
kuglizik	8570080167	312	cvc
szigorlatozik	8570080167	593	cvc
düledezik	8570080167	758	cvc
idétlenkedik	8570080167	901	cvc
csörgedezik	8570080167	5422	cvc
hűvösödik	8570080167	721	cvc
részegeskedik	8570080167	709	cvc
jegesedik	8570080167	814	cvc
kenődik	8570080167	4832	cvc
melózik	8570080167	6036	cvc
vakarózik	8570080167	3785	cvc
ágazik	8570080167	11732	cvc
nyomakodik	8570080167	1539	cvc
fogódzkodik	8570080167	685	cvc
komolytalankodik	8570080167	492	cvc
kérődzik	8570080167	1448	cc
sipítozik	8570080167	625	cvc
totojázik	8570080167	825	cvc
idősödik	8570080167	4870	cvc
részegedik	8570080167	1562	cvc
majomkodik	8570080167	559	cvc
pimaszkodik	8570080167	588	cvc
szegényedik	8570080167	3561	cvc
tudakozik	8570080167	468	cvc
betlizik	8570080167	1535	cvc
kókadozik	8570080167	1303	cvc
ájtatoskodik	8570080167	525	cvc
engesztelődik	8570080167	982	cvc
fajtalankodik	8570080167	1945	cvc
morzsálódik	8570080167	1836	cvc
tollasodik	8570080167	652	cvc
marháskodik	8570080167	635	cvc
porlik	8570080167	1648	cc
használódik	8570080167	5306	cvc
transzformálódik	8570080167	1810	cvc
könnyelműsködik	8570080167	425	cvc
zsúfolódik	8570080167	4651	cvc
avasodik	8570080167	2094	cvc
cigánykodik	8570080167	325	cvc
csinosodik	8570080167	521	cvc
degradálódik	8570080167	3616	cvc
fúródik	8570080167	8002	cvc
gyámkodik	8570080167	461	cvc
hurcolkodik	8570080167	745	cvc
nyargalászik	8570080167	1013	cvc
bőrösödik	8570080167	923	cvc
langyosodik	8570080167	348	cvc
puszilkodik	8570080167	426	cvc
győzködik	8570080167	210	cvc
kéktúrázik	8570080167	312	cvc
renitenskedik	8570080167	274	cvc
futamodik	8570080167	3227	cvc
apostolkodik	8570080167	686	cvc
fűződik	8570080167	121731	cvc
rugdosódik	8570080167	369	cvc
szeparálódik	8570080167	557	cvc
vasutazik	8570080167	163	cvc
pofátlankodik	8570080167	705	cvc
felhősödik	8570080167	352	cvc
gombfocizik	8570080167	253	cvc
kunkorodik	8570080167	2038	cvc
nyiratkozik	8570080167	356	cvc
ajánlkozik	8570080167	4605	cvc
bedilizik	8570080167	638	cvc
korrumpálódik	8570080167	749	cvc
elandalodik	8570080167	522	cvc
gubancolódik	8570080167	1547	cvc
hatalmasodik	8570080167	2725	cvc
hegesedik	8570080167	859	cvc
jódlizik	8570080167	287	cvc
elevenedik	8570080167	32455	cvc
halódik	8570080167	1397	cvc
iszonyodik	8570080167	3335	cvc
replikázik	8570080167	1405	cvc
kufárkodik	8570080167	698	cvc
nagyobbodik	8570080167	2221	cvc
toszik	8570080167	1131	cvc
fecserészik	8570080167	386	cvc
hetvenkedik	8570080167	756	cvc
szurkálódik	8570080167	310	cvc
kitüremkedik	8570080167	2068	cvc
pótlódik	8570080167	1531	cvc
krikettezik	8570080167	296	cvc
szenderedik	8570080167	880	cvc
fordítódik	8570080167	5050	cvc
hízelkedik	8570080167	687	cvc
tökölődik	8570080167	421	cvc
törleszkedik	8570080167	801	cvc
bajmolódik	8570080167	290	cvc
cselgáncsozik	8570080167	437	cvc
ladik	8570080167	10803	cvc
ripacskodik	8570080167	871	cvc
törülközik	8570080167	745	cvc
emésztődik	8570080167	2749	cvc
csúcsosodik	8570080167	11605	cvc
kisebbedik	8570080167	1371	cvc
virgonckodik	8570080167	557	cvc
üresedik	8570080167	2026	cvc
dilizik	8570080167	269	cvc
dudorodik	8570080167	1869	cvc
durcáskodik	8570080167	505	cvc
legénykedik	8570080167	363	cvc
szűrődik	8570080167	11887	cvc
hányódik	8570080167	3101	cvc
titokzatoskodik	8570080167	581	cvc
táviratozik	8570080167	1330	cvc
habarodik	8570080167	1327	cvc
solymászik	8570080167	218	cvc
tagolódik	8570080167	14997	cvc
vagyonosodik	8570080167	1482	cvc
anyagozik	8570080167	294	cvc
pöndörödik	8570080167	871	cvc
kínálkozik	8570080167	36868	cvc
pásztorkodik	8570080167	549	cvc
gyürkőzik	8570080167	975	cvc
inaskodik	8570080167	668	cvc
pártoskodik	8570080167	478	cvc
aggályoskodik	8570080167	683	cvc
kényeskedik	8570080167	949	cvc
rongálódik	8570080167	4253	cvc
töketlenkedik	8570080167	819	cvc
veszkődik	8570080167	353	cvc
bomladozik	8570080167	281	cvc
bántódik	8570080167	1216	cvc
ármánykodik	8570080167	992	cvc
érzelgősködik	8570080167	229	cvc
cihelődik	8570080167	461	cvc
szaladozik	8570080167	540	cvc
verítékezik	8570080167	612	cvc
basáskodik	8570080167	547	cvc
értéktelenedik	8570080167	919	cvc
atyáskodik	8570080167	525	cvc
galambászik	8570080167	240	cvc
szennyeződik	8570080167	8575	cvc
szélhámoskodik	8570080167	428	cvc
érzékenykedik	8570080167	372	cvc
deresedik	8570080167	388	cvc
kacskaringózik	8570080167	790	cvc
lefékeződik	8570080167	1771	cvc
másolódik	8570080167	1390	cvc
partizánkodik	8570080167	302	cvc
éktelenkedik	8570080167	6966	cvc
malackodik	8570080167	293	cvc
lovacskázik	8570080167	213	cvc
pillangózik	8570080167	232	cvc
szomjúhozik	8570080167	2852	cvc
alacsonyodik	8570080167	1870	cvc
sorvadozik	8570080167	534	cvc
vigéckedik	8570080167	265	cvc
ötvöződik	8570080167	11295	cvc
csintalankodik	8570080167	492	cvc
magyarosodik	8570080167	659	cvc
paprikázik	8570080167	321	cvc
cserepesedik	8570080167	372	cvc
degenerálódik	8570080167	1219	cvc
eprészik	8570080167	86	cvc
gáncsoskodik	8570080167	430	cvc
civódik	8570080167	735	cvc
csalinkázik	8570080167	473	cvc
görnyedezik	8570080167	804	cvc
roncsolódik	8570080167	3517	cvc
szemérmeskedik	8570080167	360	cvc
titkolózik	8570080167	2873	cvc
vésődik	8570080167	5252	cvc
csibészkedik	8570080167	324	cvc
demokratizálódik	8570080167	880	cvc
fogalmazódik	8570080167	53804	cvc
betyárkodik	8570080167	246	cvc
cangázik	8570080167	163	cvc
fermentálódik	8570080167	378	cvc
halálozik	8570080167	868	cvc
inflálódik	8570080167	1011	cvc
korosodik	8570080167	1301	cvc
kotnyeleskedik	8570080167	479	cvc
sebesedik	8570080167	680	cvc
üzérkedik	8570080167	667	cvc
meszesedik	8570080167	792	cvc
nyulászik	8570080167	200	cvc
okvetetlenkedik	8570080167	531	cvc
lombosodik	8570080167	512	cvc
mérgesedik	8570080167	1700	cvc
hánykódik	8570080167	1146	cvc
iparosodik	8570080167	186	cvc
lázasodik	8570080167	964	cvc
ütődik	8570080167	5543	cvc
mentegetőzik	8570080167	2003	cvc
tömődik	8570080167	2061	cvc
balettezik	8570080167	120	cvc
pörkölődik	8570080167	806	cvc
csöndesedik	8570080167	409	cvc
hasadozik	8570080167	443	cvc
piruettezik	8570080167	375	cvc
szigetelődik	8570080167	1035	cvc
torzsalkodik	8570080167	530	cvc
bepárásodik	8570080167	2293	cvc
danolászik	8570080167	407	cvc
fogózik	8570080167	1173	cvc
beavatódik	8570080167	350	cvc
dörgölőzik	8570080167	2068	cvc
férfiasodik	8570080167	243	cvc
nagydolgozik	8570080167	88	cvc
tüzeskedik	8570080167	242	cvc
akkumulálódik	8570080167	1111	cvc
gennyesedik	8570080167	347	cvc
ingerkedik	8570080167	578	cvc
riposztozik	8570080167	401	cvc
tárogatózik	8570080167	195	cvc
bujálkodik	8570080167	392	cvc
felszámolódik	8570080167	1482	cvc
húzódozik	8570080167	2929	cvc
smacizik	8570080167	168	cvc
tudálékoskodik	8570080167	222	cvc
villásreggelizik	8570080167	143	cvc
ezermesterkedik	8570080167	115	cvc
fényeskedik	8570080167	1486	cvc
konzerválódik	8570080167	2208	cvc
lopódzik	8570080167	2068	cc
vezérkedik	8570080167	227	cvc
bokázik	8570080167	426	cvc
civilizálódik	8570080167	325	cvc
dörzsölődik	8570080167	1414	cvc
heveskedik	8570080167	472	cvc
bizalmatlankodik	8570080167	284	cvc
hangosodik	8570080167	518	cvc
népesedik	8570080167	923	cvc
rákászik	8570080167	134	cvc
bátorkodik	8570080167	9746	cvc
pukedlizik	8570080167	342	cvc
ínyenckedik	8570080167	185	cvc
írásbelizik	8570080167	183	cvc
aljasodik	8570080167	367	cvc
felejtődik	8570080167	2457	cvc
gyűlésezik	8570080167	563	cvc
megellik	8570080167	723	cc
soványodik	8570080167	1420	cvc
devalválódik	8570080167	1482	cvc
engedetlenkedik	8570080167	305	cvc
honosodik	8570080167	7111	cvc
méredzkedik	8570080167	167	cvc
pörlekedik	8570080167	427	cvc
takarózik	8570080167	3750	cvc
árnyalódik	8570080167	1138	cvc
gombolkozik	8570080167	261	cvc
göndörödik	8570080167	760	cvc
keskenyedik	8570080167	1980	cvc
bátorodik	8570080167	1398	cvc
fújódik	8570080167	1344	cvc
pitymallik	8570080167	421	cc
vakoskodik	8570080167	297	cvc
borsódzik	8570080167	1850	cc
csúfolkodik	8570080167	406	cvc
remetéskedik	8570080167	1151	cvc
töprenkedik	8570080167	623	cvc
töpörödik	8570080167	909	cvc
disznólkodik	8570080167	243	cvc
elaprózódik	8570080167	1329	cvc
izolálódik	8570080167	876	cvc
lökődik	8570080167	1503	cvc
zavarosodik	8570080167	221	cvc
önkényeskedik	8570080167	449	cvc
csontosodik	8570080167	810	cvc
elszörnyülködik	8570080167	1423	cvc
kérgesedik	8570080167	430	cvc
megcáfolódik	8570080167	307	cvc
pajzánkodik	8570080167	203	cvc
tamáskodik	8570080167	788	cvc
egységesedik	8570080167	455	cvc
gyerekeskedik	8570080167	1144	cvc
huligánkodik	8570080167	137	cvc
kajánkodik	8570080167	917	cvc
kicsinyeskedik	8570080167	254	cvc
kupálódik	8570080167	393	cvc
kúrázik	8570080167	94	cvc
munkálódik	8570080167	443	cvc
szálasodik	8570080167	188	cvc
dühösködik	8570080167	411	cvc
viszálykodik	8570080167	672	cvc
kornyadozik	8570080167	644	cvc
kásásodik	8570080167	200	cvc
tehénkedik	8570080167	320	cvc
tüzesedik	8570080167	236	cvc
zsiványkodik	8570080167	108	cvc
összegződik	8570080167	3298	cvc
ügyvédkedik	8570080167	263	cvc
szenesedik	8570080167	413	cvc
szétzilálódik	8570080167	1009	cvc
édesedik	8570080167	258	cvc
öntözködik	8570080167	51	cvc
dáridózik	8570080167	229	cvc
kedélyeskedik	8570080167	364	cvc
narkózik	8570080167	236	cvc
sivatagosodik	8570080167	252	cvc
szunnyadozik	8570080167	443	cvc
terhelődik	8570080167	3333	cvc
ügynökösködik	8570080167	182	cvc
aljaskodik	8570080167	150	cvc
idegenedik	8570080167	768	cvc
lemeózik	8570080167	89	cvc
perzselődik	8570080167	852	cvc
rejtezik	8570080167	4572	cvc
bebábozódik	8570080167	1105	cvc
durváskodik	8570080167	196	cvc
feldobódik	8570080167	1260	cvc
hunyászkodik	8570080167	685	cvc
szenteskedik	8570080167	208	cvc
sápadozik	8570080167	355	cvc
andalodik	8570080167	304	cvc
aszik	8570080167	5633	cvc
lelombozódik	8570080167	646	cvc
meakulpázik	8570080167	217	cvc
megőrződik	8570080167	5984	cvc
riadozik	8570080167	733	cvc
varasodik	8570080167	176	cvc
bucskázik	8570080167	706	cvc
darabolódik	8570080167	644	cvc
követelőzik	8570080167	2086	cvc
pelyhedzik	8570080167	280	cc
piszkoskodik	8570080167	173	cvc
virtuskodik	8570080167	206	cvc
ígérkezik	8570080167	66458	cvc
fondorkodik	8570080167	350	cvc
füstölődik	8570080167	272	cvc
kotródik	8570080167	1221	cvc
köcsögösködik	8570080167	179	cvc
legatyásodik	8570080167	529	cvc
maradozik	8570080167	687	cvc
néptelenedik	8570080167	1824	cvc
piszkolódik	8570080167	839	cvc
pletykázik	8570080167	214	cvc
szíveskedik	8570080167	81883	cvc
dagadozik	8570080167	397	cvc
hajtódik	8570080167	2782	cvc
hívódik	8570080167	1260	cvc
nyájaskodik	8570080167	319	cvc
porladozik	8570080167	318	cvc
restelkedik	8570080167	967	cvc
sarjadzik	8570080167	867	cc
bravúroskodik	8570080167	155	cvc
elválasztódik	8570080167	577	cvc
gyúródik	8570080167	339	cvc
háromszorozódik	8570080167	320	cvc
kevélykedik	8570080167	549	cvc
kuruckodik	8570080167	119	cvc
kuszálódik	8570080167	847	cvc
körülményeskedik	8570080167	254	cvc
dörgölődik	8570080167	254	cvc
dühödik	8570080167	804	cvc
fenekedik	8570080167	876	cvc
levezetődik	8570080167	262	cvc
mérgeskedik	8570080167	217	cvc
pallérozódik	8570080167	1591	cvc
pocakosodik	8570080167	159	cvc
pukkadozik	8570080167	544	cvc
tevődik	8570080167	46451	cvc
tilinkózik	8570080167	101	cvc
villantózik	8570080167	66	cvc
zúzódik	8570080167	1418	cvc
gyomosodik	8570080167	396	cvc
jégkrémezik	8570080167	99	cvc
kenekedik	8570080167	141	cvc
vackolódik	8570080167	577	cvc
aktualizálódik	8570080167	937	cvc
méltóztatik	8570080167	9550	cvc
ripakodik	8570080167	1271	cvc
röstelkedik	8570080167	803	cvc
értelmeződik	8570080167	2339	cvc
akaratoskodik	8570080167	199	cvc
csíkozódik	8570080167	375	cvc
elnőiesedik	8570080167	887	cvc
hógolyózik	8570080167	795	cvc
indulatoskodik	8570080167	171	cvc
simlizik	8570080167	107	cvc
beszüremkedik	8570080167	520	cvc
békétlenkedik	8570080167	301	cvc
fogyózik	8570080167	1596	cvc
heccelődik	8570080167	187	cvc
pajkoskodik	8570080167	190	cvc
rétegződik	8570080167	1627	cvc
ródlizik	8570080167	61	cvc
spicliskedik	8570080167	111	cvc
tévelyedik	8570080167	1157	cvc
önérzeteskedik	8570080167	153	cvc
bizonykodik	8570080167	518	cvc
fixálódik	8570080167	1057	cvc
fékeződik	8570080167	1024	cvc
lasszózik	8570080167	71	cvc
málladozik	8570080167	277	cvc
rögződik	8570080167	2071	cvc
rökönyödik	8570080167	1054	cvc
szemesedik	8570080167	43	cvc
városiasodik	8570080167	294	cvc
állítódik	8570080167	1900	cvc
csatolódik	8570080167	780	cvc
dacoskodik	8570080167	237	cvc
ecetesedik	8570080167	121	cvc
fekélyesedik	8570080167	228	cvc
kompenzálódik	8570080167	457	cvc
kényelmeskedik	8570080167	168	cvc
maszatolódik	8570080167	1233	cvc
puhatolózik	8570080167	1377	cvc
tolvajkodik	8570080167	126	cvc
tudódik	8570080167	1403	cvc
táltosodik	8570080167	612	cvc
csámpázik	8570080167	225	cvc
istenkedik	8570080167	212	cvc
kupeckedik	8570080167	93	cvc
könnyebbedik	8570080167	337	cvc
megátalkodik	8570080167	342	cvc
nedvedzik	8570080167	381	cc
nyitódik	8570080167	642	cvc
snóblizik	8570080167	61	cvc
szabódik	8570080167	925	cvc
cifrálkodik	8570080167	127	cvc
cseppfolyósodik	8570080167	288	cvc
kihajlik	8570080167	720	cc
nyomorodik	8570080167	743	cvc
ráncolódik	8570080167	459	cvc
szagosodik	8570080167	132	cvc
szájaskodik	8570080167	105	cvc
uraskodik	8570080167	211	cvc
alapozódik	8570080167	3867	cvc
halasztódik	8570080167	1871	cvc
hapcizik	8570080167	222	cvc
hibádzik	8570080167	5785	cc
komiszkodik	8570080167	134	cvc
lankadozik	8570080167	66	cvc
lelkipásztorkodik	8570080167	267	cvc
pajtáskodik	8570080167	208	cvc
svindlizik	8570080167	80	cvc
szájhősködik	8570080167	144	cvc
erőtlenedik	8570080167	223	cvc
felidéződik	8570080167	3614	cvc
gazosodik	8570080167	253	cvc
gémberedik	8570080167	379	cvc
hamvazkodik	8570080167	223	cvc
kulizik	8570080167	75	cvc
megfogózik	8570080167	227	cvc
rákosodik	8570080167	281	cvc
csellózik	8570080167	919	cvc
dohosodik	8570080167	339	cvc
fonnyadozik	8570080167	150	cvc
hártyásodik	8570080167	90	cvc
kirekesztődik	8570080167	1062	cvc
kiérződik	8570080167	1953	cvc
makrancoskodik	8570080167	157	cvc
tetvészkedik	8570080167	98	cvc
csárdásozik	8570080167	86	cvc
helytelenkedik	8570080167	131	cvc
hidegedik	8570080167	155	cvc
hirtelenkedik	8570080167	264	cvc
kölykezik	8570080167	454	cvc
nyálkásodik	8570080167	208	cvc
nőszik	8570080167	77	cvc
aduzik	8570080167	42	cvc
automatizálódik	8570080167	646	cvc
elkeskenyedik	8570080167	1326	cvc
fogózkodik	8570080167	169	cvc
harapózik	8570080167	1047	cvc
iszaposodik	8570080167	168	cvc
komorodik	8570080167	605	cvc
kócolódik	8570080167	355	cvc
méretkezik	8570080167	147	cvc
raplizik	8570080167	87	cvc
szellőzködik	8570080167	86	cvc
alamizsnálkodik	8570080167	148	cvc
behajlik	8570080167	1189	cc
butáskodik	8570080167	585	cvc
elpofátlanodik	8570080167	248	cvc
foglalkodik	8570080167	160	cvc
fúvódik	8570080167	746	cvc
kívántatik	8570080167	1400	cvc
nyirkosodik	8570080167	86	cvc
rongyolódik	8570080167	434	cvc
stréberkedik	8570080167	87	cvc
tanonckodik	8570080167	234	cvc
tébolyodik	8570080167	164	cvc
dévajkodik	8570080167	178	cvc
elérzékenyedik	8570080167	368	cvc
gyulladozik	8570080167	64	cvc
hamukázik	8570080167	71	cvc
ittasodik	8570080167	160	cvc
kalmárkodik	8570080167	131	cvc
koszosodik	8570080167	205	cvc
kóklerkedik	8570080167	68	cvc
kövesedik	8570080167	641	cvc
lepkészik	8570080167	59	cvc
meghatározódik	8570080167	331	cvc
mumifikálódik	8570080167	1018	cvc
ricsajozik	8570080167	209	cvc
szalonkázik	8570080167	25	cvc
undokoskodik	8570080167	79	cvc
vonszolódik	8570080167	354	cvc
definiálódik	8570080167	584	cvc
hengergőzik	8570080167	174	cvc
kisdolgozik	8570080167	38	cvc
kárörvendezik	8570080167	137	cvc
levedzik	8570080167	191	cc
szemtelenedik	8570080167	170	cvc
tanárkodik	8570080167	474	cvc
urbanizálódik	8570080167	409	cvc
agarászik	8570080167	63	cvc
aluszik	8570080167	77	cvc
asszociálódik	8570080167	600	cvc
