lemma	xpostag	corpus_size	lemma_freq	vowels	v1	v2	tr
szuper	[/N][Nom]	8570080167	443862		u	e	ßuper
vivés	[/N][Nom]	8570080167	239		i	é	vivés
dádé	[/N][Nom]	8570080167	139		á	é	dádé
halef	[/N][Nom]	8570080167	150		a	e	halef
pingel	[/N][Nom]	8570080167	869		i	e	pingel
párvers	[/N][Nom]	8570080167	410		á	e	párvers
díner	[/N][Nom]	8570080167	107		í	e	díner
ilyen	[/N][Nom]	8570080167	7755453		i	e	i¬en
primer	[/N][Nom]	8570080167	61948		i	e	primer
milyen	[/N][Nom]	8570080167	5391526		i	e	mi¬en
ívrét	[/N][Nom]	8570080167	112		í	é	ívrét
balhés	[/N][Nom]	8570080167	4482		a	é	balhés
polje	[/N][Nom]	8570080167	146		o	e	polje
tikszem	[/N][Nom]	8570080167	110		i	e	tikßem
gatyesz	[/N][Nom]	8570080167	222		a	e	ga†eß
subler	[/N][Nom]	8570080167	184		u	e	subler
ingmell	[/N][Nom]	8570080167	276		i	e	ingmell
sose	[/N][Nom]	8570080167	203649		o	e	sose
dicsér	[/N][Nom]	8570080167	142617		i	é	diçér
ismert	[/N][Nom]	8570080167	1869977		i	e	ismert
klapec	[/N][Nom]	8570080167	99		a	e	klapec
karcer	[/N][Nom]	8570080167	215		a	e	karcer
faszeg	[/N][Nom]	8570080167	381		a	e	faßeg
síber	[/N][Nom]	8570080167	113		í	e	síber
hiszem	[/N][Nom]	8570080167	4533		i	e	hißem
alszél	[/N][Nom]	8570080167	75		a	é	alßél
kilét	[/N][Nom]	8570080167	44885		i	é	kilét
passzent	[/N][Nom]	8570080167	64		a	e	pasßent
propén	[/N][Nom]	8570080167	59		o	é	propén
buzér	[/N][Nom]	8570080167	77		u	é	buzér
szurdék	[/N][Nom]	8570080167	148		u	é	ßurdék
bármely	[/N][Nom]	8570080167	884220		á	e	bárme¬
finnség	[/N][Nom]	8570080167	116		i	é	finnség
nincsen	[/N][Nom]	8570080167	1131		i	e	ninçen
mindegy	[/N][Nom]	8570080167	630003		i	e	minde©
britség	[/N][Nom]	8570080167	95		i	é	britség
kilenc	[/N][Nom]	8570080167	476496		i	e	kilenc
borzeb	[/N][Nom]	8570080167	92		o	e	borzeb
szupé	[/N][Nom]	8570080167	73		u	é	ßupé
alfél	[/N][Nom]	8570080167	1612		a	é	alfél
fizet	[/N][Nom]	8570080167	1760611		i	e	fizet
hábé	[/N][Nom]	8570080167	86		á	é	hábé
hollét	[/N][Nom]	8570080167	10945		o	é	hollét
mindez	[/N][Nom]	8570080167	2026549		i	e	mindez
sztringet	[/N][Nom]	8570080167	31		i	e	ßtringet
visel	[/N][Nom]	8570080167	848951		i	e	visel
alél	[/N][Nom]	8570080167	1312		a	é	alél
csáté	[/N][Nom]	8570080167	37		á	é	çáté
rosszpénz	[/N][Nom]	8570080167	74		o	é	rosßpénz
barhent	[/N][Nom]	8570080167	46		a	e	barhent
sásrét	[/N][Nom]	8570080167	167		á	é	sásrét
álérv	[/N][Nom]	8570080167	129		á	é	álérv
bibés	[/N][Nom]	8570080167	57		i	é	bibés
liheg	[/N][Nom]	8570080167	25557		i	e	liheg
gúnykép	[/N][Nom]	8570080167	145		ú	é	gú¥kép
fustély	[/N][Nom]	8570080167	111		u	é	fusté¬
idén	[/N][Nom]	8570080167	2277496		i	é	idén
dimbes	[/N][Nom]	8570080167	382		i	e	dimbes
pihen	[/N][Nom]	8570080167	378745		i	e	pihen
taszter	[/N][Nom]	8570080167	62		a	e	taßter
girbe	[/N][Nom]	8570080167	28		i	e	girbe
gyorsfény	[/N][Nom]	8570080167	43		o	é	©orsfé¥
stilét	[/N][Nom]	8570080167	20		i	é	stilét
tábesz	[/N][Nom]	8570080167	24		á	e	tábeß
ítél	[/N][Nom]	8570080167	562725		í	é	ítél
klistély	[/N][Nom]	8570080167	33		i	é	klisté¬
ismét	[/N][Nom]	8570080167	1903839		i	é	ismét
kábé	[/N][Nom]	8570080167	37866		á	é	kábé
majdnem	[/N][Nom]	8570080167	816740		a	e	majdnem
mihelyt	[/N][Nom]	8570080167	44949		i	e	mihe¬t
stiches	[/N][Nom]	8570080167	48		i	e	stiches
túlél	[/N][Nom]	8570080167	148218		ú	é	túlél
kísér	[/N][Nom]	8570080167	507228		í	é	kísér
spicces	[/N][Nom]	8570080167	2337		i	e	spicces
adresz	[/N][Nom]	8570080167	28		a	e	adreß
hogyne	[/N][Nom]	8570080167	36013		o	e	ho©ne
izgés	[/N][Nom]	8570080167	27		i	é	izgés
másrészt	[/N][Nom]	8570080167	669392		á	é	másréßt
ordré	[/N][Nom]	8570080167	41		o	é	ordré
paccer	[/N][Nom]	8570080167	19		a	e	paccer
sprayket	[/N][Nom]	8570080167	25		a	e	sprayket
viccel	[/N][Nom]	8570080167	34359		i	e	viccel
bukés	[/N][Nom]	8570080167	40		u	é	bukés
illeszt	[/N][Nom]	8570080167	100385		i	e	illeßt
minél	[/N][Nom]	8570080167	1593564		i	é	minél
tisztel	[/N][Nom]	8570080167	255684		i	e	tißtel
norvég	[/N][Nom]	8570080167	151508		o	é	norvég
szinte	[/N][Nom]	8570080167	2925013		i	e	ßinte
azért	[/N][Nom]	8570080167	4710658		a	é	azért
kiesz	[/N][Nom]	8570080167	576		i	e	kieß
pláne	[/N][Nom]	8570080167	228752		á	e	pláne
pucér	[/N][Nom]	8570080167	15348		u	é	pucér
szlovén	[/N][Nom]	8570080167	111340		o	é	ßlovén
szíves	[/N][Nom]	8570080167	284562		í	e	ßíves
ívelt	[/N][Nom]	8570080167	39456		í	e	ívelt
sziszeg	[/N][Nom]	8570080167	10818		i	e	ßißeg
tízes	[/N][Nom]	8570080167	35203		í	e	tízes
idéz	[/N][Nom]	8570080167	722464		i	é	idéz
minket	[/N][Nom]	8570080167	24		i	e	minket
színez	[/N][Nom]	8570080167	54715		í	e	ßínez
fasé	[/N][Nom]	8570080167	47		a	é	fasé
kacér	[/N][Nom]	8570080167	9428		a	é	kacér
kissé	[/N][Nom]	8570080167	760152		i	é	kissé
viszket	[/N][Nom]	8570080167	28233		i	e	vißket
vizel	[/N][Nom]	8570080167	8565		i	e	vizel
ígér	[/N][Nom]	8570080167	411716		í	é	ígér
másfél	[/N][Nom]	8570080167	498611		á	é	másfél
mívelt	[/N][Nom]	8570080167	872		í	e	mívelt
nagyrészt	[/N][Nom]	8570080167	156613		a	é	na©réßt
piheg	[/N][Nom]	8570080167	6142		i	e	piheg
pisze	[/N][Nom]	8570080167	2961		i	e	piße
pocsék	[/N][Nom]	8570080167	41340		o	é	poçék
sosem	[/N][Nom]	8570080167	800530		o	e	sosem
spájszer	[/N][Nom]	8570080167	18		á	e	spájßer
groteszk	[/N][Nom]	8570080167	42349		o	e	groteßk
ijeszt	[/N][Nom]	8570080167	17180		i	e	ijeßt
kiles	[/N][Nom]	8570080167	4752		i	e	kiles
pancser	[/N][Nom]	8570080167	5888		a	e	pançer
átél	[/N][Nom]	8570080167	182716		á	é	átél
íme	[/N][Nom]	8570080167	104377		í	e	íme
csaknem	[/N][Nom]	8570080167	457557		a	e	çaknem
díszlés	[/N][Nom]	8570080167	8		í	é	díßlés
hajnecc	[/N][Nom]	8570080167	6		a	e	hajnecc
híve	[/N][Nom]	8570080167	225780		í	e	híve
ijed	[/N][Nom]	8570080167	46276		i	e	ijed
illek	[/N][Nom]	8570080167	7		i	e	illek
kiég	[/N][Nom]	8570080167	48413		i	é	kiég
kiér	[/N][Nom]	8570080167	37098		i	é	kiér
kímél	[/N][Nom]	8570080167	103745		í	é	kímél
linkel	[/N][Nom]	8570080167	36831		i	e	linkel
lisztez	[/N][Nom]	8570080167	4565		i	e	lißtez
mintegy	[/N][Nom]	8570080167	1328153		i	e	minte©
szintez	[/N][Nom]	8570080167	1346		i	e	ßintez
tiéd	[/N][Nom]	8570080167	7		i	é	tiéd
viszek	[/N][Nom]	8570080167	23		i	e	vißek
billen	[/N][Nom]	8570080167	18877		i	e	billen
butén	[/N][Nom]	8570080167	11		u	é	butén
facér	[/N][Nom]	8570080167	1882		a	é	facér
fityeg	[/N][Nom]	8570080167	4195		i	e	fi†eg
gidres	[/N][Nom]	8570080167	11		i	e	gidres
hiszel	[/N][Nom]	8570080167	2		i	e	hißel
honnét	[/N][Nom]	8570080167	14023		o	é	honnét
híres	[/N][Nom]	8570080167	817600		í	e	híres
hírlés	[/N][Nom]	8570080167	3		í	é	hírlés
igéz	[/N][Nom]	8570080167	2122		i	é	igéz
intet	[/N][Nom]	8570080167	34		i	e	intet
jórészt	[/N][Nom]	8570080167	78629		ó	é	jóréßt
kiél	[/N][Nom]	8570080167	21210		i	é	kiél
mienk	[/N][Nom]	8570080167	36		i	e	mienk
mihelyst	[/N][Nom]	8570080167	8216		i	e	mihe¬st
mintsem	[/N][Nom]	8570080167	80690		i	e	mintsem
miénk	[/N][Nom]	8570080167	30		i	é	miénk
monstre	[/N][Nom]	8570080167	5503		o	e	monstre
pingelt	[/N][Nom]	8570080167	6		i	e	pingelt
ráér	[/N][Nom]	8570080167	51244		á	é	ráér
rímel	[/N][Nom]	8570080167	10316		í	e	rímel
sincsen	[/N][Nom]	8570080167	35		i	e	sinçen
sminkel	[/N][Nom]	8570080167	20962		i	e	sminkel
spriccel	[/N][Nom]	8570080167	11940		i	e	spriccel
síel	[/N][Nom]	8570080167	28983		í	e	síel
sínylés	[/N][Nom]	8570080167	3		í	é	sí¥lés
viselt	[/N][Nom]	8570080167	64298		i	e	viselt
viszel	[/N][Nom]	8570080167	9		i	e	vißel
vitet	[/N][Nom]	8570080167	65		i	e	vitet
zizeg	[/N][Nom]	8570080167	4293		i	e	zizeg
átélt	[/N][Nom]	8570080167	39753		á	é	átélt
ítélt	[/N][Nom]	8570080167	90035		í	é	ítélt
ível	[/N][Nom]	8570080167	21230		í	e	ível
