form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	darab	base	derivational	suffix	nsyl	base_tr
hasonlanak	22	hason	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	831860	8570080167	hasonulnak	347	0.06609195402298851	-2.716708263845325	l	hasonlik	lik	nek	2	hasonlik
hasonlottak	18	hason	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	831860	8570080167	hasonultak	188	0.10052910052910052	-2.297308035893202	l	hasonlik	lik	NA	2	hasonlik
hiányzana	92	hiány	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	66161846	8570080167	hiányozna	11248	0.00826740154680416	-4.79543502163957	z	hiányzik	zik	NA	2	hiá¥zik
hiányzani	64	hiány	[/V][Inf]	cselekszenek/cselekednek	66161846	8570080167	hiányozni	29742	0.00218538815855831	-6.125961819274488	z	hiányzik	zik	NA	2	hiá¥zik
hiányzotok	5	hiány	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	66161846	8570080167	hiányoztok	938	0.00638977635782747	-5.0530560099802075	z	hiányzik	zik	tek	2	hiá¥zik
hiányzanak	2230	hiány	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	66161846	8570080167	hiányoznak	75322	0.0296191070456567	-3.5193356176037778	z	hiányzik	zik	nek	2	hiá¥zik
hiányzottak	277	hiány	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	66161846	8570080167	hiányoztak	21899	0.01269406392694063	-4.366620802113955	z	hiányzik	zik	NA	2	hiá¥zik
hírleni	2	hír	[/V][Inf]	cselekszenek/cselekednek	85212	8570080167	hírelni	30	0.0967741935483871	-2.3353749158170367	l	hírlik	lik	NA	1	hírlik
hírlenek	3	hír	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	85212	8570080167	hírelnek	3	1	0	l	hírlik	lik	nek	1	hírlik
hólyagzani	11	hólyag	[/V][Inf]	cselekszenek/cselekednek	596	8570080167	hólyagozni	13	0.8571428571428571	-0.15415067982725836	z	hólyagzik	zik	NA	2	hó¬agzik
homálylani	2	homály	[/V][Inf]	cselekszenek/cselekednek	785	8570080167	homályolni	1	1.5	0.4054651081081644	l	homálylik	lik	NA	2	homá¬lik
hullámzana	85	hullám	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	1329613	8570080167	hullámozna	137	0.6231884057971014	-0.47290638890369696	z	hullámzik	zik	NA	2	hullámzik
hullámzani	518	hullám	[/V][Inf]	cselekszenek/cselekednek	1329613	8570080167	hullámozni	568	0.9121265377855888	-0.09197655096044231	z	hullámzik	zik	NA	2	hullámzik
hullámzunk	204	hullám	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	1329613	8570080167	hullámozunk	3	51.25	3.9367156180185177	z	hullámzik	zik	ünk	2	hullámzik
hullámzanak	899	hullám	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	1329613	8570080167	hullámoznak	652	1.3782542113323124	0.3208176340478797	z	hullámzik	zik	nek	2	hullámzik
hullámzottak	319	hullám	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	1329613	8570080167	hullámoztak	452	0.7064017660044151	-0.34757112968926174	z	hullámzik	zik	NA	2	hullámzik
igyekszeni	1	igyek	[/V][Inf]	cselekszenek/cselekednek	163294398	8570080167	igyekezni	10944	1.827318410232983e-4	-8.607490829397017	sz	igyekszik	szik	NA	2	i©ekßik
igyekszünk	177274	igyek	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	163294398	8570080167	igyekezünk	1113	159.13375224416518	5.069745057684968	sz	igyekszik	szik	ünk	2	i©ekßik
igyekszetek	10	igyek	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	163294398	8570080167	igyekeztek	103996	1.057722818927469e-4	-9.154222058755234	sz	igyekszik	szik	tek	2	i©ekßik
igyekszenek	6951	igyek	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	163294398	8570080167	igyekeznek	171561	0.04052179387043751	-3.2059153293467126	sz	igyekszik	szik	nek	2	i©ekßik
iramlanak	209	iram	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	11891	8570080167	iramolnak	1	105	4.653960350157523	l	iramlik	lik	nek	2	iramlik
ivarzani	62	ivar	[/V][Inf]	cselekszenek/cselekednek	5234	8570080167	ivarozni	3	15.75	2.7568403652716422	z	ivarzik	zik	NA	2	ivarzik
ízlene	842	íz	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	2195683	8570080167	ízelne	1	421.5	6.04381977744191	l	ízlik	lik	NA	1	ízlik
ízleni	4571	íz	[/V][Inf]	cselekszenek/cselekednek	2195683	8570080167	ízelni	23	190.5	5.249652194566756	l	ízlik	lik	NA	1	ízlik
ízlünk	5	íz	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	2195683	8570080167	ízelünk	3	1.5	0.4054651081081644	l	ízlik	lik	ünk	1	ízlik
ízletek	10	íz	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	2195683	8570080167	ízeltek	8	1.2222222222222223	0.20067069546215124	l	ízlik	lik	tek	1	ízlik
ízlenek	1253	íz	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	2195683	8570080167	ízelnek	1	627	6.440946540632921	l	ízlik	lik	nek	1	ízlik
ízlettek	1282	íz	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	2195683	8570080167	ízeltek	4	256.6	5.547518452181536	l	ízlik	lik	NA	1	ízlik
kékleni	30	kék	[/V][Inf]	cselekszenek/cselekednek	22009	8570080167	kékelni	2	10.333333333333334	2.3353749158170367	l	kéklik	lik	NA	1	kéklik
kéklenek	212	kék	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	22009	8570080167	kékelnek	1	106.5	4.66814498514948	l	kéklik	lik	nek	1	kéklik
kimagaslana	14	kimagas	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	120962	8570080167	kimagasodna	8	1.6666666666666667	0.5108256237659907	l	kimagaslik	lik	NA	3	kimagaslik
kimagaslani	48	kimagas	[/V][Inf]	cselekszenek/cselekednek	120962	8570080167	kimagasodni	41	1.1666666666666667	0.15415067982725836	l	kimagaslik	lik	NA	3	kimagaslik
kimagaslanak	644	kimagas	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	120962	8570080167	kimagasodnak	55	11.517857142857142	2.4438986260606232	l	kimagaslik	lik	nek	3	kimagaslik
kimagaslottak	215	kimagas	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	120962	8570080167	kimagasodtak	23	9	2.1972245773362196	l	kimagaslik	lik	NA	3	kimagaslik
ködleni	8	köd	[/V][Inf]	cselekszenek/cselekednek	14017	8570080167	ködölni	41	0.21428571428571427	-1.540445040947149	l	ködlik	lik	NA	1	ködlik
ködlenek	72	köd	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	14017	8570080167	ködölnek	21	3.3181818181818183	1.199416987790075	l	ködlik	lik	nek	1	ködlik
ködlöttek	31	köd	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	14017	8570080167	ködöltek	9	3.2	1.1631508098056809	l	ködlik	lik	NA	1	ködlik
kotlana	7	kot	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	108182	8570080167	kotolna	8	0.8888888888888888	-0.11778303565638353	l	kotlik	lik	NA	1	kotlik
kotlani	470	kot	[/V][Inf]	cselekszenek/cselekednek	108182	8570080167	kotolni	21	21.40909090909091	3.063815640658102	l	kotlik	lik	NA	1	kotlik
kotlanak	449	kot	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	108182	8570080167	kotolnak	6	64.28571428571429	4.163337433709052	l	kotlik	lik	nek	1	kotlik
kotlottak	120	kot	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	108182	8570080167	kotoltak	7	15.125	2.716349003916905	l	kotlik	lik	NA	1	kotlik
lecsillapszanak	9	lecsillap	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	359454	8570080167	lecsillapodnak	779	0.01282051282051282	-4.356708826689592	sz	lecsillapszik	szik	nek	3	leçillapßik
lélegzene	26	léleg	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	15485442	8570080167	lélegezne	328	0.08206686930091185	-2.5002208847610428	z	lélegzik	zik	NA	2	lélegzik
lélegzeni	531	léleg	[/V][Inf]	cselekszenek/cselekednek	15485442	8570080167	lélegezni	14415	0.03690344062153163	-3.2994504905064748	z	lélegzik	zik	NA	2	lélegzik
lélegzünk	3911	léleg	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	15485442	8570080167	lélegezünk	40	95.41463414634148	4.558231964450401	z	lélegzik	zik	ünk	2	lélegzik
lélegzetek	5	léleg	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	15485442	8570080167	lélegeztek	997	0.00601202404809619	-5.113993807083409	z	lélegzik	zik	tek	2	lélegzik
lélegzenek	209	léleg	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	15485442	8570080167	lélegeznek	3829	0.05483028720626632	-2.903512551457223	z	lélegzik	zik	nek	2	lélegzik
lúdbőrzeni	3	lúdbőr	[/V][Inf]	cselekszenek/cselekednek	16048	8570080167	lúdbőrözni	88	0.0449438202247191	-3.1023420086122493	z	lúdbőrzik	zik	NA	2	lúdbőrzik
lúdbőrzünk	1	lúdbőr	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	16048	8570080167	lúdbőrözünk	5	0.3333333333333333	-1.0986122886681098	z	lúdbőrzik	zik	ünk	2	lúdbőrzik
lúdbőrzenek	1	lúdbőr	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	16048	8570080167	lúdbőröznek	10	0.18181818181818185	-1.7047480922384253	z	lúdbőrzik	zik	nek	2	lúdbőrzik
magzani	8	mag	[/V][Inf]	cselekszenek/cselekednek	132765	8570080167	magozni	515	0.01744186046511628	-4.048882188145344	z	magzik	zik	NA	1	magzik
magzunk	1	mag	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	132765	8570080167	magozunk	30	0.06451612903225806	-2.740840023925201	z	magzik	zik	ünk	1	magzik
magzanak	16	mag	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	132765	8570080167	magoznak	30	0.5483870967741935	-0.6007738604289302	z	magzik	zik	nek	1	magzik
magzottak	3	mag	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	132765	8570080167	magoztak	12	0.3076923076923077	-1.1786549963416462	z	magzik	zik	NA	1	magzik
magaslani	13	magas	[/V][Inf]	cselekszenek/cselekednek	1149186	8570080167	magasodni	264	0.05283018867924528	-2.9406724963709636	l	magaslik	lik	NA	2	magaslik
magaslanak	224	magas	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	1149186	8570080167	magasodnak	2735	0.08223684210526316	-2.498151876538021	l	magaslik	lik	nek	2	magaslik
magaslottak	86	magas	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	1149186	8570080167	magasodtak	1138	0.07638279192273925	-2.571997844792598	l	magaslik	lik	NA	2	magaslik
melegszünk	453	meleg	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	3625379	8570080167	melegedünk	122	3.6910569105691056	1.3059128426689304	sz	melegszik	szik	ünk	2	melegßik
melegszetek	3	meleg	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	3625379	8570080167	melegedtek	1427	0.00280112044817927	-5.877735781779639	sz	melegszik	szik	tek	2	melegßik
melegszenek	2143	meleg	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	3625379	8570080167	melegednek	2449	0.8751020408163265	-0.13341478134808013	sz	melegszik	szik	nek	2	melegßik
mosakszani	3	mosak	[/V][Inf]	cselekszenek/cselekednek	872844	8570080167	mosakodni	3404	0.00117474302496328	-6.746705857463722	sz	mosakszik	szik	NA	2	mosakßik
mosakszunk	197	mosak	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	872844	8570080167	mosakodunk	121	1.6229508196721312	0.4842459859612787	sz	mosakszik	szik	ünk	2	mosakßik
mosakszanak	150	mosak	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	872844	8570080167	mosakodnak	576	0.2616984402079723	-1.3405624296931753	sz	mosakszik	szik	nek	2	mosakßik
növekszünk	1458	növek	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	58348947	8570080167	növekedünk	700	2.081312410841655	0.7329986614881957	sz	növekszik	szik	ünk	2	növekßik
növekszetek	3	növek	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	58348947	8570080167	növekedtek	19710	2.029323727867688e-4	-8.50263777340704	sz	növekszik	szik	tek	2	növekßik
növekszenek	3167	növek	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	58348947	8570080167	növekednek	21331	0.1485092818301144	-1.9071078187861763	sz	növekszik	szik	nek	2	növekßik
nyaklani	7	nyak	[/V][Inf]	cselekszenek/cselekednek	4204	8570080167	nyakolni	1	4	1.3862943611198906	l	nyaklik	lik	NA	1	¥aklik
nyugszana	5	nyug	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	45649875	8570080167	nyugodna	524	0.01142857142857142	-4.471638793363569	sz	nyugszik	szik	NA	1	¥ugßik
nyugszani	1	nyug	[/V][Inf]	cselekszenek/cselekednek	45649875	8570080167	nyugodni	26184	7.637960664502578e-5	-9.479794826153643	sz	nyugszik	szik	NA	1	¥ugßik
nyugszunk	1169	nyug	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	45649875	8570080167	nyugodunk	11	97.5	4.579852378003801	sz	nyugszik	szik	ünk	1	¥ugßik
nyugszotok	19	nyug	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	45649875	8570080167	nyugodtok	14	1.3333333333333333	0.28768207245178085	sz	nyugszik	szik	tek	1	¥ugßik
nyugszanak	12611	nyug	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	45649875	8570080167	nyugodnak	624	20.1792	3.00465237092855	sz	nyugszik	szik	nek	1	¥ugßik
omlana	673	om	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	4347256	8570080167	omolna	115	5.810344827586207	1.7596399198059425	l	omlik	lik	NA	1	omlik
omlani	2610	om	[/V][Inf]	cselekszenek/cselekednek	4347256	8570080167	omolni	160	16.217391304347824	2.786084203714666	l	omlik	lik	NA	1	omlik
omlotok	8	om	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	4347256	8570080167	omoltok	1	4.5	1.5040773967762742	l	omlik	lik	tek	1	omlik
omlanak	2878	om	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	4347256	8570080167	omolnak	174	16.451428571428572	2.8004123166886616	l	omlik	lik	nek	1	omlik
omlottak	2514	om	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	4347256	8570080167	omoltak	85	29.24418604651163	3.375680786280332	l	omlik	lik	NA	1	omlik
ömlene	472	öm	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	3741861	8570080167	ömölne	91	5.141304347826087	1.6373068114428926	l	ömlik	lik	NA	1	ömlik
ömleni	2782	öm	[/V][Inf]	cselekszenek/cselekednek	3741861	8570080167	ömölni	32	84.33333333333333	4.43477720005941	l	ömlik	lik	NA	1	ömlik
ömlötök	3	öm	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	3741861	8570080167	ömöltök	1	2	0.6931471805599453	l	ömlik	lik	tek	1	ömlik
ömlenek	4143	öm	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	3741861	8570080167	ömölnek	61	66.83870967741936	4.202282398894227	l	ömlik	lik	nek	1	ömlik
ömlöttek	1501	öm	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	3741861	8570080167	ömöltek	22	65.30434782608695	4.17905861639493	l	ömlik	lik	NA	1	ömlik
örvényleni	441	örvény	[/V][Inf]	cselekszenek/cselekednek	75562	8570080167	örvényelni	1	221	5.3981627015177525	l	örvénylik	lik	NA	2	örvé¥lik
összhangzani	1	összhang	[/V][Inf]	cselekszenek/cselekednek	554	8570080167	összhangozni	1	1	0	z	összhangzik	zik	NA	2	ösßhangzik
összhangzanak	12	összhang	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	554	8570080167	összhangoznak	3	3.25	1.1786549963416462	z	összhangzik	zik	nek	2	ösßhangzik
összhangzottak	1	összhang	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	554	8570080167	összhangoztak	1	1	0	z	összhangzik	zik	NA	2	ösßhangzik
oszlana	522	osz	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	8076952	8570080167	oszolna	12	40.23076923076923	3.694632106603386	l	oszlik	lik	NA	1	oßlik
oszlani	1628	osz	[/V][Inf]	cselekszenek/cselekednek	8076952	8570080167	oszolni	335	4.848214285714286	1.5786104486388408	l	oszlik	lik	NA	1	oßlik
oszlunk	301	osz	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	8076952	8570080167	oszolunk	7	37.75	3.6309854756950335	l	oszlik	lik	ünk	1	oßlik
oszlotok	4	osz	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	8076952	8570080167	oszoltok	1	2.5	0.9162907318741552	l	oszlik	lik	tek	1	oßlik
oszlanak	11040	osz	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	8076952	8570080167	oszolnak	148	74.1006711409396	4.305424589493678	l	oszlik	lik	nek	1	oßlik
oszlottak	3870	osz	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	8076952	8570080167	oszoltak	137	28.05072463768116	3.3340144654204433	l	oszlik	lik	NA	1	oßlik
özönlene	59	özön	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	582160	8570080167	özönölne	3	15	2.70805020110221	l	özönlik	lik	NA	2	özönlik
özönleni	1428	özön	[/V][Inf]	cselekszenek/cselekednek	582160	8570080167	özönölni	9	142.9	4.9621450849358215	l	özönlik	lik	NA	2	özönlik
özönlenek	4997	özön	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	582160	8570080167	özönölnek	50	98	4.584967478670572	l	özönlik	lik	nek	2	özönlik
özönlöttek	4772	özön	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	582160	8570080167	özönöltek	28	164.58620689655172	5.103434487019422	l	özönlik	lik	NA	2	özönlik
párzana	12	pár	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	66915	8570080167	pározna	8	1.4444444444444444	0.36772478012531734	z	párzik	zik	NA	1	párzik
párzani	419	pár	[/V][Inf]	cselekszenek/cselekednek	66915	8570080167	pározni	97	4.285714285714286	1.455287232606842	z	párzik	zik	NA	1	párzik
párzunk	12	pár	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	66915	8570080167	pározunk	1	6.5	1.8718021769015911	z	párzik	zik	ünk	1	párzik
párzanak	873	pár	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	66915	8570080167	pároznak	13	62.42857142857143	4.1340230460402765	z	párzik	zik	nek	1	párzik
párzottak	107	pár	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	66915	8570080167	pároztak	28	3.724137931034482	1.3148353971377456	z	párzik	zik	NA	1	párzik
parázslani	197	parázs	[/V][Inf]	cselekszenek/cselekednek	35815	8570080167	parázsolni	6	28.285714285714285	3.3423568816392217	l	parázslik	lik	NA	2	paráΩlik
parázslottak	135	parázs	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	35815	8570080167	parázsoltak	1	68	4.219507705176107	l	parázslik	lik	NA	2	paráΩlik
patakzani	74	patak	[/V][Inf]	cselekszenek/cselekednek	20376	8570080167	patakozni	14	5	1.6094379124341005	z	patakzik	zik	NA	2	patakzik
patakzanak	135	patak	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	20376	8570080167	patakoznak	4	27.2	3.3032169733019514	z	patakzik	zik	nek	2	patakzik
patakzottak	338	patak	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	20376	8570080167	patakoztak	14	22.6	3.1179499062782403	z	patakzik	zik	NA	2	patakzik
pattogzani	59	pattog	[/V][Inf]	cselekszenek/cselekednek	17899	8570080167	pattogozni	1	30	3.4011973816621555	z	pattogzik	zik	NA	2	pattogzik
porzana	135	por	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	220543	8570080167	porozna	7	17	2.833213344056216	z	porzik	zik	NA	1	porzik
porzani	65	por	[/V][Inf]	cselekszenek/cselekednek	220543	8570080167	porozni	182	0.3606557377049181	-1.0198314108149953	z	porzik	zik	NA	1	porzik
porzunk	31	por	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	220543	8570080167	porozunk	7	4	1.3862943611198906	z	porzik	zik	ünk	1	porzik
porzanak	181	por	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	220543	8570080167	poroznak	244	0.7428571428571429	-0.2972515234679316	z	porzik	zik	nek	1	porzik
porzottak	58	por	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	220543	8570080167	poroztak	46	1.25531914893617	0.2273898421956608	z	porzik	zik	NA	1	porzik
rajzani	257	raj	[/V][Inf]	cselekszenek/cselekednek	81661910	8570080167	rajozni	20	12.285714285714286	2.5084371471981943	z	rajzik	zik	NA	1	rajzik
rajzanak	2069	raj	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	81661910	8570080167	rajoznak	13	147.85714285714286	4.996246556644156	z	rajzik	zik	nek	1	rajzik
rajzottak	1064	raj	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	81661910	8570080167	rajoztak	11	88.75	4.485823428355525	z	rajzik	zik	NA	1	rajzik
rémlene	659	rém	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	741505	8570080167	rémelne	1	330	5.799092654460526	l	rémlik	lik	NA	1	rémlik
romlana	2425	rom	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	19020414	8570080167	romolna	78	30.70886075949367	3.424551237036974	l	romlik	lik	NA	1	romlik
romlani	10884	rom	[/V][Inf]	cselekszenek/cselekednek	19020414	8570080167	romolni	231	46.918103448275865	3.848403602002338	l	romlik	lik	NA	1	romlik
romlunk	69	rom	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	19020414	8570080167	romolunk	1	35	3.5553480614894135	l	romlik	lik	ünk	1	romlik
romlotok	1	rom	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	19020414	8570080167	romoltok	1	1	0	l	romlik	lik	tek	1	romlik
romlanak	9726	rom	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	19020414	8570080167	romolnak	64	149.64615384615385	5.008273532973803	l	romlik	lik	nek	1	romlik
romlottak	9844	rom	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	19020414	8570080167	romoltak	37	259.07894736842104	5.55713283134684	l	romlik	lik	NA	1	romlik
sárlani	18	sár	[/V][Inf]	cselekszenek/cselekednek	8354	8570080167	sárolni	30	0.6129032258064516	-0.4895482253187058	l	sárlik	lik	NA	1	sárlik
sárlanak	34	sár	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	8354	8570080167	sárolnak	8	3.888888888888889	1.3581234841531944	l	sárlik	lik	nek	1	sárlik
seregleni	85	sereg	[/V][Inf]	cselekszenek/cselekednek	86986	8570080167	seregelni	6	12.285714285714286	2.5084371471981943	l	sereglik	lik	NA	2	sereglik
seregletek	1	sereg	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	86986	8570080167	seregeltek	27	0.07142857142857142	-2.639057329615259	l	sereglik	lik	tek	2	sereglik
sereglenek	855	sereg	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	86986	8570080167	seregelnek	23	35.666666666666664	3.574216545793796	l	sereglik	lik	nek	2	sereglik
sereglettek	1686	sereg	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	86986	8570080167	seregeltek	11	140.58333333333334	4.945800432757968	l	sereglik	lik	NA	2	sereglik
siklani	2868	sik	[/V][Inf]	cselekszenek/cselekednek	1308087	8570080167	sikolni	4	573.8	6.352280903547264	l	siklik	lik	NA	1	siklik
siklunk	755	sik	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	1308087	8570080167	sikolunk	1	378	5.934894195619588	l	siklik	lik	ünk	1	siklik
siklanak	2476	sik	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	1308087	8570080167	sikolnak	1	1238.5	7.121656248929415	l	siklik	lik	nek	1	siklik
siklottak	1639	sik	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	1308087	8570080167	sikoltak	1	820	6.709304340258298	l	siklik	lik	NA	1	siklik
sötétlünk	3	sötét	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	27541	8570080167	sötételünk	1	2	0.6931471805599453	l	sötétlik	lik	ünk	2	sötétlik
sugárzana	3	sugár	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	15892943	8570080167	sugározna	629	0.00634920634920634	-5.059425458265688	z	sugárzik	zik	NA	2	sugárzik
sugárzani	32	sugár	[/V][Inf]	cselekszenek/cselekednek	15892943	8570080167	sugározni	10423	0.0031657712970069	-5.755358557338201	z	sugárzik	zik	NA	2	sugárzik
sugárzunk	1019	sugár	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	15892943	8570080167	sugározunk	56	17.894736842105264	2.8845066384437668	z	sugárzik	zik	ünk	2	sugárzik
sugárzotok	19	sugár	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	15892943	8570080167	sugároztok	123	0.16129032258064516	-1.824549292051046	z	sugárzik	zik	tek	2	sugárzik
sugárzanak	157	sugár	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	15892943	8570080167	sugároznak	13020	0.01213424468166807	-4.411723684701761	z	sugárzik	zik	nek	2	sugárzik
sugárzottak	43	sugár	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	15892943	8570080167	sugároztak	3011	0.0146082337317397	-4.226169955001523	z	sugárzik	zik	NA	2	sugárzik
szaglana	8	szag	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	4618028	8570080167	szagolna	46	0.1914893617021277	-1.652923024373839	l	szaglik	lik	NA	1	ßaglik
szaglani	47	szag	[/V][Inf]	cselekszenek/cselekednek	4618028	8570080167	szagolni	2809	0.01708185053380783	-4.069738751419901	l	szaglik	lik	NA	1	ßaglik
szaglunk	80	szag	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	4618028	8570080167	szagolunk	269	0.3	-1.203972804325936	l	szaglik	lik	ünk	1	ßaglik
szaglanak	67	szag	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	4618028	8570080167	szagolnak	365	0.18579234972677597	-1.6831256282252596	l	szaglik	lik	nek	1	ßaglik
szaglottak	24	szag	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	4618028	8570080167	szagoltak	285	0.08741258741258741	-2.437115985951652	l	szaglik	lik	NA	1	ßaglik
szólamlottak	4	szólam	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	1875	8570080167	szólamoltak	3	1.25	0.22314355131420976	l	szólamlik	lik	NA	2	ßólamlik
tajtékzana	5	tajték	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	48387	8570080167	tajtékozna	9	0.6	-0.5108256237659907	z	tajtékzik	zik	NA	2	tajtékzik
tajtékzani	24	tajték	[/V][Inf]	cselekszenek/cselekednek	48387	8570080167	tajtékozni	42	0.5813953488372093	-0.5423242908253616	z	tajtékzik	zik	NA	2	tajtékzik
tajtékzanak	67	tajték	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	48387	8570080167	tajtékoznak	87	0.7727272727272727	-0.2578291093020998	z	tajtékzik	zik	nek	2	tajtékzik
