file_name	variation	column	list_number	base	log_odds	prompt	variant1	variant2	nsyl	suffix	sample_number	word_rank	top_20	bottom_20	reg_rate	reg_dist	esp_response
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	prihegszik / prihegedik	-0.1941560144409575	János imád prihegedni, ezért sokat prihegszik. Ők ritkán...	prihegszenek	prihegednek	2	nek	1	39	FALSE	FALSE	low	typical	prihegednek
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	prugorzik / prugorozik	-0.7985076962177716	János imád prugorozni, ezért sokat prugorzik. Ti ritkán...	prugorzotok	prugoroztok	2	tek	1	53	FALSE	TRUE	low	typical	prugoroztok
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	ribegszik / ribegedik	-0.2876820724517809	János imád ribegedni, ezért sokat ribegszik. Ti ritkán...	ribegszetek	ribegedtek	2	tek	1	42	FALSE	TRUE	low	typical	ribegedtek
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	spivejlik / spivejezik	-0.3483066942682157	János imád spivejezni, ezért sokat spivejlik. Ők ritkán...	spivejlenek	spivejeznek	2	nek	1	46	FALSE	TRUE	low	typical	spivejeznek
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	sprebzik / sprebezik	0.1941560144409574	János imád sprebezni, ezért sokat sprebzik. Ők ritkán...	sprebzenek	sprebeznek	1	nek	1	24	FALSE	FALSE	low	typical	sprebeznek
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	spuborzik / spuborozik	-0.4353180712578455	János imád spuborozni, ezért sokat spuborzik. Ők ritkán...	spuborzanak	spuboroznak	2	nek	1	47	FALSE	TRUE	low	typical	spuboroznak
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	sűjlik / sűjözik	0.5877866649021191	János imád sűjözni, ezért sokat sűjlik. Mi ritkán...	sűjlünk	sűjözünk	1	ünk	1	10	TRUE	FALSE	low	typical	sűjlünk
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	sztredlik / sztredezik	0.28768207245178085	János imád sztredezni, ezért sokat sztredlik. Ti ritkán...	sztredletek	sztredeztek	1	tek	1	21	FALSE	FALSE	low	typical	sztredeztek
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	töglik / tögözik	1.2321436812926323	János imád tögözni, ezért sokat töglik. Ők ritkán...	töglenek	tögöznek	1	nek	1	1	TRUE	FALSE	low	typical	töglenek
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	trálaklik / trálakozik	0	János imád trálakozni, ezért sokat trálaklik. Ők ritkán...	trálaklanak	trálakoznak	2	nek	1	32	FALSE	FALSE	low	typical	trálakoznak
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	trálszik / trálodik	0.9162907318741552	János imád trálodni, ezért sokat trálszik. Mi ritkán...	trálszunk	trálodunk	1	ünk	1	2	TRUE	FALSE	low	typical	trálszunk
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	trilekszik / trilekedik	0.14310084364067324	János imád trilekedni, ezért sokat trilekszik. Ti ritkán...	trilekszetek	trilekedtek	2	tek	1	26	FALSE	FALSE	low	typical	trilekedtek
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	trukszik / trukodik	0.06899287148695142	János imád trukodni, ezért sokat trukszik. Ti ritkán...	trukszotok	trukodtok	1	tek	1	29	FALSE	FALSE	low	typical	trukodtok
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	vehékszik / vehékedik	0.7472144018302211	János imád vehékedni, ezért sokat vehékszik. Mi ritkán...	vehékszünk	vehékedünk	2	ünk	1	4	TRUE	FALSE	low	typical	vehékszünk
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	vihapszik / vihapodik	0.49247648509779424	János imád vihapodni, ezért sokat vihapszik. Mi ritkán...	vihapszunk	vihapodunk	2	ünk	1	12	TRUE	FALSE	low	typical	vihapszunk
cselekszenek_1_low_typical	cselekszenek/cselekednek	4	3	vileslik / vilesezik	0	János imád vilesezni, ezért sokat vileslik. Mi ritkán...	vileslünk	vilesezünk	2	ünk	1	33	FALSE	FALSE	low	typical	vilesezünk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	branylik / branyozik	0.32542240043462795	János imád branyozni, ezért sokat branylik. Ők ritkán...	branylanak	branyoznak	1	nek	2	17	FALSE	FALSE	high	reversed	branylanak
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	bratárzik / bratározik	-1.2992829841302609	János imád bratározni, ezért sokat bratárzik. Ők ritkán...	bratárzanak	bratároznak	2	nek	2	54	FALSE	TRUE	high	reversed	bratárzanak
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	brivaklik / brivakozik	-0.2076393647782445	János imád brivakozni, ezért sokat brivaklik. Ti ritkán...	brivaklotok	brivakoztok	2	tek	2	39	FALSE	FALSE	high	reversed	brivaklotok
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	brözlik / brözözik	0.06899287148695142	János imád brözözni, ezért sokat brözlik. Ti ritkán...	brözlötök	brözöztök	1	tek	2	27	FALSE	FALSE	high	reversed	brözlötök
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	brülöslik / brülösözik	-0.06899287148695143	János imád brülösözni, ezért sokat brülöslik. Mi ritkán...	brülöslünk	brülösözünk	2	ünk	2	35	FALSE	FALSE	high	reversed	brülöslünk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	csibagzik / csibagozik	-0.7985076962177716	János imád csibagozni, ezért sokat csibagzik. Ti ritkán...	csibagzotok	csibagoztok	2	tek	2	52	FALSE	TRUE	high	reversed	csibagzotok
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	csubzik / csubozik	0.7419373447293773	János imád csubozni, ezért sokat csubzik. Mi ritkán...	csubzunk	csubozunk	1	ünk	2	4	TRUE	FALSE	high	reversed	csubozunk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	dabzik / dabozik	-0.1941560144409575	János imád dabozni, ezért sokat dabzik. Ti ritkán...	dabzotok	daboztok	1	tek	2	38	FALSE	FALSE	high	reversed	dabzotok
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	dárakszik / dárakodik	0.06453852113757116	János imád dárakodni, ezért sokat dárakszik. Mi ritkán...	dárakszunk	dárakodunk	2	ünk	2	29	FALSE	FALSE	high	reversed	dárakszunk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	dilaklik / dilakozik	-0.4595323293784402	János imád dilakozni, ezért sokat dilaklik. Ti ritkán...	dilaklotok	dilakoztok	2	tek	2	47	FALSE	TRUE	high	reversed	dilaklotok
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	dirlik / dirozik	0	János imád dirozni, ezért sokat dirlik. Ti ritkán...	dirlotok	diroztok	1	tek	2	30	FALSE	FALSE	high	reversed	dirlotok
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	drilarzik / drilarozik	-0.4353180712578455	János imád drilarozni, ezért sokat drilarzik. Mi ritkán...	drilarzunk	drilarozunk	2	ünk	2	46	FALSE	TRUE	high	reversed	drilarzunk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	drűrzik / drűrözik	-0.3483066942682157	János imád drűrözni, ezért sokat drűrzik. Ők ritkán...	drűrzenek	drűröznek	1	nek	2	44	FALSE	TRUE	high	reversed	drűrzenek
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	dujzik / dujozik	0.3483066942682158	János imád dujozni, ezért sokat dujzik. Ők ritkán...	dujzanak	dujoznak	1	nek	2	16	FALSE	FALSE	high	reversed	dujzanak
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	flemlik / flemezik	-0.5978370007556204	János imád flemezni, ezért sokat flemlik. Mi ritkán...	flemlünk	flemezünk	1	ünk	2	49	FALSE	TRUE	high	reversed	flemlünk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	flöklik / flöközik	-0.1431008436406733	János imád flöközni, ezért sokat flöklik. Ti ritkán...	flöklötök	flököztök	1	tek	2	37	FALSE	FALSE	high	reversed	flöklötök
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	flűgzik / flűgözik	0.32542240043462795	János imád flűgözni, ezért sokat flűgzik. Mi ritkán...	flűgzünk	flűgözünk	1	ünk	2	18	FALSE	FALSE	high	reversed	flűgzünk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	flüröklik / flüröközik	0.1941560144409574	János imád flüröközni, ezért sokat flüröklik. Ti ritkán...	flüröklötök	flürököztök	2	tek	2	23	FALSE	FALSE	high	reversed	flüröklötök
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	fökszik / föködik	0.6418538861723947	János imád föködni, ezért sokat fökszik. Ők ritkán...	fökszenek	föködnek	1	nek	2	6	TRUE	FALSE	high	reversed	föködnek
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	fraklik / frakozik	0.20763936477824457	János imád frakozni, ezért sokat fraklik. Mi ritkán...	fraklunk	frakozunk	1	ünk	2	21	FALSE	FALSE	high	reversed	fraklunk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	frálapszik / frálapodik	0.4353180712578455	János imád frálapodni, ezért sokat frálapszik. Ti ritkán...	frálapszotok	frálapodtok	2	tek	2	14	TRUE	FALSE	high	reversed	frálapodtok
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	frálaslik / frálasozik	0.4595323293784402	János imád frálasozni, ezért sokat frálaslik. Ők ritkán...	frálaslanak	frálasoznak	2	nek	2	12	TRUE	FALSE	high	reversed	frálasoznak
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	fröjzik / fröjözik	-0.8938178760220964	János imád fröjözni, ezért sokat fröjzik. Ti ritkán...	fröjzötök	fröjöztök	1	tek	2	53	FALSE	TRUE	high	reversed	fröjzötök
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	gihejlik / gihejezik	0.49247648509779424	János imád gihejezni, ezért sokat gihejlik. Mi ritkán...	gihejlünk	gihejezünk	2	ünk	2	11	TRUE	FALSE	high	reversed	gihejezünk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	gyihegzik / gyihegezik	-0.325422400434628	János imád gyihegezni, ezért sokat gyihegzik. Ti ritkán...	gyihegzetek	gyihegeztek	2	tek	2	43	FALSE	TRUE	high	reversed	gyihegzetek
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	klehénylik / klehényezik	0.32542240043462795	János imád klehényezni, ezért sokat klehénylik. Ti ritkán...	klehényletek	klehényeztek	2	tek	2	19	FALSE	FALSE	high	reversed	klehényletek
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	köszlik / köszözik	-0.3483066942682157	János imád köszözni, ezért sokat köszlik. Ti ritkán...	köszlötök	köszöztök	1	tek	2	45	FALSE	TRUE	high	reversed	köszlötök
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	kűdlik / kűdözik	0.7985076962177716	János imád kűdözni, ezért sokat kűdlik. Ők ritkán...	kűdlenek	kűdöznek	1	nek	2	3	TRUE	FALSE	high	reversed	kűdöznek
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	lájzik / lájozik	0.4353180712578455	János imád lájozni, ezért sokat lájzik. Ti ritkán...	lájzotok	lájoztok	1	tek	2	15	TRUE	FALSE	high	reversed	lájoztok
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	lűklik / lűközik	-0.2876820724517809	János imád lűközni, ezért sokat lűklik. Ők ritkán...	lűklenek	lűköznek	1	nek	2	41	FALSE	TRUE	high	reversed	lűklenek
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	mágamlik / mágamozik	0.5877866649021191	János imád mágamozni, ezért sokat mágamlik. Mi ritkán...	mágamlunk	mágamozunk	2	ünk	2	9	TRUE	FALSE	high	reversed	mágamozunk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	molszik / molodik	0.8938178760220965	János imád molodni, ezért sokat molszik. Ti ritkán...	molszotok	molodtok	1	tek	2	2	TRUE	FALSE	high	reversed	molodtok
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	mülőrzik / mülőrözik	0.28768207245178085	János imád mülőrözni, ezért sokat mülőrzik. Mi ritkán...	mülőrzünk	mülőrözünk	2	ünk	2	20	FALSE	FALSE	high	reversed	mülőrzünk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	nyivágzik / nyivágozik	0.965080896043587	János imád nyivágozni, ezért sokat nyivágzik. Mi ritkán...	nyivágzunk	nyivágozunk	2	ünk	2	1	TRUE	FALSE	high	reversed	nyivágozunk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	nyürzik / nyürözik	-0.06453852113757118	János imád nyürözni, ezért sokat nyürzik. Ők ritkán...	nyürzenek	nyüröznek	1	nek	2	34	FALSE	FALSE	high	reversed	nyürzenek
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	pilégszik / pilégedik	0.6418538861723947	János imád pilégedni, ezért sokat pilégszik. Ők ritkán...	pilégszenek	pilégednek	2	nek	2	7	TRUE	FALSE	high	reversed	pilégednek
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	poslik / posozik	0.7419373447293773	János imád posozni, ezért sokat poslik. Ti ritkán...	poslotok	posoztok	1	tek	2	5	TRUE	FALSE	high	reversed	posoztok
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	pragánylik / pragányozik	0	János imád pragányozni, ezért sokat pragánylik. Ti ritkán...	pragánylotok	pragányoztok	2	tek	2	31	FALSE	FALSE	high	reversed	pragánylotok
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	prélemlik / prélemezik	0.20763936477824457	János imád prélemezni, ezért sokat prélemlik. Ők ritkán...	prélemlenek	prélemeznek	2	nek	2	22	FALSE	FALSE	high	reversed	prélemlenek
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	privékszik / privékedik	0.06899287148695142	János imád privékedni, ezért sokat privékszik. Ők ritkán...	privékszenek	privékednek	2	nek	2	28	FALSE	FALSE	high	reversed	privékszenek
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	prögzik / prögözik	-0.6418538861723948	János imád prögözni, ezért sokat prögzik. Ti ritkán...	prögzötök	prögöztök	1	tek	2	51	FALSE	TRUE	high	reversed	prögzötök
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	püzlik / püzözik	-0.06899287148695143	János imád püzözni, ezért sokat püzlik. Ti ritkán...	püzlötök	püzöztök	1	tek	2	36	FALSE	FALSE	high	reversed	püzlötök
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	spibeglik / spibegezik	0.5978370007556204	János imád spibegezni, ezért sokat spibeglik. Mi ritkán...	spibeglünk	spibegezünk	2	ünk	2	8	TRUE	FALSE	high	reversed	spibegezünk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	spiharzik / spiharozik	-0.5978370007556204	János imád spiharozni, ezért sokat spiharzik. Ti ritkán...	spiharzotok	spiharoztok	2	tek	2	50	FALSE	TRUE	high	reversed	spiharzotok
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	spiráglik / spirágozik	-0.2876820724517809	János imád spirágozni, ezért sokat spiráglik. Ti ritkán...	spiráglotok	spirágoztok	2	tek	2	42	FALSE	TRUE	high	reversed	spiráglotok
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	sprozlik / sprozozik	0.14310084364067324	János imád sprozozni, ezért sokat sprozlik. Ők ritkán...	sprozlanak	sprozoznak	1	nek	2	25	FALSE	FALSE	high	reversed	sprozlanak
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	sprudlik / sprudozik	-0.2076393647782445	János imád sprudozni, ezért sokat sprudlik. Mi ritkán...	sprudlunk	sprudozunk	1	ünk	2	40	FALSE	TRUE	high	reversed	sprudlunk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	sprűrlik / sprűrözik	0.1941560144409574	János imád sprűrözni, ezért sokat sprűrlik. Ők ritkán...	sprűrlenek	sprűröznek	1	nek	2	24	FALSE	FALSE	high	reversed	sprűrlenek
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	spügzik / spügözik	0.4595323293784402	János imád spügözni, ezért sokat spügzik. Mi ritkán...	spügzünk	spügözünk	1	ünk	2	13	TRUE	FALSE	high	reversed	spügözünk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	triklik / trikozik	0.5877866649021191	János imád trikozni, ezért sokat triklik. Ti ritkán...	triklotok	trikoztok	1	tek	2	10	TRUE	FALSE	high	reversed	trikoztok
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	trivakszik / trivakodik	0	János imád trivakodni, ezért sokat trivakszik. Mi ritkán...	trivakszunk	trivakodunk	2	ünk	2	32	FALSE	FALSE	high	reversed	trivakszunk
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	trugoklik / trugokozik	0.14310084364067324	János imád trugokozni, ezért sokat trugoklik. Ők ritkán...	trugoklanak	trugokoznak	2	nek	2	26	FALSE	FALSE	high	reversed	trugoklanak
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	trugzik / trugozik	-0.4595323293784402	János imád trugozni, ezért sokat trugzik. Ők ritkán...	trugzanak	trugoznak	1	nek	2	48	FALSE	TRUE	high	reversed	trugzanak
cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	4	virzik / virozik	0	János imád virozni, ezért sokat virzik. Ők ritkán...	virzanak	viroznak	1	nek	2	33	FALSE	FALSE	high	reversed	virzanak
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	branylik / branyozik	0.32542240043462795	János imád branyozni, ezért sokat branylik. Ők ritkán...	branylanak	branyoznak	1	nek	2	17	FALSE	FALSE	high	typical	branylanak
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	bratárzik / bratározik	-1.2992829841302609	János imád bratározni, ezért sokat bratárzik. Ők ritkán...	bratárzanak	bratároznak	2	nek	2	54	FALSE	TRUE	high	typical	bratároznak
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	brivaklik / brivakozik	-0.2076393647782445	János imád brivakozni, ezért sokat brivaklik. Ti ritkán...	brivaklotok	brivakoztok	2	tek	2	39	FALSE	FALSE	high	typical	brivaklotok
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	brözlik / brözözik	0.06899287148695142	János imád brözözni, ezért sokat brözlik. Ti ritkán...	brözlötök	brözöztök	1	tek	2	27	FALSE	FALSE	high	typical	brözlötök
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	brülöslik / brülösözik	-0.06899287148695143	János imád brülösözni, ezért sokat brülöslik. Mi ritkán...	brülöslünk	brülösözünk	2	ünk	2	35	FALSE	FALSE	high	typical	brülöslünk
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	csibagzik / csibagozik	-0.7985076962177716	János imád csibagozni, ezért sokat csibagzik. Ti ritkán...	csibagzotok	csibagoztok	2	tek	2	52	FALSE	TRUE	high	typical	csibagoztok
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	csubzik / csubozik	0.7419373447293773	János imád csubozni, ezért sokat csubzik. Mi ritkán...	csubzunk	csubozunk	1	ünk	2	4	TRUE	FALSE	high	typical	csubzunk
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	dabzik / dabozik	-0.1941560144409575	János imád dabozni, ezért sokat dabzik. Ti ritkán...	dabzotok	daboztok	1	tek	2	38	FALSE	FALSE	high	typical	dabzotok
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	dárakszik / dárakodik	0.06453852113757116	János imád dárakodni, ezért sokat dárakszik. Mi ritkán...	dárakszunk	dárakodunk	2	ünk	2	29	FALSE	FALSE	high	typical	dárakszunk
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	dilaklik / dilakozik	-0.4595323293784402	János imád dilakozni, ezért sokat dilaklik. Ti ritkán...	dilaklotok	dilakoztok	2	tek	2	47	FALSE	TRUE	high	typical	dilakoztok
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	dirlik / dirozik	0	János imád dirozni, ezért sokat dirlik. Ti ritkán...	dirlotok	diroztok	1	tek	2	30	FALSE	FALSE	high	typical	dirlotok
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	drilarzik / drilarozik	-0.4353180712578455	János imád drilarozni, ezért sokat drilarzik. Mi ritkán...	drilarzunk	drilarozunk	2	ünk	2	46	FALSE	TRUE	high	typical	drilarozunk
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	drűrzik / drűrözik	-0.3483066942682157	János imád drűrözni, ezért sokat drűrzik. Ők ritkán...	drűrzenek	drűröznek	1	nek	2	44	FALSE	TRUE	high	typical	drűröznek
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	dujzik / dujozik	0.3483066942682158	János imád dujozni, ezért sokat dujzik. Ők ritkán...	dujzanak	dujoznak	1	nek	2	16	FALSE	FALSE	high	typical	dujzanak
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	flemlik / flemezik	-0.5978370007556204	János imád flemezni, ezért sokat flemlik. Mi ritkán...	flemlünk	flemezünk	1	ünk	2	49	FALSE	TRUE	high	typical	flemezünk
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	flöklik / flöközik	-0.1431008436406733	János imád flöközni, ezért sokat flöklik. Ti ritkán...	flöklötök	flököztök	1	tek	2	37	FALSE	FALSE	high	typical	flöklötök
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	flűgzik / flűgözik	0.32542240043462795	János imád flűgözni, ezért sokat flűgzik. Mi ritkán...	flűgzünk	flűgözünk	1	ünk	2	18	FALSE	FALSE	high	typical	flűgzünk
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	flüröklik / flüröközik	0.1941560144409574	János imád flüröközni, ezért sokat flüröklik. Ti ritkán...	flüröklötök	flürököztök	2	tek	2	23	FALSE	FALSE	high	typical	flüröklötök
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	fökszik / föködik	0.6418538861723947	János imád föködni, ezért sokat fökszik. Ők ritkán...	fökszenek	föködnek	1	nek	2	6	TRUE	FALSE	high	typical	fökszenek
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	fraklik / frakozik	0.20763936477824457	János imád frakozni, ezért sokat fraklik. Mi ritkán...	fraklunk	frakozunk	1	ünk	2	21	FALSE	FALSE	high	typical	fraklunk
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	frálapszik / frálapodik	0.4353180712578455	János imád frálapodni, ezért sokat frálapszik. Ti ritkán...	frálapszotok	frálapodtok	2	tek	2	14	TRUE	FALSE	high	typical	frálapszotok
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	frálaslik / frálasozik	0.4595323293784402	János imád frálasozni, ezért sokat frálaslik. Ők ritkán...	frálaslanak	frálasoznak	2	nek	2	12	TRUE	FALSE	high	typical	frálaslanak
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	fröjzik / fröjözik	-0.8938178760220964	János imád fröjözni, ezért sokat fröjzik. Ti ritkán...	fröjzötök	fröjöztök	1	tek	2	53	FALSE	TRUE	high	typical	fröjöztök
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	gihejlik / gihejezik	0.49247648509779424	János imád gihejezni, ezért sokat gihejlik. Mi ritkán...	gihejlünk	gihejezünk	2	ünk	2	11	TRUE	FALSE	high	typical	gihejlünk
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	gyihegzik / gyihegezik	-0.325422400434628	János imád gyihegezni, ezért sokat gyihegzik. Ti ritkán...	gyihegzetek	gyihegeztek	2	tek	2	43	FALSE	TRUE	high	typical	gyihegeztek
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	klehénylik / klehényezik	0.32542240043462795	János imád klehényezni, ezért sokat klehénylik. Ti ritkán...	klehényletek	klehényeztek	2	tek	2	19	FALSE	FALSE	high	typical	klehényletek
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	köszlik / köszözik	-0.3483066942682157	János imád köszözni, ezért sokat köszlik. Ti ritkán...	köszlötök	köszöztök	1	tek	2	45	FALSE	TRUE	high	typical	köszöztök
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	kűdlik / kűdözik	0.7985076962177716	János imád kűdözni, ezért sokat kűdlik. Ők ritkán...	kűdlenek	kűdöznek	1	nek	2	3	TRUE	FALSE	high	typical	kűdlenek
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	lájzik / lájozik	0.4353180712578455	János imád lájozni, ezért sokat lájzik. Ti ritkán...	lájzotok	lájoztok	1	tek	2	15	TRUE	FALSE	high	typical	lájzotok
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	lűklik / lűközik	-0.2876820724517809	János imád lűközni, ezért sokat lűklik. Ők ritkán...	lűklenek	lűköznek	1	nek	2	41	FALSE	TRUE	high	typical	lűköznek
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	mágamlik / mágamozik	0.5877866649021191	János imád mágamozni, ezért sokat mágamlik. Mi ritkán...	mágamlunk	mágamozunk	2	ünk	2	9	TRUE	FALSE	high	typical	mágamlunk
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	molszik / molodik	0.8938178760220965	János imád molodni, ezért sokat molszik. Ti ritkán...	molszotok	molodtok	1	tek	2	2	TRUE	FALSE	high	typical	molszotok
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	mülőrzik / mülőrözik	0.28768207245178085	János imád mülőrözni, ezért sokat mülőrzik. Mi ritkán...	mülőrzünk	mülőrözünk	2	ünk	2	20	FALSE	FALSE	high	typical	mülőrzünk
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	nyivágzik / nyivágozik	0.965080896043587	János imád nyivágozni, ezért sokat nyivágzik. Mi ritkán...	nyivágzunk	nyivágozunk	2	ünk	2	1	TRUE	FALSE	high	typical	nyivágzunk
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	nyürzik / nyürözik	-0.06453852113757118	János imád nyürözni, ezért sokat nyürzik. Ők ritkán...	nyürzenek	nyüröznek	1	nek	2	34	FALSE	FALSE	high	typical	nyürzenek
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	pilégszik / pilégedik	0.6418538861723947	János imád pilégedni, ezért sokat pilégszik. Ők ritkán...	pilégszenek	pilégednek	2	nek	2	7	TRUE	FALSE	high	typical	pilégszenek
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	poslik / posozik	0.7419373447293773	János imád posozni, ezért sokat poslik. Ti ritkán...	poslotok	posoztok	1	tek	2	5	TRUE	FALSE	high	typical	poslotok
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	pragánylik / pragányozik	0	János imád pragányozni, ezért sokat pragánylik. Ti ritkán...	pragánylotok	pragányoztok	2	tek	2	31	FALSE	FALSE	high	typical	pragánylotok
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	prélemlik / prélemezik	0.20763936477824457	János imád prélemezni, ezért sokat prélemlik. Ők ritkán...	prélemlenek	prélemeznek	2	nek	2	22	FALSE	FALSE	high	typical	prélemlenek
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	privékszik / privékedik	0.06899287148695142	János imád privékedni, ezért sokat privékszik. Ők ritkán...	privékszenek	privékednek	2	nek	2	28	FALSE	FALSE	high	typical	privékszenek
cselekszenek_2_high_typical	cselekszenek/cselekednek	6	5	prögzik / prögözik	-0.6418538861723948	János imád prögözni, ezért sokat prögzik. Ti ritkán...	prögzötök	prögöztök	1	tek	2	51	FALSE	TRUE	high	typical	prögöztök
