"word";"lemma";"freq";"lemmafreq";"syllable_count";"analysis";"pos";"cv_skeleton"
"matekra";"matek";"36";"2209";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"motelnél";"motel";"36";"1007";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"pollenre";"pollen";"36";"1535";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"tájképbe";"tájkép";"36";"3743";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"mágnesnek";"mágnes";"35";"2419";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"modernnek";"modern";"35";"68239";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvcccvc"
"Konventbe";"konvent";"34";"4400";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvcccv"
"farmernek";"farmer";"34";"4325";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Carmennek";"Carmen";"34";"1095";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"buszjegyre";"buszjegy";"34";"370";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Mártélyra";"Mártély";"34";"628";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Zsámbéknak";"Zsámbék";"34";"2437";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvccvc"
"hárembe";"hárem";"33";"716";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"Badenben";"Baden";"33";"165";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"lakbérben";"lakbér";"33";"2911";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"raszterben";"raszter";"33";"1042";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Róbertre";"Róbert";"33";"13131";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvcccv"
"Svábhegyre";"Svábhegy";"33";"291";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvccvccv"
"borbélynak";"borbély";"32";"3280";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"szolfézsra";"szolfézs";"32";"563";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"fazékra";"fazék";"32";"2918";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"koktélnak";"koktél";"32";"2682";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"módszerbe";"módszer";"32";"160008";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"rajthelyre";"rajthely";"32";"363";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvccv"
"tájképnek";"tájkép";"31";"3743";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"lábfejnek";"lábfej";"31";"2671";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"napszélnek";"napszél";"31";"365";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"fotelre";"fotel";"31";"4078";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"kábelbe";"kábel";"31";"10094";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"moslékban";"moslék";"31";"937";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"tápszerben";"tápszer";"31";"2193";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"dzsungelnek";"dzsungel";"30";"3128";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvccvc"
"Honvédnál";"honvéd";"30";"7957";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"jólétbe";"jólét";"30";"10658";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"porszemnek";"porszem";"30";"1251";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"rubelre";"rubel";"30";"757";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"tájképre";"tájkép";"30";"3743";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"slágerben";"sláger";"30";"5629";"3";"NOUN<CAS<INE>>";"NOUN";"ccvcvccvc"
"koncertbe";"koncert";"29";"32356";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvcccv"
"hátvédnek";"hátvéd";"29";"568";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"farmerba";"farmer";"29";"4325";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"noteszba";"notesz";"29";"929";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"számjegynek";"számjegy";"29";"4834";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Hotelnél";"hotel";"28";"12528";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"mundérban";"mundér";"28";"391";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"lakrészre";"lakrész";"28";"1257";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Malévnak";"Malév";"28";"2627";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Wagnernek";"Wagner";"28";"2160";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Zsótérnak";"Zsótér";"28";"730";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvcvccvc"
"húsvétban";"húsvét";"27";"9116";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"groteszknek";"groteszk";"27";"3649";"3";"ADJ<CAS<DAT>>";"ADJ";"ccvcvcccvc"
"konzervnek";"konzerv";"27";"2265";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"noteszbe";"notesz";"27";"929";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"fráternek";"fráter";"27";"1380";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvcvccvc"
"hajléknak";"hajlék";"27";"3140";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"hangnemnek";"hangnem";"27";"5591";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvccvc"
"Kázmérnak";"Kázmér";"27";"1238";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"maszekban";"maszek";"27";"694";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"pótléknál";"pótlék";"27";"16182";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"tájképben";"tájkép";"27";"3743";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Taskentben";"Taskent";"27";"89";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvcccvc"
"brókernél";"bróker";"26";"2695";"3";"NOUN<CAS<ADE>>";"NOUN";"ccvcvccvc"
"farmerbe";"farmer";"26";"4325";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"Carmenre";"Carmen";"26";"1095";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"hangszerbe";"hangszer";"26";"12937";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvccv"
"Kasselban";"Kassel";"26";"93";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"koleszben";"kolesz";"26";"683";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"Lutherre";"Luther";"26";"4745";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Mózesben";"Mózes";"26";"10385";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"parkettra";"parkett";"26";"620";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"balettre";"balett";"26";"3098";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvcccv"
"zártkertben";"zártkert";"25";"916";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvcccvc"
"farzsebben";"farzseb";"25";"189";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"gaztettre";"gaztett";"25";"777";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"hangnembe";"hangnem";"25";"5591";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvccv"
"pufferben";"puffer";"25";"505";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"jórészben";"jórész";"24";"670";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"Baselban";"Basel";"24";"254";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"jogelvnek";"jogelv";"24";"623";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvcccvc"
"pufferbe";"puffer";"24";"505";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"tanrendnek";"tanrend";"24";"2414";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"Walesbe";"Wales";"24";"650";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"mágnesre";"mágnes";"23";"2419";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"panelnek";"panel";"23";"6563";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"páternek";"páter";"23";"1071";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"pórnépnek";"pórnép";"23";"188";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"balettra";"balett";"23";"3098";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvcccv"
"rockernek";"rocker";"23";"555";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"rubelben";"rubel";"22";"757";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"csapszékbe";"csapszék";"22";"213";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"harcrendbe";"harcrend";"22";"229";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvcccv"
"Honvédba";"honvéd";"22";"7957";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"kartellbe";"kartell";"22";"491";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvcccv"
"karszékbe";"karszék";"22";"204";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"lakrészbe";"lakrész";"22";"1257";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"Malévnél";"Malév";"22";"2627";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"szaknyelvre";"szaknyelv";"22";"3479";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"vadlesre";"vadles";"22";"121";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"rajtjelre";"rajtjel";"22";"153";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvccv"
"kofferben";"koffer";"22";"552";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"rulettben";"rulett";"21";"438";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"tanévnél";"tanév";"21";"39284";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"tányérnak";"tányér";"21";"7677";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Konventre";"konvent";"21";"4400";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"havernek";"haver";"21";"9709";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"tápszernek";"tápszer";"21";"2193";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"baleknek";"balek";"21";"1017";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"háttérnél";"háttér";"21";"74338";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"noteszben";"notesz";"21";"929";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"burleszkbe";"burleszk";"21";"323";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvcccv"
"makettnek";"makett";"21";"2833";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvcccvc"
"várkertbe";"várkert";"20";"386";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvcccv"
"lapszélre";"lapszél";"20";"162";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"slágerre";"sláger";"20";"5629";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvcvccv"
"kartellnek";"kartell";"20";"491";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"Doverben";"Dover";"20";"146";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"gaztettnek";"gaztett";"20";"777";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"Gundelben";"Gundel";"20";"472";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Kornélra";"Kornél";"20";"3557";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Macbethben";"Macbeth";"20";"632";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvcccvc"
"Marcellnek";"Marcell";"20";"1100";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"modemnek";"modem";"20";"4475";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Nobelnek";"Nobel";"20";"1277";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"páncélra";"páncél";"20";"3125";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"sorrendnél";"sorrend";"20";"34853";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvcccvc"
"zsakettben";"zsakett";"20";"103";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"Balettnél";"balett";"19";"3098";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvcccvc"
"mosléknak";"moslék";"19";"937";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"modernben";"modern";"19";"68239";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"táncrendben";"táncrend";"19";"242";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvcccvc"
"vátesznek";"vátesz";"19";"344";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Carmenben";"Carmen";"19";"1095";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"csapszékben";"csapszék";"19";"213";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"fotelnek";"fotel";"19";"4078";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"gallérra";"gallér";"19";"2082";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"hangszerben";"hangszer";"19";"12937";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvccvc"
"kommersznek";"kommersz";"19";"1268";"3";"ADJ<CAS<DAT>>";"ADJ";"cvccvcccvc"
"konkrétra";"konkrét";"19";"79690";"3";"ADJ<CAS<SBL>>";"ADJ";"cvcccvccv"
"Kornélban";"Kornél";"19";"3557";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"láncszemre";"láncszem";"19";"2553";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"lófejnél";"lófej";"19";"260";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"makettre";"makett";"19";"2833";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvcccv"
"számjegynél";"számjegy";"19";"4834";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"szkanderben";"szkander";"19";"77";"3";"NOUN<CAS<INE>>";"NOUN";"ccvccvccvc"
"szovjetnek";"szovjet";"18";"27614";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"groteszkre";"groteszk";"18";"3649";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvcvcccv"
"noteszban";"notesz";"18";"929";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"fotelra";"fotel";"18";"4078";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"gyógyhelynek";"gyógyhely";"18";"430";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"hadtestbe";"hadtest";"18";"1814";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvcccv"
"hátszélbe";"hátszél";"18";"732";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"kádernek";"káder";"18";"1249";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Kármelbe";"Kármel";"18";"173";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"manézsban";"manézs";"18";"103";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"poszterre";"poszter";"18";"2117";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"jótettre";"jótett";"17";"1116";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvcccv"
"partnerbe";"partner";"17";"114379";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvccv"
"bankjegyben";"bankjegy";"17";"3282";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvccvc"
"Bázelbe";"Bázel";"17";"313";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"Cannesban";"Cannes";"17";"140";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"kofferban";"koffer";"17";"552";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"lágyékban";"lágyék";"17";"303";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"napévnél";"napév";"17";"95";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"pluszpénzre";"pluszpénz";"17";"415";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvccvcccv"
"Tajpejben";"Tajpej";"17";"91";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"tandemben";"tandem";"17";"509";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"táppénznek";"táppénz";"17";"7820";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"nagyhétre";"nagyhét";"16";"660";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"maszeknál";"maszek";"16";"694";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"farmerre";"farmer";"16";"4325";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"szándékba";"szándék";"16";"79750";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"tyúkszemre";"tyúkszem";"16";"310";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Gangeszbe";"Gangesz";"16";"481";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"hadtestben";"hadtest";"16";"1814";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvcccvc"
"holttérben";"holttér";"16";"244";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvccvc"
"holdévben";"holdév";"16";"121";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Kasselben";"Kassel";"16";"93";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Luthernél";"Luther";"16";"4745";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"matekban";"matek";"16";"2209";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"motelba";"motel";"16";"1007";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"nyughelyre";"nyughely";"16";"743";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"rajthelynél";"rajthely";"16";"363";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcccvccvc"
"suszternak";"suszter";"16";"539";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"tanévbe";"tanév";"16";"39284";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"zsombékra";"zsombék";"16";"273";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Dzsungelba";"dzsungel";"15";"3128";"3";"NOUN<CAS<ILL>>";"NOUN";"ccvccvccv"
"Skanzenba";"skanzen";"15";"1005";"3";"NOUN<CAS<ILL>>";"NOUN";"ccvccvccv"
"konzervben";"konzerv";"15";"2265";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvcccvc"
"holdfénybe";"holdfény";"15";"1150";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvccv"
"koncertnél";"koncert";"15";"32356";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvcccvc"
"makettben";"makett";"15";"2833";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"Baselbe";"Basel";"15";"254";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"Gangeszben";"Gangesz";"15";"481";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Gallenben";"Gallen";"15";"62";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"házrészben";"házrész";"15";"594";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"jókedvbe";"jókedv";"15";"5987";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvcccv"
"kommerszben";"kommersz";"15";"1268";"3";"ADJ<CAS<INE>>";"ADJ";"cvccvcccvc"
"Malévnek";"Malév";"15";"2627";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Schubertnek";"Schubert";"15";"988";"3";"NOUN<CAS<DAT>>";"NOUN";"cccvcvcccvc"
"tantervnél";"tanterv";"15";"35553";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvcccvc"
"Wagnernél";"Wagner";"15";"2160";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"sumérban";"sumér";"14";"980";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"gallérba";"gallér";"14";"2082";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"barterben";"barter";"14";"239";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"fazéknak";"fazék";"14";"2918";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"pókerben";"póker";"14";"264";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"babszemre";"babszem";"14";"401";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"bunkerba";"bunker";"14";"898";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"Doverbe";"Dover";"14";"146";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"falrészre";"falrész";"14";"222";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"farmerra";"farmer";"14";"4325";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"fanyélre";"fanyél";"14";"51";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"fogkrémre";"fogkrém";"14";"1033";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvccv"
"Harlemben";"Harlem";"14";"149";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"harcrendben";"harcrend";"14";"229";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvcccvc"
"hússzékben";"hússzék";"14";"40";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"jótettnek";"jótett";"14";"1116";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvcccvc"
"karéjba";"karéj";"14";"703";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"Koblenzben";"Koblenz";"14";"52";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvcccvc"
"kofferbe";"koffer";"14";"552";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"kráterre";"kráter";"14";"2416";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvcvccv"
"lágernek";"láger";"14";"2278";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"lakrésznek";"lakrész";"14";"1257";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"nyombélbe";"nyombél";"14";"133";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"ruténnak";"rutén";"14";"502";"3";"ADJ<CAS<DAT>>";"ADJ";"cvcvccvc"
"napszélben";"napszél";"13";"365";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"nagyhétnek";"nagyhét";"13";"660";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"kóklernek";"kókler";"13";"250";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"drukkernek";"drukker";"13";"1473";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvccvc"
"fogkrémnek";"fogkrém";"13";"1033";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvccvc"
"hátszélre";"hátszél";"13";"732";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"holttestbe";"holttest";"13";"6351";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvcccv"
"Hórebnél";"Hóreb";"13";"156";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"jótettben";"jótett";"13";"1116";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"jólétnél";"jólét";"13";"10658";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"kvártélyra";"kvártély";"13";"171";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvccvccv"
"Luthernak";"Luther";"13";"4745";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"modernbe";"modern";"13";"68239";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvcccv"
"norvégra";"norvég";"13";"5331";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"pamfletnek";"pamflet";"13";"372";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvccvc"
"rosszkedvre";"rosszkedv";"13";"900";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvcccv"
"ruténnak";"rutén";"13";"502";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"suszternek";"suszter";"13";"539";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"tájéknak";"tájék";"13";"3259";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"balettban";"balett";"12";"3098";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"hadtestnél";"hadtest";"12";"1814";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvcccvc"
"kráternél";"kráter";"12";"2416";"3";"NOUN<CAS<ADE>>";"NOUN";"ccvcvccvc"
"lábfejnél";"lábfej";"12";"2671";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"kvartettnek";"kvartett";"12";"827";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvcccvc"
"várnépnek";"várnép";"12";"133";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"baggernek";"bagger";"12";"30";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Bábelnek";"Bábel";"12";"831";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"bankjegynek";"bankjegy";"12";"3282";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvccvc"
"bordélyra";"bordély";"12";"723";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"csúcsszervnek";"csúcsszerv";"12";"241";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"flaszterra";"flaszter";"12";"292";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvccvccv"
"Gangesznek";"Gangesz";"12";"481";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"gallérban";"gallér";"12";"2082";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"holttestben";"holttest";"12";"6351";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvcccvc"
