a_form	a_freq	lemma	lemma_freq	corpus_size	xpostag	e_form	e_freq	a_e_odds	a_e_log_odds
makettnak	13	makett	42231	8570080167	[/N][Dat]	makettnek	319	0.04375	-3.1292636661785136
pajesznak	13	pajesz	1346	8570080167	[/N][Dat]	pajesznek	1	7	1.9459101490553132
páternak	13	páter	9880	8570080167	[/N][Dat]	páternek	221	0.06306306306306306	-2.763620052257021
szuszékban	13	szuszék	488	8570080167	[/N][Ine]	szuszékben	1	7	1.9459101490553132
bakternál	12	bakter	4460	8570080167	[/N][Ade]	bakternél	8	1.4444444444444444	0.36772478012531734
bojlerra	12	bojler	25309	8570080167	[/N][Subl]	bojlerre	295	0.04391891891891892	-3.125410096862524
bojlerra	12	bojler	25309	8570080167	[/N][Subl]	boylerre	5	2.1666666666666665	0.7731898882334817
duettban	12	duett	25938	8570080167	[/N][Ine]	duettben	2190	0.005933363760839799	-5.12716398213393
faterban	12	fater	15751	8570080167	[/N][Ine]	faterben	9	1.3	0.26236426446749106
karcerban	12	karcer	215	8570080167	[/N][Ine]	karcerben	21	0.5909090909090909	-0.5260930958967791
konventba	12	konvent	11736	8570080167	[/N][Ill]	konventbe	104	0.12380952380952381	-2.089010992695987
konventnak	12	konvent	11736	8570080167	[/N][Dat]	konventnek	562	0.023090586145648313	-3.768330270678154
krapekra	12	krapek	1655	8570080167	[/N][Subl]	krapekre	2	4.333333333333333	1.466337068793427
krokettban	12	krokett	3075	8570080167	[/N][Ine]	krokettben	9	1.3	0.26236426446749106
kráternál	12	kráter	30791	8570080167	[/N][Ade]	kráternél	231	0.05603448275862069	-2.881788014204773
maszekra	12	maszek	9770	8570080167	[/N][Subl]	maszekre	2	4.333333333333333	1.466337068793427
muterra	12	muter	2713	8570080167	[/N][Subl]	muterre	2	4.333333333333333	1.466337068793427
patentnál	12	patent	16682	8570080167	[/N][Ade]	patentnél	13	0.9285714285714286	-0.07410797215372185
púderban	12	púder	19636	8570080167	[/N][Ine]	púderben	77	0.16666666666666666	-1.791759469228055
sumerra	12	sumer	9716	8570080167	[/N][Subl]	sumerre	9	1.3	0.26236426446749106
bohémban	11	bohém	24956	8570080167	[/N][Ine]	bohémben	5	2	0.6931471805599453
ganéjra	11	ganéj	947	8570080167	[/N][Subl]	ganéjre	2	4	1.3862943611198906
kukkerban	11	kukker	1077	8570080167	[/N][Ine]	kukkerben	38	0.3076923076923077	-1.1786549963416462
kóklernak	11	kókler	7297	8570080167	[/N][Dat]	kóklernek	310	0.03858520900321544	-3.2548862623912336
mopedra	11	moped	6981	8570080167	[/N][Subl]	mopedre	234	0.05106382978723404	-2.9746788643561586
poszternak	11	poszter	49599	8570080167	[/N][Dat]	poszternek	504	0.023762376237623763	-3.7396517794873594
bohémra	10	bohém	24956	8570080167	[/N][Subl]	bohémre	10	1	0
haverba	10	haver	165801	8570080167	[/N][Ill]	haverbe	15	0.6875	-0.3746934494414107
kvartettnál	10	kvartett	26413	8570080167	[/N][Ade]	kvartettnél	28	0.3793103448275862	-0.9694005571881036
modellban	10	modell	1509359	8570080167	[/N][Ine]	modellben	31805	3.4584669559202665e-4	-7.96951495741749
pajesznál	10	pajesz	1346	8570080167	[/N][Ade]	pajesznél	1	5.5	1.7047480922384253
rulettban	10	rulett	8587	8570080167	[/N][Ine]	rulettben	345	0.031791907514450865	-3.4485435022593536
zacsekban	10	zacsek	392	8570080167	[/N][Ine]	zacsekben	4	2.2	0.7884573603642703
bakterra	9	bakter	4460	8570080167	[/N][Subl]	bakterre	10	0.9090909090909091	-0.0953101798043249
falzettban	9	falzett	591	8570080167	[/N][Ine]	falzettben	55	0.17857142857142858	-1.7227665977411035
flanelba	9	flanel	1947	8570080167	[/N][Ill]	flanelbe	6	1.4285714285714286	0.3566749439387324
hardverban	9	hardver	133417	8570080167	[/N][Ine]	hardverben	1295	0.007716049382716049	-4.864452783918175
kvartettban	9	kvartett	26413	8570080167	[/N][Ine]	kvartettben	1714	0.0058309037900874635	-5.144583266605995
kádernál	9	káder	8956	8570080167	[/N][Ade]	kádernél	11	0.8333333333333334	-0.1823215567939546
motelnál	9	motel	13960	8570080167	[/N][Ade]	motelnél	120	0.08264462809917356	-2.4932054526026954
rollernak	9	roller	22986	8570080167	[/N][Dat]	rollernek	201	0.04950495049504951	-3.005682604407159
sakternak	9	sakter	814	8570080167	[/N][Dat]	sakternek	17	0.5555555555555556	-0.587786664902119
stukkernak	9	stukker	2693	8570080167	[/N][Dat]	stukkernek	33	0.29411764705882354	-1.2237754316221157
suszternál	9	suszter	6878	8570080167	[/N][Ade]	suszternél	41	0.23809523809523808	-1.4350845252893227
zsánerban	9	zsáner	16709	8570080167	[/N][Ine]	zsánerben	1267	0.007886435331230283	-4.842611042003125
adventba	8	advent	81081	8570080167	[/N][Ill]	adventbe	69	0.12857142857142856	-2.05127066471314
ankétban	8	ankét	10005	8570080167	[/N][Ine]	ankétben	3	2.25	0.8109302162163288
falzettba	8	falzett	591	8570080167	[/N][Ill]	falzettbe	25	0.34615384615384615	-1.0608719606852628
hardverra	8	hardver	133417	8570080167	[/N][Subl]	hardverre	2883	0.0031206657420249652	-5.76970892106862
koffernak	8	koffer	7809	8570080167	[/N][Dat]	koffernek	32	0.2727272727272727	-1.2992829841302609
konventban	8	konvent	11736	8570080167	[/N][Ine]	konventben	430	0.02088167053364269	-3.8688835127675283
kráternak	8	kráter	30791	8570080167	[/N][Dat]	kráternek	207	0.04326923076923077	-3.1403135023650988
kábelnál	8	kábel	287412	8570080167	[/N][Ade]	kábelnél	1475	0.006097560975609756	-5.099866427824199
notesznak	8	notesz	13921	8570080167	[/N][Dat]	notesznek	69	0.12857142857142856	-2.05127066471314
oszétban	8	oszét	1893	8570080167	[/Adj][Ine]	oszétben	10	0.8181818181818182	-0.2006706954621511
partnernál	8	partner	1270201	8570080167	[/N][Ade]	partnernél	3441	0.0026147588611272515	-5.946583399435266
pasztellra	8	pasztell	22351	8570080167	[/N][Subl]	pasztellre	49	0.18	-1.7147984280919266
skanzennak	8	skanzen	26458	8570080167	[/N][Dat]	skanzennek	242	0.037037037037037035	-3.295836866004329
slágernak	8	sláger	155508	8570080167	[/N][Dat]	slágernek	1835	0.004901960784313725	-5.318119993844216
sorrendban	8	sorrend	422307	8570080167	[/N][Ine]	sorrendben	155008	5.8061144836751417e-5	-9.754013881395615
sparhertban	8	sparhert	373	8570080167	[/N][Ine]	sparhertben	16	0.5294117647058824	-0.6359887667199967
traverzban	8	traverz	1380	8570080167	[/N][Ine]	traverzben	33	0.2647058823529412	-1.329135947279942
cocktailnak	7	koktél	70915	8570080167	[/N][Dat]	koktélnek	7	1	0
makettba	7	makett	42231	8570080167	[/N][Ill]	makettbe	59	0.13333333333333333	-2.0149030205422647
modemba	7	modem	54652	8570080167	[/N][Ill]	modembe	380	0.02099737532808399	-3.863357833446865
motelnak	7	motel	13960	8570080167	[/N][Dat]	motelnek	168	0.047337278106508875	-3.0504571732432377
pakettra	7	pakett	2400	8570080167	[/N][Subl]	pakettre	41	0.19047619047619047	-1.6582280766035324
parkettnak	7	parkett	12893	8570080167	[/N][Dat]	parkettnek	18	0.42105263157894735	-0.8649974374866046
pasztellban	7	pasztell	22351	8570080167	[/N][Ine]	pasztellben	157	0.05063291139240506	-2.9831534913471307
pufferra	7	puffer	21029	8570080167	[/N][Subl]	pufferre	203	0.0392156862745098	-3.2386784521643803
pókernak	7	póker	22273	8570080167	[/N][Dat]	pókernek	252	0.03162055335968379	-3.453947947047684
púdernak	7	púder	19636	8570080167	[/N][Dat]	púdernek	160	0.049689440993788817	-3.001962823304627
skanzenra	7	skanzen	26458	8570080167	[/N][Subl]	skanzenre	144	0.05517241379310345	-2.8972922007407385
tandemban	7	tandem	10068	8570080167	[/N][Ine]	tandemben	654	0.012213740458015267	-4.405193693955416
brókernak	6	bróker	27705	8570080167	[/N][Dat]	brókernek	719	0.009722222222222222	-4.633341062954788
cocktailban	6	koktél	70915	8570080167	[/N][Ine]	NA	0	7	1.9459101490553132
drukkernak	6	drukker	34067	8570080167	[/N][Dat]	drukkernek	536	0.01303538175046555	-4.3400879454535515
hanemba	6	hanem	7447795	8570080167	[/N][Ill]	hanembe	2	2.3333333333333335	0.8472978603872037
klozetnak	6	klozet	993	8570080167	[/N][Dat]	klozetnek	10	0.6363636363636364	-0.45198512374305727
kopekba	6	kopek	1166	8570080167	[/N][Ill]	kopekbe	13	0.5	-0.6931471805599453
kukkerba	6	kukker	1077	8570080167	[/N][Ill]	kukkerbe	14	0.4666666666666667	-0.7621400520468967
kukkernak	6	kukker	1077	8570080167	[/N][Dat]	kukkernek	20	0.3333333333333333	-1.0986122886681098
kóserra	6	kóser	13540	8570080167	[/Adj][Subl]	kóserre	5	1.1666666666666667	0.15415067982725836
maceszban	6	macesz	2035	8570080167	[/N][Ine]	maceszben	2	2.3333333333333335	0.8472978603872037
pajeszba	6	pajesz	1346	8570080167	[/N][Ill]	pajeszbe	1	3.5	1.252762968495368
pakettba	6	pakett	2400	8570080167	[/N][Ill]	pakettbe	21	0.3181818181818182	-1.1451323043030026
pakettban	6	pakett	2400	8570080167	[/N][Ine]	pakettben	9	0.7	-0.35667494393873245
pancserra	6	pancser	5888	8570080167	[/Adj][Subl]	pancserre	12	0.5384615384615384	-0.6190392084062235
parszekra	6	parszek	482	8570080167	[/N][Subl]	parszekre	80	0.08641975308641975	-2.4485390056171257
pasztellba	6	pasztell	22351	8570080167	[/N][Ill]	pasztellbe	52	0.1320754716981132	-2.0243817644968085
poszterra	6	poszter	49599	8570080167	[/N][Subl]	poszterre	979	0.007142857142857143	-4.941642422609305
projektnak	6	projekt	2236203	8570080167	[/N][Dat]	projektnek	27187	2.5746652935118434e-4	-8.264620829411216
púderra	6	púder	19636	8570080167	[/N][Subl]	púderre	228	0.03056768558951965	-3.4878118544989265
smasszerra	6	smasszer	1467	8570080167	[/N][Subl]	smasszerre	7	0.875	-0.13353139262452263
sparheltnak	6	sparhelt	4765	8570080167	[/N][Dat]	sparheltnek	31	0.21875	-1.5198257537444133
suszterra	6	suszter	6878	8570080167	[/N][Subl]	suszterre	20	0.3333333333333333	-1.0986122886681098
amperban	5	amper	8498	8570080167	[/N][Ine]	amperben	203	0.029411764705882353	-3.5263605246161616
balekban	5	balek	13062	8570080167	[/N][Ine]	balekben	2	2	0.6931471805599453
brókernál	5	bróker	27705	8570080167	[/N][Ade]	brókernél	803	0.007462686567164179	-4.897839799950911
háttérnak	5	háttér	1176278	8570080167	[/N][Dat]	háttérnek	5864	0.0010230179028132991	-6.884998291859521
kartellra	5	kartell	13348	8570080167	[/N][Subl]	kartellre	98	0.06060606060606061	-2.803360380906535
kvartettra	5	kvartett	26413	8570080167	[/N][Subl]	kvartettre	193	0.030927835051546393	-3.4760986898352733
lódenban	5	lóden	235	8570080167	[/N][Ine]	lódenben	11	0.5	-0.6931471805599453
makettnál	5	makett	42231	8570080167	[/N][Ade]	makettnél	143	0.041666666666666664	-3.1780538303479458
molettnak	5	molett	8596	8570080167	[/Adj][Dat]	molettnek	79	0.075	-2.5902671654458267
motelra	5	motel	13960	8570080167	[/N][Subl]	motelre	36	0.16216216216216217	-1.8191584434161694
muterba	5	muter	2713	8570080167	[/N][Ill]	muterbe	1	3	1.0986122886681098
obszcénba	5	obszcén	12289	8570080167	[/Adj][Ill]	obszcénbe	3	1.5	0.4054651081081644
pancsernál	5	pancser	5888	8570080167	[/Adj][Ade]	pancsernél	1	3	1.0986122886681098
partnerban	5	partner	1270201	8570080167	[/N][Ine]	partnerben	1008	0.005946481665014866	-5.124955551125554
patentban	5	patent	16682	8570080167	[/N][Ine]	patentben	12	0.46153846153846156	-0.7731898882334817
patentra	5	patent	16682	8570080167	[/Adj][Subl]	patentre	2	2	0.6931471805599453
plakettnak	5	plakett	13783	8570080167	[/N][Dat]	plakettnek	49	0.12	-2.120263536200091
sakternál	5	sakter	814	8570080167	[/N][Ade]	sakternél	2	2	0.6931471805599453
stájerban	5	stájer	4074	8570080167	[/Adj][Ine]	stájerben	12	0.46153846153846156	-0.7731898882334817
stájernak	5	stájer	4074	8570080167	[/Adj][Dat]	stájernek	3	1.5	0.4054651081081644
szlovénba	5	szlovén	111340	8570080167	[/Adj][Ill]	szlovénbe	2	2	0.6931471805599453
szonettban	5	szonett	11142	8570080167	[/N][Ine]	szonettben	318	0.018808777429467086	-3.9734316335567894
sóletban	5	sólet	3255	8570080167	[/N][Ine]	sóletben	49	0.12	-2.120263536200091
vamzernak	5	vamzer	516	8570080167	[/N][Dat]	vamzernek	29	0.2	-1.6094379124341003
ájerba	5	ájer	465	8570080167	[/N][Ill]	ájerbe	11	0.5	-0.6931471805599453
ájerban	5	ájer	465	8570080167	[/N][Ine]	ájerben	12	0.46153846153846156	-0.7731898882334817
bojlernál	4	bojler	25309	8570080167	[/N][Ade]	bojlernél	90	0.054945054945054944	-2.9014215940827497
bojlernál	4	bojler	25309	8570080167	[/N][Ade]	boylernél	1	2.5	0.9162907318741551
gyógyszerra	4	gyógyszer	941383	8570080167	[/N][Subl]	gyógyszerre	11450	4.366430879399179e-4	-7.7363944289792395
kufferba	4	kuffer	365	8570080167	[/N][Ill]	kufferbe	23	0.20833333333333334	-1.5686159179138452
kufferban	4	kuffer	365	8570080167	[/N][Ine]	kufferben	4	1	0
kupecnál	4	kupec	2393	8570080167	[/N][Ade]	kupecnél	10	0.45454545454545453	-0.7884573603642702
kvartettnak	4	kvartett	26413	8570080167	[/N][Dat]	kvartettnek	498	0.01002004008016032	-4.603168183317418
káderba	4	káder	8956	8570080167	[/N][Ill]	káderbe	3	1.25	0.22314355131420976
kódexban	4	kódex	122990	8570080167	[/N][Ine]	kódexben	6296	7.940289026520565e-4	-7.138390696054643
kódexra	4	kódex	122990	8570080167	[/N][Subl]	kódexre	6680	7.4839095943721e-4	-7.197585043491377
lágernak	4	láger	14977	8570080167	[/N][Dat]	lágernek	173	0.028735632183908046	-3.5496173867804286
lágerra	4	láger	14977	8570080167	[/N][Subl]	lágerre	55	0.08928571428571429	-2.4159137783010487
maternál	4	mater	16610	8570080167	[/N][Ade]	maternél	8	0.5555555555555556	-0.587786664902119
modellba	4	modell	1509359	8570080167	[/N][Ill]	modellbe	6342	7.882705344474224e-4	-7.145669209199797
mopednak	4	moped	6981	8570080167	[/N][Dat]	mopednek	76	0.06493506493506493	-2.7343675094195836
mágnesnak	4	mágnes	59860	8570080167	[/N][Dat]	mágnesnek	966	0.005170630816959669	-5.264760583019194
oszétnak	4	oszét	1893	8570080167	[/Adj][Dat]	oszétnek	3	1.25	0.22314355131420976
patentba	4	patent	16682	8570080167	[/N][Ill]	patentbe	3	1.25	0.22314355131420976
patentnak	4	patent	16682	8570080167	[/Adj][Dat]	patentnek	16	0.29411764705882354	-1.2237754316221157
páternál	4	páter	9880	8570080167	[/N][Ade]	páternél	9	0.5	-0.6931471805599453
pókerra	4	póker	22273	8570080167	[/N][Subl]	pókerre	369	0.013513513513513514	-4.304065093204169
púderba	4	púder	19636	8570080167	[/N][Ill]	púderbe	86	0.05747126436781609	-2.856470206220483
raszterba	4	raszter	4403	8570080167	[/N][Ill]	raszterbe	51	0.09615384615384616	-2.341805806147327
sparherdba	4	sparherd	458	8570080167	[/N][Ill]	sparherdbe	8	0.5555555555555556	-0.587786664902119
sparherdban	4	sparherd	458	8570080167	[/N][Ine]	sparherdben	15	0.3125	-1.1631508098056809
stopperra	4	stopper	12525	8570080167	[/N][Subl]	stopperre	109	0.045454545454545456	-3.0910424533583156
szoftverban	4	szoftver	653676	8570080167	[/N][Ine]	szoftverben	9343	5.351027397260274e-4	-7.533051792633908
szoftvernak	4	szoftver	653676	8570080167	[/N][Dat]	szoftvernek	6458	7.741136398823347e-4	-7.163791873598372
szupernak	4	szuper	443862	8570080167	[/Adj][Dat]	szupernek	872	0.0057273768613974796	-5.162497643405502
szuszékra	4	szuszék	488	8570080167	[/N][Subl]	szuszékre	2	1.6666666666666667	0.5108256237659907
sábeszra	4	sábesz	745	8570080167	[/N][Subl]	sábeszre	82	0.060240963855421686	-2.8094026953624978
valcerra	4	valcer	1940	8570080167	[/N][Subl]	valcerre	40	0.12195121951219512	-2.1041341542702074
ankétnál	3	ankét	10005	8570080167	[/N][Ade]	ankétnél	2	1.3333333333333333	0.28768207245178085
baggerra	3	bagger	426	8570080167	[/N][Subl]	baggerre	2	1.3333333333333333	0.28768207245178085
barchesznak	3	barchesz	348	8570080167	[/N][Dat]	barchesznek	2	1.3333333333333333	0.28768207245178085
bohémra	3	bohém	24956	8570080167	[/Adj][Subl]	bohémre	1	2	0.6931471805599453
dózernak	3	dózer	2635	8570080167	[/N][Dat]	dózernek	28	0.13793103448275862	-1.9810014688665833
flanelra	3	flanel	1947	8570080167	[/N][Subl]	flanelre	7	0.5	-0.6931471805599453
fráterba	3	fráter	13052	8570080167	[/N][Ill]	fráterbe	9	0.4	-0.916290731874155
fráterban	3	fráter	13052	8570080167	[/N][Ine]	fráterben	17	0.2222222222222222	-1.5040773967762742
gatyeszban	3	gatyesz	222	8570080167	[/N][Ine]	gatyeszben	2	1.3333333333333333	0.28768207245178085
hardvernak	3	hardver	133417	8570080167	[/N][Dat]	hardvernek	1438	0.002779708130646282	-5.885409345767477
kadétban	3	kadét	6328	8570080167	[/N][Ine]	kadétben	2	1.3333333333333333	0.28768207245178085
krokettra	3	krokett	3075	8570080167	[/N][Subl]	krokettre	10	0.36363636363636365	-1.0116009116784799
kráterra	3	kráter	30791	8570080167	[/N][Subl]	kráterre	184	0.021621621621621623	-3.834061463958434
kóternak	3	kóter	752	8570080167	[/N][Dat]	kóternek	2	1.3333333333333333	0.28768207245178085
mutternál	3	mutter	2225	8570080167	[/N][Ade]	mutternél	4	0.8	-0.2231435513142097
mutterra	3	mutter	2225	8570080167	[/N][Subl]	mutterre	6	0.5714285714285714	-0.5596157879354228
módszernak	3	módszer	2002818	8570080167	[/N][Dat]	módszernek	25162	1.5896355760441918e-4	-8.746835579470277
napfényban	3	napfény	173388	8570080167	[/N][Ine]	napfényben	18745	2.133788541555532e-4	-8.45244131418654
notesznál	3	notesz	13921	8570080167	[/N][Ade]	notesznél	19	0.2	-1.6094379124341003
obszcénra	3	obszcén	12289	8570080167	[/Adj][Subl]	obszcénre	1	2	0.6931471805599453
okkerra	3	okker	3652	8570080167	[/N][Subl]	okkerre	28	0.13793103448275862	-1.9810014688665833
pajeszban	3	pajesz	1346	8570080167	[/N][Ine]	pajeszben	2	1.3333333333333333	0.28768207245178085
pamfletba	3	pamflet	4742	8570080167	[/N][Ill]	pamfletbe	26	0.14814814814814814	-1.9095425048844386
pamfletban	3	pamflet	4742	8570080167	[/N][Ine]	pamfletben	124	0.032	-3.4420193761824103
parkettnál	3	parkett	12893	8570080167	[/N][Ade]	parkettnél	3	1	0
puffernál	3	puffer	21029	8570080167	[/N][Ade]	puffernél	50	0.0784313725490196	-2.5455312716044354
rollerban	3	roller	22986	8570080167	[/N][Ine]	rollerben	52	0.07547169811320754	-2.583997552432231
rubelnál	3	rubel	19855	8570080167	[/N][Ade]	rubelnél	112	0.035398230088495575	-3.34109345759245
sparhertnál	3	sparhert	373	8570080167	[/N][Ade]	sparhertnél	4	0.8	-0.2231435513142097
sparhertra	3	sparhert	373	8570080167	[/N][Subl]	sparhertre	16	0.23529411764705882	-1.4469189829363254
stukkerra	3	stukker	2693	8570080167	[/N][Subl]	stukkerre	29	0.13333333333333333	-2.0149030205422647
stájerba	3	stájer	4074	8570080167	[/Adj][Ill]	stájerbe	4	0.8	-0.2231435513142097
sábesznak	3	sábesz	745	8570080167	[/N][Dat]	sábesznek	5	0.6666666666666666	-0.40546510810816444
sódernak	3	sóder	8264	8570080167	[/N][Dat]	sódernek	38	0.10256410256410256	-2.277267285009756
sóletnak	3	sólet	3255	8570080167	[/N][Dat]	sóletnek	62	0.06349206349206349	-2.7568403652716422
transzferba	3	transzfer	87598	8570080167	[/N][Ill]	transzferbe	57	0.06896551724137931	-2.6741486494265287
trógerra	3	tróger	4410	8570080167	[/N][Subl]	trógerre	7	0.5	-0.6931471805599453
valcernak	3	valcer	1940	8570080167	[/N][Dat]	valcernek	8	0.4444444444444444	-0.8109302162163288
zacsekra	3	zacsek	392	8570080167	[/N][Subl]	zacsekre	3	1	0
zsánerba	3	zsáner	16709	8570080167	[/N][Ill]	zsánerbe	411	0.009708737864077669	-4.634728988229636
ampernak	2	amper	8498	8570080167	[/N][Dat]	ampernek	107	0.027777777777777776	-3.58351893845611
ankétba	2	ankét	10005	8570080167	[/N][Ill]	ankétbe	1	1.5	0.4054651081081644
azértba	2	azért	4710658	8570080167	[/N][Ill]	azértbe	7	0.375	-0.9808292530117262
barrelra	2	barrel	1662	8570080167	[/N][Subl]	barrelre	10	0.2727272727272727	-1.2992829841302609
barterra	2	barter	2631	8570080167	[/N][Subl]	barterre	42	0.06976744186046512	-2.662587827025453
brókerra	2	bróker	27705	8570080167	[/N][Subl]	brókerre	336	0.008902077151335312	-4.721470641684252
cocktailba	2	koktél	70915	8570080167	[/N][Ill]	koktélbe	3	0.75	-0.2876820724517809
cocktailnál	2	koktél	70915	8570080167	[/N][Ade]	koktélnél	1	1.5	0.4054651081081644
cocktailra	2	koktél	70915	8570080167	[/N][Subl]	koktélre	3	0.75	-0.2876820724517809
dodzsemnál	2	dodzsem	1848	8570080167	[/N][Ade]	dodzsemnél	26	0.1111111111111111	-2.1972245773362196
falzettra	2	falzett	591	8570080167	[/N][Subl]	falzettre	7	0.375	-0.9808292530117262
fusernak	2	fuser	220	8570080167	[/N][Dat]	fusernek	6	0.42857142857142855	-0.8472978603872037
gukkerban	2	gukker	381	8570080167	[/N][Ine]	gukkerben	7	0.375	-0.9808292530117262
gyógyszerba	2	gyógyszer	941383	8570080167	[/N][Ill]	gyógyszerbe	194	0.015384615384615385	-4.174387269895637
hangnemban	2	hangnem	59986	8570080167	[/N][Ine]	hangnemben	21939	1.3673655423883317e-4	-8.897454445161111
háremban	2	hárem	9328	8570080167	[/N][Ine]	háremben	958	0.0031282586027111575	-5.7672787862153285
hátszélban	2	hátszél	13211	8570080167	[/N][Ine]	hátszélben	1893	0.0015839493136219642	-6.447833985077914
hátvédnak	2	hátvéd	23893	8570080167	[/N][Dat]	hátvédnek	680	0.004405286343612335	-5.424950017481403
hátvédra	2	hátvéd	23893	8570080167	[/N][Subl]	hátvédre	182	0.01639344262295082	-4.110873864173311
kampecra	2	kampec	1979	8570080167	[/N][Subl]	kampecre	4	0.6	-0.5108256237659907
karternál	2	karter	1181	8570080167	[/N][Ade]	karternél	13	0.21428571428571427	-1.540445040947149
klozetnál	2	klozet	993	8570080167	[/N][Ade]	klozetnél	3	0.75	-0.2876820724517809
konzervba	2	konzerv	49626	8570080167	[/N][Ill]	konzervbe	197	0.015151515151515152	-4.189654742026425
konzervban	2	konzerv	49626	8570080167	[/N][Ine]	konzervben	894	0.0033519553072625698	-5.698211429606745
kupecnak	2	kupec	2393	8570080167	[/N][Dat]	kupecnek	77	0.038461538461538464	-3.258096538021482
káderra	2	káder	8956	8570080167	[/N][Subl]	káderre	17	0.16666666666666666	-1.791759469228055
kóklerba	2	kókler	7297	8570080167	[/N][Ill]	kóklerbe	14	0.2	-1.6094379124341003
kóserban	2	kóser	13540	8570080167	[/Adj][Ine]	kóserben	3	0.75	-0.2876820724517809
lódenba	2	lóden	235	8570080167	[/N][Ill]	lódenbe	3	0.75	-0.2876820724517809
malternál	2	malter	3492	8570080167	[/N][Ade]	malternél	6	0.42857142857142855	-0.8472978603872037
modellnál	2	modell	1509359	8570080167	[/N][Ade]	modellnél	11136	2.693723623956182e-4	-8.21941588872499
modernnak	2	modern	1359168	8570080167	[/Adj][Dat]	modernnek	6011	4.99001996007984e-4	-7.602900462204755
mutterban	2	mutter	2225	8570080167	[/N][Ine]	mutterben	11	0.25	-1.3862943611198906
napfényra	2	napfény	173388	8570080167	[/N][Subl]	napfényre	10354	2.897151134717528e-4	-8.146612485161574
okkerba	2	okker	3652	8570080167	[/N][Ill]	okkerbe	17	0.16666666666666666	-1.791759469228055
okkerban	2	okker	3652	8570080167	[/N][Ine]	okkerben	21	0.13636363636363635	-1.9924301646902063
parkettban	2	parkett	12893	8570080167	[/N][Ine]	parkettben	7	0.375	-0.9808292530117262
parszekba	2	parszek	482	8570080167	[/N][Ill]	parszekbe	2	1	0
plakettban	2	plakett	13783	8570080167	[/N][Ine]	plakettben	70	0.04225352112676056	-3.164067588373206
projektnál	2	projekt	2236203	8570080167	[/N][Ade]	projektnél	3466	8.653014133256418e-4	-7.052432657016913
pókernál	2	póker	22273	8570080167	[/N][Ade]	pókernél	98	0.030303030303030304	-3.4965075614664802
raszternak	2	raszter	4403	8570080167	[/N][Dat]	raszternek	15	0.1875	-1.6739764335716716
raszterra	2	raszter	4403	8570080167	[/N][Subl]	raszterre	62	0.047619047619047616	-3.044522437723423
rollerba	2	roller	22986	8570080167	[/N][Ill]	rollerbe	44	0.06666666666666667	-2.70805020110221
rubelnak	2	rubel	19855	8570080167	[/N][Dat]	rubelnek	130	0.022900763358778626	-3.776585034533042
rulettnak	2	rulett	8587	8570080167	[/N][Dat]	rulettnek	95	0.03125	-3.4657359027997265
ruténban	2	rutén	5396	8570080167	[/Adj][Ine]	ruténben	5	0.5	-0.6931471805599453
slágerba	2	sláger	155508	8570080167	[/N][Ill]	slágerbe	123	0.024193548387096774	-3.721669276936927
slágerban	2	sláger	155508	8570080167	[/N][Ine]	slágerben	370	0.008086253369272238	-4.817589773939325
slágernál	2	sláger	155508	8570080167	[/N][Ade]	slágernél	134	0.022222222222222223	-3.8066624897703196
sparherdra	2	sparherd	458	8570080167	[/N][Subl]	sparherdre	7	0.375	-0.9808292530117262
stoppernak	2	stopper	12525	8570080167	[/N][Dat]	stoppernek	60	0.04918032786885246	-3.012261575505202
stájerra	2	stájer	4074	8570080167	[/Adj][Subl]	stájerre	4	0.6	-0.5108256237659907
szoftverra	2	szoftver	653676	8570080167	[/N][Subl]	szoftverre	7037	4.2625745950554135e-4	-7.76046702921342
szonettnak	2	szonett	11142	8570080167	[/N][Dat]	szonettnek	138	0.02158273381294964	-3.835861644462582
szovjetra	2	szovjet	340921	8570080167	[/N][Subl]	szovjetre	54	0.05454545454545454	-2.908720896564361
sódernál	2	sóder	8264	8570080167	[/N][Ade]	sódernél	13	0.21428571428571427	-1.540445040947149
sóhernak	2	sóher	1445	8570080167	[/Adj][Dat]	sóhernek	38	0.07692307692307693	-2.5649493574615367
sóletnál	2	sólet	3255	8570080167	[/N][Ade]	sóletnél	10	0.2727272727272727	-1.2992829841302609
transzferban	2	transzfer	87598	8570080167	[/N][Ine]	transzferben	270	0.01107011070110701	-4.503506532211591
valcerban	2	valcer	1940	8570080167	[/N][Ine]	valcerben	15	0.1875	-1.6739764335716716
zsánernak	2	zsáner	16709	8570080167	[/N][Dat]	zsánernek	402	0.007444168734491315	-4.9003242732785735
ádventba	2	ádvent	2839	8570080167	[/N][Ill]	ádventbe	6	0.42857142857142855	-0.8472978603872037
ágensnak	2	ágens	17621	8570080167	[/N][Dat]	ágensnek	587	0.00510204081632653	-5.278114659230518
ómennak	2	ómen	5118	8570080167	[/N][Dat]	ómennek	681	0.004398826979472141	-5.426417369175352
arckrémnak	1	arckrém	19096	8570080167	[/N][Dat]	arckrémnek	257	0.007751937984496124	-4.859812404361672
azértnak	1	azért	4710658	8570080167	[/N][Dat]	azértnek	1	1	0
baggernak	1	bagger	426	8570080167	[/N][Dat]	baggernek	5	0.3333333333333333	-1.0986122886681098
balfékra	1	balfék	4514	8570080167	[/N][Subl]	balfékre	14	0.13333333333333333	-2.0149030205422647
bankettnak	1	bankett	10704	8570080167	[/N][Dat]	bankettnek	54	0.03636363636363636	-3.3141860046725258
