form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds
építkezek	612	építkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	78659	8570080167	építkezem	538	1.137291280148423	0.1286493650272142
érdeklődök	7682	érdeklődö	[/V][Prs.NDef.1Sg]	lakom/lakok	365910	8570080167	érdeklődöm	1259	6.097619047619047	1.8078983749221111
ereszkedek	402	ereszkede	[/V][Prs.NDef.1Sg]	lakom/lakok	50960	8570080167	ereszkedem	429	0.9372093023255814	-0.06484864674092511
érettségizek	298	érettségize	[/V][Prs.NDef.1Sg]	lakom/lakok	46998	8570080167	érettségizem	370	0.8059299191374663	-0.21575848921674878
érintkezek	93	érintkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	84963	8570080167	érintkezem	339	0.27647058823529413	-1.2856508353402032
érkezek	1840	érkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	2258874	8570080167	érkezem	8676	0.21217010487495677	-1.5503669445604118
érlelődök	4	érlelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	17933	8570080167	érlelődöm	4	1	0
erőlködök	417	erőlködö	[/V][Prs.NDef.1Sg]	lakom/lakok	26473	8570080167	erőlködöm	852	0.4900351699882767	-0.7132781149669228
erősködök	58	erősködö	[/V][Prs.NDef.1Sg]	lakom/lakok	8007	8570080167	erősködöm	135	0.4338235294117647	-0.8351174418303325
erősödök	155	erősödö	[/V][Prs.NDef.1Sg]	lakom/lakok	216852	8570080167	erősödöm	293	0.5306122448979592	-0.63372376008914455
erőszakoskodok	36	erőszakoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6921	8570080167	erőszakoskodom	97	0.37755102040816324	-0.9740495660263475
erőtlenedek	4	erőtlenede	[/V][Prs.NDef.1Sg]	lakom/lakok	223	8570080167	erőtlenedem	1	2.5	0.9162907318741551
értekezek	321	értekeze	[/V][Prs.NDef.1Sg]	lakom/lakok	31517	8570080167	értekezem	251	1.2777777777777777	0.2451224580329849
értetlenkedek	375	értetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	11124	8570080167	értetlenkedem	166	2.251497005988024	0.8115953309731394
érzékenykedek	3	érzékenykede	[/V][Prs.NDef.1Sg]	lakom/lakok	372	8570080167	érzékenykedem	10	0.36363636363636365	-1.0116009116784799
érzelgősködök	7	érzelgősködö	[/V][Prs.NDef.1Sg]	lakom/lakok	229	8570080167	érzelgősködöm	10	0.7272727272727273	-0.3184537311185346
esek	9463	ese	[/V][Prs.NDef.1Sg]	lakom/lakok	1885634	8570080167	esem	13075	0.7237687366167024	-0.3232833621858785
esedezek	44	esedeze	[/V][Prs.NDef.1Sg]	lakom/lakok	9804	8570080167	esedezem	91	0.4891304347826087	-0.7151260872787205
esküdözök	6	esküdözö	[/V][Prs.NDef.1Sg]	lakom/lakok	2908	8570080167	esküdözöm	7	0.875	-0.13353139262452263
esküszök	145	esküszö	[/V][Prs.NDef.1Sg]	lakom/lakok	82803	8570080167	esküszöm	16900	0.008638542098100704	-4.751521449049892
eszek	18097	esze	[/V][Prs.NDef.1Sg]	lakom/lakok	1320372	8570080167	eszem	20512	0.8822697801394238	-0.1252573965710583
eszök	19	eszö	[/V][Prs.NDef.1Sg]	lakom/lakok	1320365	8570080167	eszöm	5	3.3333333333333335	1.2039728043259361
étkezek	270	étkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	56160	8570080167	étkezem	2249	0.12044444444444445	-2.116566674318765
évődök	25	évődö	[/V][Prs.NDef.1Sg]	lakom/lakok	2026	8570080167	évődöm	60	0.4262295081967213	-0.8527773261518292
faggatózok	23	faggatózo	[/V][Prs.NDef.1Sg]	lakom/lakok	2014	8570080167	faggatózom	60	0.39344262295081966	-0.9328200338253656
fagyoskodok	26	fagyoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	5038	8570080167	fagyoskodom	49	0.54	-0.616186139423817
fajtalankodok	4	fajtalankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1945	8570080167	fajtalankodom	4	1	0
falatozok	99	falatozo	[/V][Prs.NDef.1Sg]	lakom/lakok	15786	8570080167	falatozom	94	1.0526315789473684	0.05129329438755048
fanyalodok	45	fanyalodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2114	8570080167	fanyalodom	24	1.84	0.6097655716208943
fáradozok	195	fáradozo	[/V][Prs.NDef.1Sg]	lakom/lakok	40305	8570080167	fáradozom	828	0.23642943305186973	-1.4421054959047777
fázok	1255	fázo	[/V][Prs.NDef.1Sg]	lakom/lakok	77143	8570080167	fázom	8936	0.14053933087165715	-1.962267894353248
fegyverkezek	7	fegyverkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	3563	8570080167	fegyverkezem	3	2	0.6931471805599453
fejeződök	5	fejeződö	[/V][Prs.NDef.1Sg]	lakom/lakok	91178	8570080167	fejeződöm	1	3	1.0986122886681098
fejlődök	2348	fejlődö	[/V][Prs.NDef.1Sg]	lakom/lakok	556362	8570080167	fejlődöm	1503	1.5618351063829787	0.4458614801491277
fekszek	1941	feksze	[/V][Prs.NDef.1Sg]	lakom/lakok	604506	8570080167	fekszem	16705	0.11624566024182928	-2.1520495664645813
fekszök	2	fekszö	[/V][Prs.NDef.1Sg]	lakom/lakok	604506	8570080167	fekszöm	1	1.5	0.4054651081081644
feküdök	1	feküdö	[/V][Prs.NDef.1Sg]	lakom/lakok	604506	8570080167	feküdöm	10	0.18181818181818182	-1.7047480922384253
feküszök	1	feküszö	[/V][Prs.NDef.1Sg]	lakom/lakok	604506	8570080167	feküszöm	15	0.125	-2.0794415416798357
feldobódok	28	feldobódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1260	8570080167	feldobódom	20	1.380952380952381	0.322773392263051
feledkezek	245	feledkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	122115	8570080167	feledkezem	317	0.7735849056603774	-0.25671984684781396
felejtkezek	32	felejtkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	9049	8570080167	felejtkezem	64	0.5076923076923077	-0.6778797084291569
fellengzősködök	1	fellengzősködö	[/V][Prs.NDef.1Sg]	lakom/lakok	56	8570080167	fellengzősködöm	2	0.6666666666666666	-0.40546510810816444
felpaprikázódok	1	felpaprikázódo	[/V][Prs.NDef.1Sg]	lakom/lakok	197	8570080167	felpaprikázódom	3	0.5	-0.6931471805599453
féltékenykedek	398	féltékenykede	[/V][Prs.NDef.1Sg]	lakom/lakok	3256	8570080167	féltékenykedem	30	12.870967741935484	2.554974212404717
feltűnősködök	2	feltűnősködö	[/V][Prs.NDef.1Sg]	lakom/lakok	597	8570080167	feltűnősködöm	4	0.6	-0.5108256237659907
fényesedek	9	fényesede	[/V][Prs.NDef.1Sg]	lakom/lakok	2301	8570080167	fényesedem	1	5	1.6094379124341003
férkőzök	5	férkőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	18255	8570080167	férkőzöm	11	0.5	-0.6931471805599453
fertőződök	3	fertőződö	[/V][Prs.NDef.1Sg]	lakom/lakok	16236	8570080167	fertőződöm	7	0.5	-0.6931471805599453
fésülködök	55	fésülködö	[/V][Prs.NDef.1Sg]	lakom/lakok	2935	8570080167	fésülködöm	83	0.6666666666666666	-0.40546510810816444
fészkelődök	66	fészkelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	5381	8570080167	fészkelődöm	91	0.7282608695652174	-0.31709595765807425
fiatalodok	57	fiatalodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6846	8570080167	fiatalodom	96	0.5979381443298969	-0.5142679679569635
finomkodok	88	finomkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	5135	8570080167	finomkodom	10	8.090909090909092	2.0907410969337694
finomodok	2	finomodo	[/V][Prs.NDef.1Sg]	lakom/lakok	7558	8570080167	finomodom	1	1.5	0.4054651081081644
fogadkozok	42	fogadkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	8046	8570080167	fogadkozom	112	0.3805309734513274	-0.9661877030187782
fogalmazódok	2	fogalmazódo	[/V][Prs.NDef.1Sg]	lakom/lakok	53804	8570080167	fogalmazódom	2	1	0
foglalatoskodok	53	foglalatoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	11387	8570080167	foglalatoskodom	397	0.135678391959799	-1.9974679587201634
foglalkozok	8547	foglalkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	1809823	8570080167	foglalkozom	92318	0.09259199081445857	-2.3795526333551416
fogódzkodok	3	fogódzkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	685	8570080167	fogódzkodom	6	0.5714285714285714	-0.5596157879354228
fogódzok	9	fogódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	1173	8570080167	fogódzom	31	0.3125	-1.1631508098056809
fogyatkozok	2	fogyatkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	8930	8570080167	fogyatkozom	42	0.06976744186046512	-2.662587827025453
fogyókúrázok	284	fogyókúrázo	[/V][Prs.NDef.1Sg]	lakom/lakok	10254	8570080167	fogyókúrázom	197	1.4393939393939394	0.3642221495741153
fohászkodok	98	fohászkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	16804	8570080167	fohászkodom	1485	0.06662180349932706	-2.7087233751431143
fölényeskedek	13	fölényeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	1263	8570080167	fölényeskedem	1	7	1.9459101490553132
foltosodok	4	foltosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1089	8570080167	foltosodom	1	2.5	0.9162907318741551
folytatódok	27	folytatódo	[/V][Prs.NDef.1Sg]	lakom/lakok	572068	8570080167	folytatódom	42	0.6511627906976745	-0.4289956055183584
fonódok	8	fonódo	[/V][Prs.NDef.1Sg]	lakom/lakok	18743	8570080167	fonódom	17	0.5	-0.6931471805599453
fontoskodok	10	fontoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2612	8570080167	fontoskodom	22	0.4782608695652174	-0.7375989431307791
forgolódok	483	forgolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	18063	8570080167	forgolódom	366	1.318801089918256	0.27672305866206137
formálódok	58	formálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	36394	8570080167	formálódom	86	0.6781609195402298	-0.38837067474886433
formásodok	3	formásodo	[/V][Prs.NDef.1Sg]	lakom/lakok	664	8570080167	formásodom	2	1.3333333333333333	0.28768207245178085
forrósodok	4	forrósodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4210	8570080167	forrósodom	2	1.6666666666666667	0.5108256237659907
főzőcskézek	367	főzőcskéze	[/V][Prs.NDef.1Sg]	lakom/lakok	4801	8570080167	főzőcskézem	3	92	4.5217885770490405
függeszkedek	9	függeszkede	[/V][Prs.NDef.1Sg]	lakom/lakok	1411	8570080167	függeszkedem	3	2.5	0.9162907318741551
függetlenedek	1	függetlenede	[/V][Prs.NDef.1Sg]	lakom/lakok	5837	8570080167	függetlenedem	3	0.5	-0.6931471805599453
fújódok	5	fújódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1344	8570080167	fújódom	5	1	0
fukarkodok	16	fukarkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	8454	8570080167	fukarkodom	70	0.23943661971830985	-1.4294665329850993
fulladozok	75	fulladozo	[/V][Prs.NDef.1Sg]	lakom/lakok	4240	8570080167	fulladozom	122	0.6178861788617886	-0.48145101508608634
furakszok	1	furakszo	[/V][Prs.NDef.1Sg]	lakom/lakok	4959	8570080167	furakszom	33	0.058823529411764705	-2.833213344056216
fürdőzök	213	fürdőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	12429	8570080167	fürdőzöm	3	53.5	3.979681653901961
fúródok	7	fúródo	[/V][Prs.NDef.1Sg]	lakom/lakok	8002	8570080167	fúródom	3	2	0.6931471805599453
furulyázok	51	furulyázo	[/V][Prs.NDef.1Sg]	lakom/lakok	3355	8570080167	furulyázom	25	2	0.6931471805599453
futamodok	84	futamodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3227	8570080167	futamodom	20	4.0476190476190474	1.3981288187668934
futballozok	97	futballozo	[/V][Prs.NDef.1Sg]	lakom/lakok	36728	8570080167	futballozom	361	0.27071823204419887	-1.3066767331551992
futkározok	122	futkározo	[/V][Prs.NDef.1Sg]	lakom/lakok	9294	8570080167	futkározom	27	4.392857142857143	1.4799798451972137
fuvolázok	20	fuvolázo	[/V][Prs.NDef.1Sg]	lakom/lakok	2514	8570080167	fuvolázom	50	0.4117647058823529	-0.8873031950009028
fűződök	10	fűződö	[/V][Prs.NDef.1Sg]	lakom/lakok	121731	8570080167	fűződöm	12	0.8461538461538461	-0.1670540846631662
gáncsoskodok	4	gáncsoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	430	8570080167	gáncsoskodom	3	1.25	0.22314355131420976
garasoskodok	4	garasoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	493	8570080167	garasoskodom	9	0.5	-0.6931471805599453
garázdálkodok	59	garázdálkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	10887	8570080167	garázdálkodom	70	0.8450704225352113	-0.16833531481921477
gazdagodok	112	gazdagodo	[/V][Prs.NDef.1Sg]	lakom/lakok	134939	8570080167	gazdagodom	309	0.36451612903225805	-1.0091844787668514
gazdagszok	4	gazdagszo	[/V][Prs.NDef.1Sg]	lakom/lakok	134939	8570080167	gazdagszom	58	0.0847457627118644	-2.468099531471619
gazdálkodok	180	gazdálkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	93581	8570080167	gazdálkodom	601	0.30066445182724255	-1.2017604140429952
gőgösködök	1	gőgösködö	[/V][Prs.NDef.1Sg]	lakom/lakok	206	8570080167	gőgösködöm	1	1	0
gömbölyödök	36	gömbölyödö	[/V][Prs.NDef.1Sg]	lakom/lakok	3513	8570080167	gömbölyödöm	37	0.9736842105263158	-0.026668247082161294
gondolkodok	5733	gondolkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	706718	8570080167	gondolkodom	47704	0.12019704433497537	-2.1186228467426313
gondolkozok	3704	gondolkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	253771	8570080167	gondolkozom	17669	0.20967741935483872	-1.5621850275835547
gondoskodok	426	gondoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	785316	8570080167	gondoskodom	4334	0.09850057670126874	-2.3176928759860176
gonoszkodok	48	gonoszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2552	8570080167	gonoszkodom	88	0.550561797752809	-0.5968160716215132
görnyedezek	9	görnyedeze	[/V][Prs.NDef.1Sg]	lakom/lakok	804	8570080167	görnyedezem	4	2	0.6931471805599453
gorombáskodok	2	gorombáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	819	8570080167	gorombáskodom	7	0.375	-0.9808292530117262
gúnyolódok	196	gúnyolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	12545	8570080167	gúnyolódom	108	1.8073394495412844	0.5918558465088448
gyakornokoskodok	3	gyakornokoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1364	8570080167	gyakornokoskodom	21	0.18181818181818182	-1.7047480922384253
gyanakszok	226	gyanakszo	[/V][Prs.NDef.1Sg]	lakom/lakok	68227	8570080167	gyanakszom	4780	0.04747960677682493	-3.0474549911447006
gyarapszok	3	gyarapszo	[/V][Prs.NDef.1Sg]	lakom/lakok	86849	8570080167	gyarapszom	33	0.11764705882352941	-2.1400661634962708
gyengélkedek	9	gyengélkede	[/V][Prs.NDef.1Sg]	lakom/lakok	6911	8570080167	gyengélkedem	60	0.16393442622950818	-1.8082887711792657
gyökeredzek	1	gyökeredze	[/V][Prs.NDef.1Sg]	lakom/lakok	3833	8570080167	gyökeredzem	1	1	0
gyöngyözök	34	gyöngyözö	[/V][Prs.NDef.1Sg]	lakom/lakok	7379	8570080167	gyöngyözöm	5	5.833333333333333	1.7635885922613586
gyönyörködök	338	gyönyörködö	[/V][Prs.NDef.1Sg]	lakom/lakok	112176	8570080167	gyönyörködöm	3902	0.08685626441199078	-2.4435006598001645
gyötrődök	59	gyötrődö	[/V][Prs.NDef.1Sg]	lakom/lakok	7873	8570080167	gyötrődöm	521	0.11494252873563218	-2.1633230256605382
győzedelmeskedek	10	győzedelmeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	24170	8570080167	győzedelmeskedem	3	2.75	1.0116009116784799
győzködök	134	győzködö	[/V][Prs.NDef.1Sg]	lakom/lakok	22154	8570080167	győzködöm	14	9	2.1972245773362196
győződök	52	győződö	[/V][Prs.NDef.1Sg]	lakom/lakok	138711	8570080167	győződöm	97	0.5408163265306123	-0.61467556511845
gyűlölködök	71	gyűlölködö	[/V][Prs.NDef.1Sg]	lakom/lakok	6178	8570080167	gyűlölködöm	102	0.6990291262135923	-0.35806286921358044
gyúródok	2	gyúródo	[/V][Prs.NDef.1Sg]	lakom/lakok	339	8570080167	gyúródom	3	0.75	-0.2876820724517809
gyűrődök	4	gyűrődö	[/V][Prs.NDef.1Sg]	lakom/lakok	5974	8570080167	gyűrődöm	7	0.625	-0.4700036292457356
háborodok	172	háborodo	[/V][Prs.NDef.1Sg]	lakom/lakok	17472	8570080167	háborodom	79	2.1625	0.7712649598238974
háborúzok	56	háborúzo	[/V][Prs.NDef.1Sg]	lakom/lakok	11765	8570080167	háborúzom	12	4.384615384615385	1.4781019103730135
hadakozok	99	hadakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	14604	8570080167	hadakozom	214	0.46511627906976744	-0.7654678421395714
hagyakozok	1	hagyakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	116	8570080167	hagyakozom	2	0.6666666666666666	-0.40546510810816444
hagyatkozok	221	hagyatkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	65502	8570080167	hagyatkozom	1553	0.14285714285714285	-1.9459101490553135
hájasodok	3	hájasodo	[/V][Prs.NDef.1Sg]	lakom/lakok	91	8570080167	hájasodom	1	2	0.6931471805599453
hajladozok	13	hajladozo	[/V][Prs.NDef.1Sg]	lakom/lakok	3901	8570080167	hajladozom	13	1	0
hajókázok	15	hajókázo	[/V][Prs.NDef.1Sg]	lakom/lakok	4918	8570080167	hajókázom	4	3.2	1.1631508098056809
hajózok	386	hajózo	[/V][Prs.NDef.1Sg]	lakom/lakok	33540	8570080167	hajózom	247	1.560483870967742	0.44499594686479965
hálálkodok	22	hálálkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	5921	8570080167	hálálkodom	84	0.27058823529411763	-1.3071570405611668
haldoklok	102	haldoklo	[/V][Prs.NDef.1Sg]	lakom/lakok	21831	8570080167	haldoklom	61	1.6612903225806452	0.5075946031845443
hallgatódzok	10	hallgatódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	8614	8570080167	hallgatódzom	10	1	0
halmozódok	1	halmozódo	[/V][Prs.NDef.1Sg]	lakom/lakok	31519	8570080167	halmozódom	1	1	0
halódok	7	halódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1397	8570080167	halódom	13	0.5714285714285714	-0.5596157879354228
halványodok	2	halványodo	[/V][Prs.NDef.1Sg]	lakom/lakok	5957	8570080167	halványodom	7	0.375	-0.9808292530117262
hamarkodok	4	hamarkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1217	8570080167	hamarkodom	5	0.8333333333333334	-0.1823215567939546
hangolódok	174	hangolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	27076	8570080167	hangolódom	189	0.9210526315789473	-0.08223809823697212
hangoskodok	54	hangoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	8641	8570080167	hangoskodom	36	1.4864864864864864	0.39641527258824644
hanyatlok	47	hanyatlo	[/V][Prs.NDef.1Sg]	lakom/lakok	15385	8570080167	hanyatlom	6	6.857142857142857	1.9252908618525775
hánykódok	6	hánykódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1146	8570080167	hánykódom	24	0.28	-1.2729656758128873
hánykolódok	42	hánykolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	5657	8570080167	hánykolódom	92	0.46236559139784944	-0.7713993774596936
hányódok	4	hányódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3101	8570080167	hányódom	65	0.07575757575757576	-2.580216829592325
haragszok	812	haragszo	[/V][Prs.NDef.1Sg]	lakom/lakok	129179	8570080167	haragszom	14959	0.054344919786096256	-2.9124041419806574
harangozok	62	harangozo	[/V][Prs.NDef.1Sg]	lakom/lakok	13662	8570080167	harangozom	38	1.6153846153846154	0.4795730802618863
harmonikázok	20	harmonikázo	[/V][Prs.NDef.1Sg]	lakom/lakok	1234	8570080167	harmonikázom	14	1.4	0.3364722366212129
haszontalankodok	2	haszontalankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	65	8570080167	haszontalankodom	5	0.5	-0.6931471805599453
hatalmaskodok	8	hatalmaskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1696	8570080167	hatalmaskodom	7	1.125	0.11778303565638346
hatódok	85	hatódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3690	8570080167	hatódom	42	2	0.6931471805599453
haverkodok	149	haverkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3524	8570080167	haverkodom	26	5.555555555555555	1.7147984280919266
házasodok	78	házasodo	[/V][Prs.NDef.1Sg]	lakom/lakok	48749	8570080167	házasodom	102	0.7669902912621359	-0.2652811357626143
hazudozok	225	hazudozo	[/V][Prs.NDef.1Sg]	lakom/lakok	13233	8570080167	hazudozom	60	3.7049180327868854	1.3096611350989746
heccelődök	2	heccelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	187	8570080167	heccelődöm	1	1.5	0.4054651081081644
helyezkedek	465	helyezkede	[/V][Prs.NDef.1Sg]	lakom/lakok	435311	8570080167	helyezkedem	702	0.662873399715505	-0.41117125768501905
heveskedek	3	heveskede	[/V][Prs.NDef.1Sg]	lakom/lakok	472	8570080167	heveskedem	1	2	0.6931471805599453
hiányzok	625	hiányzo	[/V][Prs.NDef.1Sg]	lakom/lakok	686890	8570080167	hiányzom	1724	0.36289855072463767	-1.0136319583653617
hibázok	1776	hibázo	[/V][Prs.NDef.1Sg]	lakom/lakok	154009	8570080167	hibázom	489	3.626530612244898	1.288276437049979
himbálódzok	1	himbálódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	3641	8570080167	himbálódzom	7	0.25	-1.3862943611198906
hintázok	72	hintázo	[/V][Prs.NDef.1Sg]	lakom/lakok	9317	8570080167	hintázom	55	1.3035714285714286	0.2651077504132419
hiszok	5	hiszo	[/V][Prs.NDef.1Sg]	lakom/lakok	3584445	8570080167	hiszom	1	3	1.0986122886681098
hiszök	5	hiszö	[/V][Prs.NDef.1Sg]	lakom/lakok	3584445	8570080167	hiszöm	6	0.8571428571428571	-0.15415067982725836
hitetlenkedek	124	hitetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	11667	8570080167	hitetlenkedem	74	1.6666666666666667	0.5108256237659907
hivalkodok	11	hivalkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3478	8570080167	hivalkodom	32	0.36363636363636365	-1.0116009116784799
hivatkozok	973	hivatkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	508241	8570080167	hivatkozom	3961	0.2458354366481575	-1.403092923615961
hízok	1529	hízo	[/V][Prs.NDef.1Sg]	lakom/lakok	63813	8570080167	hízom	681	2.2434017595307916	0.807993356543019
homályosodok	1	homályosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1033	8570080167	homályosodom	1	1	0
hősködök	18	hősködö	[/V][Prs.NDef.1Sg]	lakom/lakok	1727	8570080167	hősködöm	125	0.15079365079365079	-1.8918429277850375
hozakodok	125	hozakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6156	8570080167	hozakodom	276	0.4548736462093863	-0.7877355992358605
hüledezek	147	hüledeze	[/V][Prs.NDef.1Sg]	lakom/lakok	4646	8570080167	hüledezem	5	24.666666666666668	3.20545280453606
huligánkodok	2	huligánkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	137	8570080167	huligánkodom	1	1.5	0.4054651081081644
hülyéskedek	518	hülyéskede	[/V][Prs.NDef.1Sg]	lakom/lakok	8587	8570080167	hülyéskedem	25	19.96153846153846	2.9938073451444067
hunyászkodok	5	hunyászkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	685	8570080167	hunyászkodom	20	0.2857142857142857	-1.252762968495368
hurcolkodok	6	hurcolkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	745	8570080167	hurcolkodom	8	0.7777777777777778	-0.25131442828090605
hűtlenkedek	6	hűtlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	605	8570080167	hűtlenkedem	12	0.5384615384615384	-0.6190392084062235
huzakodok	13	huzakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1262	8570080167	huzakodom	7	1.75	0.5596157879354227
húzódok	406	húzódo	[/V][Prs.NDef.1Sg]	lakom/lakok	188010	8570080167	húzódom	406	1	0
húzódozok	19	húzódozo	[/V][Prs.NDef.1Sg]	lakom/lakok	2929	8570080167	húzódozom	82	0.24096385542168675	-1.423108334242607
húzódzkodok	101	húzódzkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1709	8570080167	húzódzkodom	42	2.372093023255814	0.8637726975907087
idegenedek	7	idegenede	[/V][Prs.NDef.1Sg]	lakom/lakok	768	8570080167	idegenedem	1	4	1.3862943611198906
idegenkedek	433	idegenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	24833	8570080167	idegenkedem	780	0.5556978233034571	-0.5875306157392811
idegeskedek	685	idegeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	17271	8570080167	idegeskedem	241	2.834710743801653	1.0419399015691988
idétlenkedek	24	idétlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	901	8570080167	idétlenkedem	10	2.272727272727273	0.8209805520698303
idősödök	41	idősödö	[/V][Prs.NDef.1Sg]	lakom/lakok	4870	8570080167	idősödöm	351	0.11931818181818182	-2.125961557314729
időzök	594	időzö	[/V][Prs.NDef.1Sg]	lakom/lakok	38358	8570080167	időzöm	242	2.448559670781893	0.8954999622050813
igazodok	451	igazodo	[/V][Prs.NDef.1Sg]	lakom/lakok	195863	8570080167	igazodom	486	0.9281314168377823	-0.07458194325035862
ígérkezek	3	ígérkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	66458	8570080167	ígérkezem	2	1.3333333333333333	0.28768207245178085
igyekszek	4306	igyeksze	[/V][Prs.NDef.1Sg]	lakom/lakok	1372052	8570080167	igyekszem	166088	0.02593187989571856	-3.6522821831887295
illetlenkedek	3	illetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	141	8570080167	illetlenkedem	3	1	0
illetődök	2	illetődö	[/V][Prs.NDef.1Sg]	lakom/lakok	1961	8570080167	illetődöm	5	0.5	-0.6931471805599453
imádkozok	995	imádkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	319092	8570080167	imádkozom	13082	0.07612932813574869	-2.575321698926278
indulatoskodok	1	indulatoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	171	8570080167	indulatoskodom	4	0.4	-0.916290731874155
informálódok	162	informálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	20387	8570080167	informálódom	105	1.5377358490566038	0.4303111066946952
ingadozok	103	ingadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	33254	8570080167	ingadozom	233	0.4444444444444444	-0.8109302162163288
ingerkedek	1	ingerkede	[/V][Prs.NDef.1Sg]	lakom/lakok	578	8570080167	ingerkedem	5	0.3333333333333333	-1.0986122886681098
integrálódok	7	integrálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	20468	8570080167	integrálódom	5	1.3333333333333333	0.28768207245178085
