form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	base	derivational	nsyl	base_tr	suffix	vowel	darab
illetődök	2	illetődö	[/V][Prs.NDef.1Sg]	lakom/lakok	1961	8570080167	illetődöm	5	0.5	-0.6931471805599453	illetődik	NA	3	illetődik	NA	NA	NA
imádkozok	995	imádkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	319092	8570080167	imádkozom	13082	0.07612932813574869	-2.575321698926278	imádkozik	zik	3	imádkozik	NA	NA	NA
indulatoskodok	1	indulatoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	171	8570080167	indulatoskodom	4	0.4	-0.916290731874155	indulatoskodik	NA	5	indulatoskodik	NA	NA	NA
informálódok	162	informálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	20387	8570080167	informálódom	105	1.5377358490566038	0.4303111066946952	informálódik	NA	4	informálódik	NA	NA	NA
ingadozok	103	ingadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	33254	8570080167	ingadozom	233	0.4444444444444444	-0.8109302162163288	ingadozik	zik	3	ingadozik	NA	NA	NA
ingerkedek	1	ingerkede	[/V][Prs.NDef.1Sg]	lakom/lakok	578	8570080167	ingerkedem	5	0.3333333333333333	-1.0986122886681098	ingerkedik	NA	3	ingerkedik	NA	NA	NA
integrálódok	7	integrálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	20468	8570080167	integrálódom	5	1.3333333333333333	0.28768207245178085	integrálódik	NA	4	integrálódik	NA	NA	NA
ínyenckedek	1	ínyenckede	[/V][Prs.NDef.1Sg]	lakom/lakok	185	8570080167	ínyenckedem	1	1	0	ínyenckedik	NA	3	í¥enckedik	NA	NA	NA
iparkodok	99	iparkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	13706	8570080167	iparkodom	244	0.40816326530612246	-0.8960880245566356	iparkodik	NA	3	iparkodik	NA	NA	NA
irigykedek	684	irigykede	[/V][Prs.NDef.1Sg]	lakom/lakok	28990	8570080167	irigykedem	1140	0.6003505696757231	-0.5102415115998503	irigykedik	NA	3	iri©kedik	NA	NA	NA
irtózok	242	irtózo	[/V][Prs.NDef.1Sg]	lakom/lakok	15667	8570080167	irtózom	2305	0.10537727666955768	-2.2502082574884557	irtózik	zik	2	irtózik	NA	NA	NA
ismerkedek	3586	ismerkede	[/V][Prs.NDef.1Sg]	lakom/lakok	344220	8570080167	ismerkedem	3541	1.01270468661773	0.01262465918950368	ismerkedik	NA	3	ismerkedik	NA	NA	NA
ismerszek	3	ismersze	[/V][Prs.NDef.1Sg]	lakom/lakok	7941	8570080167	ismerszem	2	1.3333333333333333	0.28768207245178085	ismerszik	szik	2	ismerßik	NA	NA	NA
istenkedek	2	istenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	212	8570080167	istenkedem	1	1.5	0.4054651081081644	istenkedik	NA	3	istenkedik	NA	NA	NA
iszek	9	isze	[/V][Prs.NDef.1Sg]	lakom/lakok	651299	8570080167	iszem	2	3.3333333333333335	1.203972804325936	iszik	szik	1	ißik	NA	NA	NA
iszok	9431	iszo	[/V][Prs.NDef.1Sg]	lakom/lakok	651311	8570080167	iszom	43505	0.2167976830781961	-1.528790696382441	iszik	szik	1	ißik	NA	NA	NA
iszonyodok	35	iszonyodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3335	8570080167	iszonyodom	233	0.15384615384615383	-1.8718021769015911	iszonyodik	NA	3	ißo¥odik	NA	NA	NA
itatódok	1	itatódo	[/V][Prs.NDef.1Sg]	lakom/lakok	587	8570080167	itatódom	2	0.6666666666666666	-0.4054651081081645	itatódik	NA	3	itatódik	NA	NA	NA
ítélkezek	338	ítélkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	42419	8570080167	ítélkezem	809	0.4185185185185185	-0.8710341402860342	ítélkezik	zik	3	ítélkezik	NA	NA	NA
ízetlenkedek	2	ízetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	78	8570080167	ízetlenkedem	1	1.5	0.4054651081081644	ízetlenkedik	NA	4	ízetlenkedik	NA	NA	NA
izgágáskodok	4	izgágáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	102	8570080167	izgágáskodom	3	1.25	0.22314355131420976	izgágáskodik	NA	4	izgágáskodik	NA	NA	NA
izmosodok	43	izmosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4740	8570080167	izmosodom	66	0.6567164179104478	-0.42050298547270487	izmosodik	NA	3	izmosodik	NA	NA	NA
izolálódok	2	izolálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	876	8570080167	izolálódom	2	1	0	izolálódik	NA	4	izolálódik	NA	NA	NA
játszadozok	92	játszadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	20243	8570080167	játszadozom	398	0.23308270676691728	-1.4563619237366077	játszadozik	zik	3	játßadozik	NA	NA	NA
játszok	13656	játszo	[/V][Prs.NDef.1Sg]	lakom/lakok	2672605	8570080167	játszom	44995	0.3035158680771624	-1.192321386234292	játszik	szik	1	játßik	NA	NA	NA
játszódok	16	játszódo	[/V][Prs.NDef.1Sg]	lakom/lakok	142955	8570080167	játszódom	11	1.4166666666666667	0.3483066942682158	játszódik	NA	2	játßódik	NA	NA	NA
jelentkezek	3113	jelentkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	1317571	8570080167	jelentkezem	18823	0.16542711432214194	-1.7992245780132547	jelentkezik	zik	3	jelentkezik	NA	NA	NA
jeleskedek	109	jeleskede	[/V][Prs.NDef.1Sg]	lakom/lakok	26740	8570080167	jeleskedem	123	0.8870967741935484	-0.11980119981262063	jeleskedik	NA	3	jeleskedik	NA	NA	NA
jogászkodok	5	jogászkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	881	8570080167	jogászkodom	19	0.3	-1.203972804325936	jogászkodik	NA	3	jogáßkodik	NA	NA	NA
jógázok	335	jógázo	[/V][Prs.NDef.1Sg]	lakom/lakok	17732	8570080167	jógázom	1417	0.23695345557122707	-1.439891547128869	jógázik	zik	2	jógázik	NA	NA	NA
jóllakok	119	jóllako	[/V][Prs.NDef.1Sg]	lakom/lakok	27189	8570080167	jóllakom	19	6	1.791759469228055	jóllakik	NA	2	jóllakik	NA	NA	NA
józanodok	24	józanodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1799	8570080167	józanodom	26	0.925925925925926	-0.07696104113612832	józanodik	NA	3	józanodik	NA	NA	NA
juhászkodok	1	juhászkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	105	8570080167	juhászkodom	2	0.6666666666666666	-0.4054651081081645	juhászkodik	NA	3	juháßkodik	NA	NA	NA
kacérkodok	298	kacérkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	13978	8570080167	kacérkodom	897	0.33296213808463254	-1.099726494911513	kacérkodik	NA	3	kacérkodik	NA	NA	NA
kacsázok	48	kacsázo	[/V][Prs.NDef.1Sg]	lakom/lakok	1895	8570080167	kacsázom	5	8.166666666666666	2.1000608288825715	kacsázik	zik	2	kaçázik	NA	NA	NA
kajakozok	51	kajakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	4622	8570080167	kajakozom	97	0.5306122448979592	-0.63372376008914455	kajakozik	zik	3	kajakozik	NA	NA	NA
kajánkodok	17	kajánkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	917	8570080167	kajánkodom	1	9	2.1972245773362196	kajánkodik	NA	3	kajánkodik	NA	NA	NA
kallódok	8	kallódo	[/V][Prs.NDef.1Sg]	lakom/lakok	5181	8570080167	kallódom	6	1.2857142857142858	0.25131442828090617	kallódik	NA	2	kallódik	NA	NA	NA
kalózkodok	12	kalózkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1080	8570080167	kalózkodom	18	0.6842105263157895	-0.3794896217049037	kalózkodik	NA	3	kalózkodik	NA	NA	NA
kamaszodok	6	kamaszodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1964	8570080167	kamaszodom	9	0.7	-0.35667494393873245	kamaszodik	NA	3	kamaßodik	NA	NA	NA
kántorkodok	6	kántorkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	254	8570080167	kántorkodom	21	0.3181818181818182	-1.1451323043030026	kántorkodik	NA	3	kántorkodik	NA	NA	NA
kapálódzok	40	kapálódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	6110	8570080167	kapálódzom	26	1.5185185185185186	0.4177352006999788	kapálódzik	zik	3	kapálódzik	NA	NA	NA
kaparászok	27	kaparászo	[/V][Prs.NDef.1Sg]	lakom/lakok	2081	8570080167	kaparászom	41	0.6666666666666666	-0.4054651081081645	kaparászik	szik	3	kaparáßik	NA	NA	NA
kapaszkodok	947	kapaszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	113682	8570080167	kapaszkodom	1846	0.513264753654575	-0.6669634779442181	kapaszkodik	NA	3	kapaßkodik	NA	NA	NA
kapcsolódok	659	kapcsolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	635457	8570080167	kapcsolódom	1060	0.6220546654099905	-0.4747273035935119	kapcsolódik	NA	3	kapçolódik	NA	NA	NA
karcsúsodok	4	karcsúsodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1804	8570080167	karcsúsodom	6	0.7142857142857143	-0.3364722366212129	karcsúsodik	NA	3	karçúsodik	NA	NA	NA
kardoskodok	103	kardoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6275	8570080167	kardoskodom	189	0.5473684210526316	-0.6026331730191135	kardoskodik	NA	3	kardoskodik	NA	NA	NA
kárhozok	9	kárhozo	[/V][Prs.NDef.1Sg]	lakom/lakok	4546	8570080167	kárhozom	13	0.7142857142857143	-0.3364722366212129	kárhozik	zik	2	kárhozik	NA	NA	NA
karikázok	94	karikázo	[/V][Prs.NDef.1Sg]	lakom/lakok	14609	8570080167	karikázom	30	3.064516129032258	1.1198896871153945	karikázik	zik	3	karikázik	NA	NA	NA
káromkodok	551	káromkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	23314	8570080167	káromkodom	148	3.704697986577181	1.3096017403316362	káromkodik	NA	3	káromkodik	NA	NA	NA
kártyázok	128	kártyázo	[/V][Prs.NDef.1Sg]	lakom/lakok	10854	8570080167	kártyázom	70	1.816901408450704	0.5971325273203567	kártyázik	zik	2	kár†ázik	NA	NA	NA
kászálódok	85	kászálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	2552	8570080167	kászálódom	27	3.0714285714285716	1.122142786078304	kászálódik	NA	3	káßálódik	NA	NA	NA
katonáskodok	1	katonáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2521	8570080167	katonáskodom	4	0.4	-0.916290731874155	katonáskodik	NA	4	katonáskodik	NA	NA	NA
kávézok	558	kávézo	[/V][Prs.NDef.1Sg]	lakom/lakok	24144	8570080167	kávézom	309	1.803225806451613	0.5895771756759072	kávézik	zik	2	kávézik	NA	NA	NA
kedélyeskedek	1	kedélyeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	364	8570080167	kedélyeskedem	2	0.6666666666666666	-0.4054651081081645	kedélyeskedik	NA	4	kedé¬eskedik	NA	NA	NA
kedveskedek	496	kedveskede	[/V][Prs.NDef.1Sg]	lakom/lakok	70883	8570080167	kedveskedem	130	3.793893129770992	1.3333927028954773	kedveskedik	NA	3	kedveskedik	NA	NA	NA
kedvetlenedek	9	kedvetlenede	[/V][Prs.NDef.1Sg]	lakom/lakok	491	8570080167	kedvetlenedem	1	5	1.6094379124341005	kedvetlenedik	NA	4	kedvetlenedik	NA	NA	NA
kegyeskedek	18	kegyeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	2677	8570080167	kegyeskedem	7	2.375	0.8649974374866045	kegyeskedik	NA	3	ke©eskedik	NA	NA	NA
kegyetlenkedek	3	kegyetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	1899	8570080167	kegyetlenkedem	3	1	0	kegyetlenkedik	NA	4	ke©etlenkedik	NA	NA	NA
kekeckedek	109	kekeckede	[/V][Prs.NDef.1Sg]	lakom/lakok	3302	8570080167	kekeckedem	44	2.4444444444444446	0.8938178760220965	kekeckedik	NA	3	kekeckedik	NA	NA	NA
kellemetlenkedek	14	kellemetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	1776	8570080167	kellemetlenkedem	14	1	0	kellemetlenkedik	NA	5	kellemetlenkedik	NA	NA	NA
kelletlenkedek	2	kelletlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	105	8570080167	kelletlenkedem	1	1.5	0.4054651081081644	kelletlenkedik	NA	4	kelletlenkedik	NA	NA	NA
keményedek	60	keményede	[/V][Prs.NDef.1Sg]	lakom/lakok	8028	8570080167	keményedem	1	30.5	3.417726683613366	keményedik	NA	3	kemé¥edik	NA	NA	NA
kenődök	12	kenődö	[/V][Prs.NDef.1Sg]	lakom/lakok	4832	8570080167	kenődöm	2	4.333333333333333	1.466337068793427	kenődik	NA	2	kenődik	NA	NA	NA
kényeskedek	17	kényeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	949	8570080167	kényeskedem	5	3	1.0986122886681098	kényeskedik	NA	3	ké¥eskedik	NA	NA	NA
képzelődök	266	képzelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	5260	8570080167	képzelődöm	682	0.39092240117130306	-0.9392462011705406	képzelődik	NA	3	képzelődik	NA	NA	NA
képződök	10	képződö	[/V][Prs.NDef.1Sg]	lakom/lakok	75875	8570080167	képződöm	75	0.14473684210526316	-1.9328380674879604	képződik	NA	2	képződik	NA	NA	NA
kérdezősködök	221	kérdezősködö	[/V][Prs.NDef.1Sg]	lakom/lakok	15871	8570080167	kérdezősködöm	348	0.6361031518624641	-0.4523945403301478	kérdezősködik	NA	4	kérdezősködik	NA	NA	NA
kéredzkedek	18	kéredzkede	[/V][Prs.NDef.1Sg]	lakom/lakok	2470	8570080167	kéredzkedem	10	1.7272727272727273	0.5465437063680699	kéredzkedik	NA	3	kéredzkedik	NA	NA	NA
kerekedek	69	kerekede	[/V][Prs.NDef.1Sg]	lakom/lakok	69864	8570080167	kerekedem	40	1.7073170731707317	0.5349231753450512	kerekedik	NA	3	kerekedik	NA	NA	NA
kerekezek	165	kerekeze	[/V][Prs.NDef.1Sg]	lakom/lakok	7868	8570080167	kerekezem	55	2.9642857142857144	1.086636097621394	kerekezik	zik	3	kerekezik	NA	NA	NA
kerékpározok	636	kerékpározo	[/V][Prs.NDef.1Sg]	lakom/lakok	24358	8570080167	kerékpározom	455	1.3969298245614037	0.33427684605777724	kerékpározik	zik	4	kerékpározik	NA	NA	NA
kereskedek	635	kereskede	[/V][Prs.NDef.1Sg]	lakom/lakok	48423	8570080167	kereskedem	348	1.822349570200573	0.600126641137695	kereskedik	NA	3	kereskedik	NA	NA	NA
kergetőzök	10	kergetőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	5058	8570080167	kergetőzöm	10	1	0	kergetőzik	zik	3	kergetőzik	NA	NA	NA
keringőzök	18	keringőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	2274	8570080167	keringőzöm	2	6.333333333333333	1.8458266904983307	keringőzik	zik	3	keringőzik	NA	NA	NA
kérkedek	99	kérkede	[/V][Prs.NDef.1Sg]	lakom/lakok	10714	8570080167	kérkedem	47	2.0833333333333335	0.7339691750802005	kérkedik	NA	2	kérkedik	NA	NA	NA
kérődzök	32	kérődzö	[/V][Prs.NDef.1Sg]	lakom/lakok	1494	8570080167	kérődzöm	25	1.2692307692307692	0.23841102344499815	kérődzik	zik	2	kérődzik	NA	NA	NA
kertészkedek	814	kertészkede	[/V][Prs.NDef.1Sg]	lakom/lakok	14951	8570080167	kertészkedem	911	0.893640350877193	-0.1124518768334687	kertészkedik	NA	3	kertéßkedik	NA	NA	NA
keseredek	136	keserede	[/V][Prs.NDef.1Sg]	lakom/lakok	22200	8570080167	keseredem	5	22.833333333333332	3.1282214566000697	keseredik	NA	3	keseredik	NA	NA	NA
késlekedek	65	késlekede	[/V][Prs.NDef.1Sg]	lakom/lakok	18894	8570080167	késlekedem	94	0.6947368421052632	-0.3642221495741152	késlekedik	NA	3	késlekedik	NA	NA	NA
készülődök	602	készülődö	[/V][Prs.NDef.1Sg]	lakom/lakok	54120	8570080167	készülődöm	535	1.125	0.11778303565638346	készülődik	NA	3	kéßülődik	NA	NA	NA
kételkedek	1219	kételkede	[/V][Prs.NDef.1Sg]	lakom/lakok	68084	8570080167	kételkedem	6046	0.20175293533983793	-1.6007114225459107	kételkedik	NA	3	kételkedik	NA	NA	NA
kétkedek	60	kétkede	[/V][Prs.NDef.1Sg]	lakom/lakok	9459	8570080167	kétkedem	114	0.5304347826086957	-0.6340582641899387	kétkedik	NA	2	kétkedik	NA	NA	NA
kétségbeesek	136	kétségbeese	[/V][Prs.NDef.1Sg]	lakom/lakok	19352	8570080167	kétségbeesem	17	7.611111111111111	2.02960916793196	kétségbeesik	NA	4	kétségbeesik	NA	NA	NA
kétszínűsködök	4	kétszínűsködö	[/V][Prs.NDef.1Sg]	lakom/lakok	49	8570080167	kétszínűsködöm	1	2.5	0.9162907318741552	kétszínűsködik	NA	4	kétßínűsködik	NA	NA	NA
kettőzök	6	kettőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	1835	8570080167	kettőzöm	1	3.5	1.252762968495368	kettőzik	zik	2	kettőzik	NA	NA	NA
kezdődök	170	kezdődö	[/V][Prs.NDef.1Sg]	lakom/lakok	1316010	8570080167	kezdődöm	33	5.029411764705882	1.6153030318864985	kezdődik	NA	2	kezdődik	NA	NA	NA
kezeskedek	40	kezeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	3469	8570080167	kezeskedem	330	0.12386706948640484	-2.088546308672755	kezeskedik	NA	3	kezeskedik	NA	NA	NA
kézilabdázok	97	kézilabdázo	[/V][Prs.NDef.1Sg]	lakom/lakok	8370	8570080167	kézilabdázom	79	1.225	0.2029408439966904	kézilabdázik	zik	4	kézilabdázik	NA	NA	NA
kézimunkázok	45	kézimunkázo	[/V][Prs.NDef.1Sg]	lakom/lakok	2207	8570080167	kézimunkázom	29	1.5333333333333334	0.42744401482693967	kézimunkázik	zik	4	kézimunkázik	NA	NA	NA
kiáltozok	45	kiáltozo	[/V][Prs.NDef.1Sg]	lakom/lakok	13243	8570080167	kiáltozom	105	0.4339622641509434	-0.8347976976229721	kiáltozik	zik	3	kiáltozik	NA	NA	NA
kiéleződök	1	kiéleződö	[/V][Prs.NDef.1Sg]	lakom/lakok	6075	8570080167	kiéleződöm	2	0.6666666666666666	-0.4054651081081645	kiéleződik	NA	4	kiéleződik	NA	NA	NA
kínlódok	1203	kínlódo	[/V][Prs.NDef.1Sg]	lakom/lakok	23589	8570080167	kínlódom	514	2.337864077669903	0.8492377252050303	kínlódik	NA	2	kínlódik	NA	NA	NA
kisebbedek	3	kisebbede	[/V][Prs.NDef.1Sg]	lakom/lakok	1371	8570080167	kisebbedem	1	2	0.6931471805599453	kisebbedik	NA	3	kisebbedik	NA	NA	NA
kitárulkozok	9	kitárulkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	4038	8570080167	kitárulkozom	113	0.08771929824561403	-2.4336133554004498	kitárulkozik	zik	4	kitárulkozik	NA	NA	NA
kíváncsiskodok	69	kíváncsiskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4599	8570080167	kíváncsiskodom	143	0.4861111111111111	-0.7213180575266417	kíváncsiskodik	NA	4	kívánçiskodik	NA	NA	NA
kívánkozok	86	kívánkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	19880	8570080167	kívánkozom	379	0.22894736842105265	-1.474263134065848	kívánkozik	zik	3	kívánkozik	NA	NA	NA
kocsikázok	86	kocsikázo	[/V][Prs.NDef.1Sg]	lakom/lakok	5753	8570080167	kocsikázom	18	4.578947368421052	1.5214691394881432	kocsikázik	zik	3	koçikázik	NA	NA	NA
költekezek	41	költekeze	[/V][Prs.NDef.1Sg]	lakom/lakok	6117	8570080167	költekezem	27	1.5	0.4054651081081644	költekezik	zik	3	költekezik	NA	NA	NA
költözek	6	költöze	[/V][Prs.NDef.1Sg]	lakom/lakok	393996	8570080167	költözem	2	2.3333333333333335	0.8472978603872037	költözik	zik	2	költözik	NA	NA	NA
költözködök	41	költözködö	[/V][Prs.NDef.1Sg]	lakom/lakok	3358	8570080167	költözködöm	73	0.5675675675675675	-0.5663954749208014	költözködik	NA	3	költözködik	NA	NA	NA
költözök	1141	költözö	[/V][Prs.NDef.1Sg]	lakom/lakok	393996	8570080167	költözöm	3316	0.344287006331022	-1.066279648731097	költözik	zik	2	költözik	NA	NA	NA
komédiázok	13	komédiázo	[/V][Prs.NDef.1Sg]	lakom/lakok	1738	8570080167	komédiázom	7	1.75	0.5596157879354227	komédiázik	zik	4	komédiázik	NA	NA	NA
komolyodok	6	komolyodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3885	8570080167	komolyodom	17	0.3888888888888889	-0.9444616088408514	komolyodik	NA	3	komo¬odik	NA	NA	NA
komolytalankodok	20	komolytalankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	492	8570080167	komolytalankodom	4	4.2	1.4350845252893227	komolytalankodik	NA	5	komo¬talankodik	NA	NA	NA
komorodok	5	komorodo	[/V][Prs.NDef.1Sg]	lakom/lakok	605	8570080167	komorodom	4	1.2	0.1823215567939546	komorodik	NA	3	komorodik	NA	NA	NA
könnyezek	474	könnyeze	[/V][Prs.NDef.1Sg]	lakom/lakok	19660	8570080167	könnyezem	66	7.08955223880597	1.958622184643675	könnyezik	zik	2	kön¥ezik	NA	NA	NA
konszolidálódok	2	konszolidálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3601	8570080167	konszolidálódom	2	1	0	konszolidálódik	NA	5	konßolidálódik	NA	NA	NA
kontárkodok	45	kontárkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1129	8570080167	kontárkodom	92	0.4946236559139785	-0.703958096664161	kontárkodik	NA	3	kontárkodik	NA	NA	NA
kopaszodok	42	kopaszodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3051	8570080167	kopaszodom	168	0.25443786982248523	-1.3686985992295109	kopaszodik	NA	3	kopaßodik	NA	NA	NA
korcsolyázok	65	korcsolyázo	[/V][Prs.NDef.1Sg]	lakom/lakok	13624	8570080167	korcsolyázom	260	0.25287356321839083	-1.374865665296268	korcsolyázik	zik	3	korço¬ázik	NA	NA	NA
korlátozódok	9	korlátozódo	[/V][Prs.NDef.1Sg]	lakom/lakok	62047	8570080167	korlátozódom	33	0.29411764705882354	-1.2237754316221157	korlátozódik	NA	4	korlátozódik	NA	NA	NA
korosodok	7	korosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1301	8570080167	korosodom	77	0.10256410256410256	-2.277267285009756	korosodik	NA	3	korosodik	NA	NA	NA
korteskedek	13	korteskede	[/V][Prs.NDef.1Sg]	lakom/lakok	844	8570080167	korteskedem	6	2	0.6931471805599453	korteskedik	NA	3	korteskedik	NA	NA	NA
körülményeskedek	12	körülményeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	254	8570080167	körülményeskedem	1	6.5	1.8718021769015911	körülményeskedik	NA	5	körülmé¥eskedik	NA	NA	NA
korzózok	12	korzózo	[/V][Prs.NDef.1Sg]	lakom/lakok	2269	8570080167	korzózom	8	1.4444444444444444	0.36772478012531734	korzózik	zik	2	korzózik	NA	NA	NA
kosarazok	110	kosarazo	[/V][Prs.NDef.1Sg]	lakom/lakok	7721	8570080167	kosarazom	83	1.3214285714285714	0.2787134024690205	kosarazik	zik	3	kosarazik	NA	NA	NA
kosárlabdázok	54	kosárlabdázo	[/V][Prs.NDef.1Sg]	lakom/lakok	5674	8570080167	kosárlabdázom	58	0.9322033898305084	-0.07020425867324857	kosárlabdázik	zik	4	kosárlabdázik	NA	NA	NA
kotnyeleskedek	20	kotnyeleskede	[/V][Prs.NDef.1Sg]	lakom/lakok	479	8570080167	kotnyeleskedem	5	3.5	1.252762968495368	kotnyeleskedik	NA	4	kot¥eleskedik	NA	NA	NA
kötődök	506	kötődö	[/V][Prs.NDef.1Sg]	lakom/lakok	196712	8570080167	kötődöm	3339	0.15179640718562873	-1.885215082379563	kötődik	NA	2	kötődik	NA	NA	NA
kotorászok	250	kotorászo	[/V][Prs.NDef.1Sg]	lakom/lakok	7658	8570080167	kotorászom	90	2.758241758241758	1.0145934326149335	kotorászik	szik	3	kotoráßik	NA	NA	NA
kötözködök	236	kötözködö	[/V][Prs.NDef.1Sg]	lakom/lakok	6981	8570080167	kötözködöm	354	0.6676056338028169	-0.4040576483402846	kötözködik	NA	3	kötözködik	NA	NA	NA
kotródok	14	kotródo	[/V][Prs.NDef.1Sg]	lakom/lakok	1221	8570080167	kotródom	7	1.875	0.6286086594223741	kotródik	NA	2	kotródik	NA	NA	NA
követelőzök	33	követelőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	4650	8570080167	követelőzöm	4	6.8	1.916922612182061	követelőzik	zik	4	követelőzik	NA	NA	NA
következek	193	következe	[/V][Prs.NDef.1Sg]	lakom/lakok	1151088	8570080167	következem	625	0.30990415335463256	-1.1714922120367706	következik	zik	3	következik	NA	NA	NA
közeledek	1658	közelede	[/V][Prs.NDef.1Sg]	lakom/lakok	245136	8570080167	közeledem	663	2.4984939759036147	0.9156881407140108	közeledik	NA	3	közeledik	NA	NA	NA
közlekedek	1741	közlekede	[/V][Prs.NDef.1Sg]	lakom/lakok	287338	8570080167	közlekedem	1564	1.1130990415335462	0.10714805443819442	közlekedik	NA	3	közlekedik	NA	NA	NA
közösködök	9	közösködö	[/V][Prs.NDef.1Sg]	lakom/lakok	2915	8570080167	közösködöm	63	0.15625	-1.8562979903656265	közösködik	NA	3	közösködik	NA	NA	NA
kufárkodok	3	kufárkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	698	8570080167	kufárkodom	3	1	0	kufárkodik	NA	3	kufárkodik	NA	NA	NA
kukacoskodok	63	kukacoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1681	8570080167	kukacoskodom	71	0.8888888888888888	-0.11778303565638353	kukacoskodik	NA	4	kukacoskodik	NA	NA	NA
kuktáskodok	1	kuktáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	445	8570080167	kuktáskodom	7	0.25	-1.3862943611198906	kuktáskodik	NA	3	kuktáskodik	NA	NA	NA
különcködök	14	különcködö	[/V][Prs.NDef.1Sg]	lakom/lakok	660	8570080167	különcködöm	19	0.75	-0.2876820724517809	különcködik	NA	3	különcködik	NA	NA	NA
kunyizok	18	kunyizo	[/V][Prs.NDef.1Sg]	lakom/lakok	393	8570080167	kunyizom	1	9.5	2.2512917986064953	kunyizik	zik	2	ku¥izik	NA	NA	NA
kupálódok	7	kupálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	393	8570080167	kupálódom	2	2.6666666666666665	0.9808292530117262	kupálódik	NA	3	kupálódik	NA	NA	NA
kuporodok	38	kuporodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3941	8570080167	kuporodom	38	1	0	kuporodik	NA	3	kuporodik	NA	NA	NA
küszködök	2497	küszködö	[/V][Prs.NDef.1Sg]	lakom/lakok	65981	8570080167	küszködöm	1652	1.5111917725347852	0.4128985928644987	küszködik	NA	2	küßködik	NA	NA	NA
kutakodok	516	kutakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	25692	8570080167	kutakodom	384	1.3428571428571427	0.2947995402206448	kutakodik	NA	3	kutakodik	NA	NA	NA
kutyázok	52	kutyázo	[/V][Prs.NDef.1Sg]	lakom/lakok	1659	8570080167	kutyázom	170	0.30994152046783624	-1.171371642950538	kutyázik	zik	2	ku†ázik	NA	NA	NA
