lemma	xpostag	corpus_size	lemma_freq
ideér	[/V][Prs.NDef.3Sg]	8570080167	12428
varr	[/V][Prs.NDef.3Sg]	8570080167	111694
tömörít	[/V][Prs.NDef.3Sg]	8570080167	31141
udvarol	[/V][Prs.NDef.3Sg]	8570080167	20881
pottyan	[/V][Prs.NDef.3Sg]	8570080167	12611
legel	[/V][Prs.NDef.3Sg]	8570080167	30464
irányoz	[/V][Prs.NDef.3Sg]	8570080167	16733
futkos	[/V][Prs.NDef.3Sg]	8570080167	13779
öltözik	[/V][Prs.NDef.3Sg]	8570080167	113660
okoskodik	[/V][Prs.NDef.3Sg]	8570080167	23651
súg	[/V][Prs.NDef.3Sg]	8570080167	52698
görbül	[/V][Prs.NDef.3Sg]	8570080167	14726
vágtat	[/V][Prs.NDef.3Sg]	8570080167	14978
számláz	[/V][Prs.NDef.3Sg]	8570080167	28527
szikrázik	[/V][Prs.NDef.3Sg]	8570080167	11894
kreál	[/V][Prs.NDef.3Sg]	8570080167	35877
asszociál	[/V][Prs.NDef.3Sg]	8570080167	20360
barnul	[/V][Prs.NDef.3Sg]	8570080167	16214
akarózik	[/V][Prs.NDef.3Sg]	8570080167	9063
gyalogol	[/V][Prs.NDef.3Sg]	8570080167	57498
ebédel	[/V][Prs.NDef.3Sg]	8570080167	58891
rabol	[/V][Prs.NDef.3Sg]	8570080167	59914
csüng	[/V][Prs.NDef.3Sg]	8570080167	12570
beér	[/V][Prs.NDef.3Sg]	8570080167	111575
bírál	[/V][Prs.NDef.3Sg]	8570080167	145846
verekszik	[/V][Prs.NDef.3Sg]	8570080167	32024
pisil	[/V][Prs.NDef.3Sg]	8570080167	27131
csomagol	[/V][Prs.NDef.3Sg]	8570080167	131788
tagozódik	[/V][Prs.NDef.3Sg]	8570080167	7570
gyúr	[/V][Prs.NDef.3Sg]	8570080167	82655
szilárdul	[/V][Prs.NDef.3Sg]	8570080167	9440
növel	[/V][Prs.NDef.3Sg]	8570080167	914079
fellebbez	[/V][Prs.NDef.3Sg]	8570080167	37935
boncolgat	[/V][Prs.NDef.3Sg]	8570080167	31528
koppan	[/V][Prs.NDef.3Sg]	8570080167	13246
kong	[/V][Prs.NDef.3Sg]	8570080167	41457
nyikorog	[/V][Prs.NDef.3Sg]	8570080167	8966
üdvözül	[/V][Prs.NDef.3Sg]	8570080167	17350
suttog	[/V][Prs.NDef.3Sg]	8570080167	63327
vonakodik	[/V][Prs.NDef.3Sg]	8570080167	22619
jutalmaz	[/V][Prs.NDef.3Sg]	8570080167	106033
szédül	[/V][Prs.NDef.3Sg]	8570080167	23632
házasodik	[/V][Prs.NDef.3Sg]	8570080167	48749
lubickol	[/V][Prs.NDef.3Sg]	8570080167	15515
vágyódik	[/V][Prs.NDef.3Sg]	8570080167	14271
kerülget	[/V][Prs.NDef.3Sg]	8570080167	36565
csúszkál	[/V][Prs.NDef.3Sg]	8570080167	16623
zaklat	[/V][Prs.NDef.3Sg]	8570080167	54524
datálódik	[/V][Prs.NDef.3Sg]	8570080167	4294
elegyedik	[/V][Prs.NDef.3Sg]	8570080167	21613
élénkül	[/V][Prs.NDef.3Sg]	8570080167	9381
lelkesít	[/V][Prs.NDef.3Sg]	8570080167	16982
fogan	[/V][Prs.NDef.3Sg]	8570080167	26655
klappol	[/V][Prs.NDef.3Sg]	8570080167	6788
zabál	[/V][Prs.NDef.3Sg]	8570080167	25475
drukkol	[/V][Prs.NDef.3Sg]	8570080167	43532
utánanéz	[/V][Prs.NDef.3Sg]	8570080167	58222
vetkezik	[/V][Prs.NDef.3Sg]	8570080167	11392
sípol	[/V][Prs.NDef.3Sg]	8570080167	8268
könnyít	[/V][Prs.NDef.3Sg]	8570080167	88201
verődik	[/V][Prs.NDef.3Sg]	8570080167	17097
szokik	[/V][Prs.NDef.3Sg]	8570080167	1306902
ügyködik	[/V][Prs.NDef.3Sg]	8570080167	11226
mulaszt	[/V][Prs.NDef.3Sg]	8570080167	28985
kínlódik	[/V][Prs.NDef.3Sg]	8570080167	23589
tapos	[/V][Prs.NDef.3Sg]	8570080167	52813
összegez	[/V][Prs.NDef.3Sg]	8570080167	110804
vetemedik	[/V][Prs.NDef.3Sg]	8570080167	15187
megég	[/V][Prs.NDef.3Sg]	8570080167	21223
reked	[/V][Prs.NDef.3Sg]	8570080167	16973
döcög	[/V][Prs.NDef.3Sg]	8570080167	11016
harsog	[/V][Prs.NDef.3Sg]	8570080167	20496
toporog	[/V][Prs.NDef.3Sg]	8570080167	14101
baszik	[/V][Prs.NDef.3Sg]	8570080167	37569
habar	[/V][Prs.NDef.3Sg]	8570080167	5793
habozik	[/V][Prs.NDef.3Sg]	8570080167	56137
szuszog	[/V][Prs.NDef.3Sg]	8570080167	10473
folyósít	[/V][Prs.NDef.3Sg]	8570080167	40496
ujjong	[/V][Prs.NDef.3Sg]	8570080167	21322
csatol	[/V][Prs.NDef.3Sg]	8570080167	218986
lök	[/V][Prs.NDef.3Sg]	8570080167	58310
ringat	[/V][Prs.NDef.3Sg]	8570080167	26328
manipulál	[/V][Prs.NDef.3Sg]	8570080167	46492
lendít	[/V][Prs.NDef.3Sg]	8570080167	29455
képed	[/V][Prs.NDef.3Sg]	8570080167	5305
csalogat	[/V][Prs.NDef.3Sg]	8570080167	31357
hasznosít	[/V][Prs.NDef.3Sg]	8570080167	162408
szorongat	[/V][Prs.NDef.3Sg]	8570080167	33473
szottyan	[/V][Prs.NDef.3Sg]	8570080167	4890
csapkod	[/V][Prs.NDef.3Sg]	8570080167	26709
informál	[/V][Prs.NDef.3Sg]	8570080167	33604
fokoz	[/V][Prs.NDef.3Sg]	8570080167	323527
kóborol	[/V][Prs.NDef.3Sg]	8570080167	14363
böngészik	[/V][Prs.NDef.3Sg]	8570080167	9773
csorbul	[/V][Prs.NDef.3Sg]	8570080167	10034
sajnál	[/V][Prs.NDef.3Sg]	8570080167	357615
pénzel	[/V][Prs.NDef.3Sg]	8570080167	15295
székel	[/V][Prs.NDef.3Sg]	8570080167	6871
merészel	[/V][Prs.NDef.3Sg]	8570080167	20642
pislákol	[/V][Prs.NDef.3Sg]	8570080167	7929
kérkedik	[/V][Prs.NDef.3Sg]	8570080167	10714
csattog	[/V][Prs.NDef.3Sg]	8570080167	10813
hátráltat	[/V][Prs.NDef.3Sg]	8570080167	44721
hallik	[/V][Prs.NDef.3Sg]	8570080167	3447
hint	[/V][Prs.NDef.3Sg]	8570080167	33109
írogat	[/V][Prs.NDef.3Sg]	8570080167	25173
könyvel	[/V][Prs.NDef.3Sg]	8570080167	76828
lohol	[/V][Prs.NDef.3Sg]	8570080167	10302
lábadozik	[/V][Prs.NDef.3Sg]	8570080167	7640
aránylik	[/V][Prs.NDef.3Sg]	8570080167	4146
tetszeleg	[/V][Prs.NDef.3Sg]	8570080167	11003
virrad	[/V][Prs.NDef.3Sg]	8570080167	9070
fáraszt	[/V][Prs.NDef.3Sg]	8570080167	24667
lobbizik	[/V][Prs.NDef.3Sg]	8570080167	17334
levelez	[/V][Prs.NDef.3Sg]	8570080167	6135
tételez	[/V][Prs.NDef.3Sg]	8570080167	31069
horgászik	[/V][Prs.NDef.3Sg]	8570080167	54507
rebben	[/V][Prs.NDef.3Sg]	8570080167	7682
kapar	[/V][Prs.NDef.3Sg]	8570080167	35190
igazít	[/V][Prs.NDef.3Sg]	8570080167	165532
fakul	[/V][Prs.NDef.3Sg]	8570080167	10273
éldegél	[/V][Prs.NDef.3Sg]	8570080167	11443
fakaszt	[/V][Prs.NDef.3Sg]	8570080167	11037
ragaszt	[/V][Prs.NDef.3Sg]	8570080167	108759
dacol	[/V][Prs.NDef.3Sg]	8570080167	19561
kaszál	[/V][Prs.NDef.3Sg]	8570080167	32693
nemz	[/V][Prs.NDef.3Sg]	8570080167	17796
mosogat	[/V][Prs.NDef.3Sg]	8570080167	25023
hitelesít	[/V][Prs.NDef.3Sg]	8570080167	42538
importál	[/V][Prs.NDef.3Sg]	8570080167	33332
viaskodik	[/V][Prs.NDef.3Sg]	8570080167	10940
hangol	[/V][Prs.NDef.3Sg]	8570080167	65836
termeszt	[/V][Prs.NDef.3Sg]	8570080167	76825
rándul	[/V][Prs.NDef.3Sg]	8570080167	10147
tekeredik	[/V][Prs.NDef.3Sg]	8570080167	8524
dühít	[/V][Prs.NDef.3Sg]	8570080167	7949
kirándul	[/V][Prs.NDef.3Sg]	8570080167	98248
osztódik	[/V][Prs.NDef.3Sg]	8570080167	9844
öltöztet	[/V][Prs.NDef.3Sg]	8570080167	39351
vegetál	[/V][Prs.NDef.3Sg]	8570080167	9196
nézeget	[/V][Prs.NDef.3Sg]	8570080167	151662
közzétesz	[/V][Prs.NDef.3Sg]	8570080167	190027
lazít	[/V][Prs.NDef.3Sg]	8570080167	77851
fecseg	[/V][Prs.NDef.3Sg]	8570080167	12712
mellékel	[/V][Prs.NDef.3Sg]	8570080167	120920
tobzódik	[/V][Prs.NDef.3Sg]	8570080167	11742
sóvárog	[/V][Prs.NDef.3Sg]	8570080167	16513
süvít	[/V][Prs.NDef.3Sg]	8570080167	7969
visít	[/V][Prs.NDef.3Sg]	8570080167	13977
úszkál	[/V][Prs.NDef.3Sg]	8570080167	18573
dicsér	[/V][Prs.NDef.3Sg]	8570080167	142617
rejtezik	[/V][Prs.NDef.3Sg]	8570080167	4572
határol	[/V][Prs.NDef.3Sg]	8570080167	39988
markol	[/V][Prs.NDef.3Sg]	8570080167	21362
hadakozik	[/V][Prs.NDef.3Sg]	8570080167	14604
cikázik	[/V][Prs.NDef.3Sg]	8570080167	17022
halványul	[/V][Prs.NDef.3Sg]	8570080167	8897
ácsorog	[/V][Prs.NDef.3Sg]	8570080167	18663
szépít	[/V][Prs.NDef.3Sg]	8570080167	49354
fotóz	[/V][Prs.NDef.3Sg]	8570080167	12059
aktivál	[/V][Prs.NDef.3Sg]	8570080167	108559
téveszt	[/V][Prs.NDef.3Sg]	8570080167	52169
szaval	[/V][Prs.NDef.3Sg]	8570080167	25003
komponál	[/V][Prs.NDef.3Sg]	8570080167	53139
csurog	[/V][Prs.NDef.3Sg]	8570080167	7211
blokkol	[/V][Prs.NDef.3Sg]	8570080167	62858
zsong	[/V][Prs.NDef.3Sg]	8570080167	8045
csepeg	[/V][Prs.NDef.3Sg]	8570080167	27728
áld	[/V][Prs.NDef.3Sg]	8570080167	82743
köp	[/V][Prs.NDef.3Sg]	8570080167	30616
potyog	[/V][Prs.NDef.3Sg]	8570080167	17575
konvergál	[/V][Prs.NDef.3Sg]	8570080167	5167
dadog	[/V][Prs.NDef.3Sg]	8570080167	12431
özönlik	[/V][Prs.NDef.3Sg]	8570080167	18470
nyal	[/V][Prs.NDef.3Sg]	8570080167	39161
hűsít	[/V][Prs.NDef.3Sg]	8570080167	8776
kompenzál	[/V][Prs.NDef.3Sg]	8570080167	66445
vakít	[/V][Prs.NDef.3Sg]	8570080167	9833
léptet	[/V][Prs.NDef.3Sg]	8570080167	41275
hervad	[/V][Prs.NDef.3Sg]	8570080167	7080
lazul	[/V][Prs.NDef.3Sg]	8570080167	22629
szökken	[/V][Prs.NDef.3Sg]	8570080167	10715
sarjad	[/V][Prs.NDef.3Sg]	8570080167	7907
buzog	[/V][Prs.NDef.3Sg]	8570080167	5809
élénkít	[/V][Prs.NDef.3Sg]	8570080167	21515
vizionál	[/V][Prs.NDef.3Sg]	8570080167	17710
rotyog	[/V][Prs.NDef.3Sg]	8570080167	10509
regenerál	[/V][Prs.NDef.3Sg]	8570080167	25454
gördít	[/V][Prs.NDef.3Sg]	8570080167	12195
repked	[/V][Prs.NDef.3Sg]	8570080167	19517
voksol	[/V][Prs.NDef.3Sg]	8570080167	42392
gyúl	[/V][Prs.NDef.3Sg]	8570080167	11094
védelmez	[/V][Prs.NDef.3Sg]	8570080167	45792
sárgul	[/V][Prs.NDef.3Sg]	8570080167	9153
meditál	[/V][Prs.NDef.3Sg]	8570080167	31425
sorsol	[/V][Prs.NDef.3Sg]	8570080167	43564
kímél	[/V][Prs.NDef.3Sg]	8570080167	103745
hajózik	[/V][Prs.NDef.3Sg]	8570080167	33540
szippant	[/V][Prs.NDef.3Sg]	8570080167	22167
ólálkodik	[/V][Prs.NDef.3Sg]	8570080167	6185
ismétel	[/V][Prs.NDef.3Sg]	8570080167	225728
gázol	[/V][Prs.NDef.3Sg]	8570080167	31544
csipog	[/V][Prs.NDef.3Sg]	8570080167	6624
dörög	[/V][Prs.NDef.3Sg]	8570080167	9217
forral	[/V][Prs.NDef.3Sg]	8570080167	66725
becsül	[/V][Prs.NDef.3Sg]	8570080167	199129
pumpál	[/V][Prs.NDef.3Sg]	8570080167	20247
postáz	[/V][Prs.NDef.3Sg]	8570080167	50259
kovácsol	[/V][Prs.NDef.3Sg]	8570080167	35832
hiúsul	[/V][Prs.NDef.3Sg]	8570080167	6426
lefed	[/V][Prs.NDef.3Sg]	8570080167	120583
rettent	[/V][Prs.NDef.3Sg]	8570080167	7660
eszközöl	[/V][Prs.NDef.3Sg]	8570080167	30605
toppan	[/V][Prs.NDef.3Sg]	8570080167	8767
hegedül	[/V][Prs.NDef.3Sg]	8570080167	13490
nyomorog	[/V][Prs.NDef.3Sg]	8570080167	10020
neheztel	[/V][Prs.NDef.3Sg]	8570080167	11968
tengődik	[/V][Prs.NDef.3Sg]	8570080167	10351
illeszt	[/V][Prs.NDef.3Sg]	8570080167	100385
ékelődik	[/V][Prs.NDef.3Sg]	8570080167	7970
imponál	[/V][Prs.NDef.3Sg]	8570080167	8275
moccan	[/V][Prs.NDef.3Sg]	8570080167	10824
fémjelez	[/V][Prs.NDef.3Sg]	8570080167	26382
tekereg	[/V][Prs.NDef.3Sg]	8570080167	8675
távolít	[/V][Prs.NDef.3Sg]	8570080167	175452
élősködik	[/V][Prs.NDef.3Sg]	8570080167	9346
gazdagít	[/V][Prs.NDef.3Sg]	8570080167	115473
forrong	[/V][Prs.NDef.3Sg]	8570080167	4774
árusít	[/V][Prs.NDef.3Sg]	8570080167	54739
reklamál	[/V][Prs.NDef.3Sg]	8570080167	24380
vesztegel	[/V][Prs.NDef.3Sg]	8570080167	8756
törleszt	[/V][Prs.NDef.3Sg]	8570080167	36942
röpül	[/V][Prs.NDef.3Sg]	8570080167	10711
dermed	[/V][Prs.NDef.3Sg]	8570080167	10556
fontolgat	[/V][Prs.NDef.3Sg]	8570080167	34199
lépdel	[/V][Prs.NDef.3Sg]	8570080167	13168
kószál	[/V][Prs.NDef.3Sg]	8570080167	10361
referál	[/V][Prs.NDef.3Sg]	8570080167	6221
hámlik	[/V][Prs.NDef.3Sg]	8570080167	4793
pazarol	[/V][Prs.NDef.3Sg]	8570080167	42367
hazudozik	[/V][Prs.NDef.3Sg]	8570080167	13233
üzletel	[/V][Prs.NDef.3Sg]	8570080167	13591
duruzsol	[/V][Prs.NDef.3Sg]	8570080167	7595
mereng	[/V][Prs.NDef.3Sg]	8570080167	16766
ordibál	[/V][Prs.NDef.3Sg]	8570080167	10737
illatozik	[/V][Prs.NDef.3Sg]	8570080167	2778
törtet	[/V][Prs.NDef.3Sg]	8570080167	4962
tágít	[/V][Prs.NDef.3Sg]	8570080167	36705
tűnődik	[/V][Prs.NDef.3Sg]	8570080167	27257
márt	[/V][Prs.NDef.3Sg]	8570080167	34133
lépeget	[/V][Prs.NDef.3Sg]	8570080167	10996
átível	[/V][Prs.NDef.3Sg]	8570080167	7482
huny	[/V][Prs.NDef.3Sg]	8570080167	101150
teng	[/V][Prs.NDef.3Sg]	8570080167	8734
raktároz	[/V][Prs.NDef.3Sg]	8570080167	20456
fuldoklik	[/V][Prs.NDef.3Sg]	8570080167	7240
könnyezik	[/V][Prs.NDef.3Sg]	8570080167	3047
kiér	[/V][Prs.NDef.3Sg]	8570080167	37098
csukódik	[/V][Prs.NDef.3Sg]	8570080167	5898
matat	[/V][Prs.NDef.3Sg]	8570080167	10339
gyűrődik	[/V][Prs.NDef.3Sg]	8570080167	5974
ijeszt	[/V][Prs.NDef.3Sg]	8570080167	17180
csírázik	[/V][Prs.NDef.3Sg]	8570080167	6977
szégyell	[/V][Prs.NDef.3Sg]	8570080167	97178
agyal	[/V][Prs.NDef.3Sg]	8570080167	38482
eszmél	[/V][Prs.NDef.3Sg]	8570080167	18731
szelektál	[/V][Prs.NDef.3Sg]	8570080167	24066
porzik	[/V][Prs.NDef.3Sg]	8570080167	4213
terít	[/V][Prs.NDef.3Sg]	8570080167	56562
titkol	[/V][Prs.NDef.3Sg]	8570080167	66674
utánoz	[/V][Prs.NDef.3Sg]	8570080167	63014
hörög	[/V][Prs.NDef.3Sg]	8570080167	12417
ürít	[/V][Prs.NDef.3Sg]	8570080167	36006
korrigál	[/V][Prs.NDef.3Sg]	8570080167	78059
butít	[/V][Prs.NDef.3Sg]	8570080167	7585
örökít	[/V][Prs.NDef.3Sg]	8570080167	71103
ritkul	[/V][Prs.NDef.3Sg]	8570080167	9325
böngész	[/V][Prs.NDef.3Sg]	8570080167	112939
oltalmaz	[/V][Prs.NDef.3Sg]	8570080167	13310
ottmarad	[/V][Prs.NDef.3Sg]	8570080167	6619
kommentál	[/V][Prs.NDef.3Sg]	8570080167	72005
őrjöng	[/V][Prs.NDef.3Sg]	8570080167	12121
társít	[/V][Prs.NDef.3Sg]	8570080167	45515
sértődik	[/V][Prs.NDef.3Sg]	8570080167	14545
koordinál	[/V][Prs.NDef.3Sg]	8570080167	59446
bizsereg	[/V][Prs.NDef.3Sg]	8570080167	6479
túloz	[/V][Prs.NDef.3Sg]	8570080167	21194
uszít	[/V][Prs.NDef.3Sg]	8570080167	15397
bombáz	[/V][Prs.NDef.3Sg]	8570080167	49021
búg	[/V][Prs.NDef.3Sg]	8570080167	7314
kápráztat	[/V][Prs.NDef.3Sg]	8570080167	21572
áhítozik	[/V][Prs.NDef.3Sg]	8570080167	9214
rágódik	[/V][Prs.NDef.3Sg]	8570080167	21316
motorozik	[/V][Prs.NDef.3Sg]	8570080167	29136
meghajlik	[/V][Prs.NDef.3Sg]	8570080167	7178
undorodik	[/V][Prs.NDef.3Sg]	8570080167	14293
fröcsög	[/V][Prs.NDef.3Sg]	8570080167	8581
dorombol	[/V][Prs.NDef.3Sg]	8570080167	6606
fetreng	[/V][Prs.NDef.3Sg]	8570080167	13108
fiatalít	[/V][Prs.NDef.3Sg]	8570080167	8953
virraszt	[/V][Prs.NDef.3Sg]	8570080167	17977
kivitelez	[/V][Prs.NDef.3Sg]	8570080167	51541
kiír	[/V][Prs.NDef.3Sg]	8570080167	136476
retten	[/V][Prs.NDef.3Sg]	8570080167	7010
rugózik	[/V][Prs.NDef.3Sg]	8570080167	7753
kérelmez	[/V][Prs.NDef.3Sg]	8570080167	48648
dédelget	[/V][Prs.NDef.3Sg]	8570080167	16112
dumál	[/V][Prs.NDef.3Sg]	8570080167	23675
csatázik	[/V][Prs.NDef.3Sg]	8570080167	12946
megbíz	[/V][Prs.NDef.3Sg]	8570080167	117029
csúsztat	[/V][Prs.NDef.3Sg]	8570080167	44489
iparkodik	[/V][Prs.NDef.3Sg]	8570080167	13706
szüntet	[/V][Prs.NDef.3Sg]	8570080167	135131
tessen	[/V][Prs.NDef.3Sg]	8570080167	9857
rian	[/V][Prs.NDef.3Sg]	8570080167	2661
riogat	[/V][Prs.NDef.3Sg]	8570080167	19022
görget	[/V][Prs.NDef.3Sg]	8570080167	27821
társalog	[/V][Prs.NDef.3Sg]	8570080167	18114
tódul	[/V][Prs.NDef.3Sg]	8570080167	9810
kézbesít	[/V][Prs.NDef.3Sg]	8570080167	37484
prezentál	[/V][Prs.NDef.3Sg]	8570080167	39603
kígyózik	[/V][Prs.NDef.3Sg]	8570080167	9592
tálal	[/V][Prs.NDef.3Sg]	8570080167	157190
csitul	[/V][Prs.NDef.3Sg]	8570080167	7626
erőltet	[/V][Prs.NDef.3Sg]	8570080167	116750
nyűgöz	[/V][Prs.NDef.3Sg]	8570080167	26180
bőg	[/V][Prs.NDef.3Sg]	8570080167	17359
bántalmaz	[/V][Prs.NDef.3Sg]	8570080167	39488
keresztel	[/V][Prs.NDef.3Sg]	8570080167	40246
araszol	[/V][Prs.NDef.3Sg]	8570080167	15021
kacsingat	[/V][Prs.NDef.3Sg]	8570080167	6547
árverez	[/V][Prs.NDef.3Sg]	8570080167	9201
fityeg	[/V][Prs.NDef.3Sg]	8570080167	4195
bóklászik	[/V][Prs.NDef.3Sg]	8570080167	13080
peng	[/V][Prs.NDef.3Sg]	8570080167	6558
szűr	[/V][Prs.NDef.3Sg]	8570080167	109731
hiányol	[/V][Prs.NDef.3Sg]	8570080167	77938
elnököl	[/V][Prs.NDef.3Sg]	8570080167	6890
olvasgat	[/V][Prs.NDef.3Sg]	8570080167	61498
akaszt	[/V][Prs.NDef.3Sg]	8570080167	89483
ágyazódik	[/V][Prs.NDef.3Sg]	8570080167	6589
károsít	[/V][Prs.NDef.3Sg]	8570080167	102603
rí	[/V][Prs.NDef.3Sg]	8570080167	4741
röppen	[/V][Prs.NDef.3Sg]	8570080167	12036
diétázik	[/V][Prs.NDef.3Sg]	8570080167	9816
flörtöl	[/V][Prs.NDef.3Sg]	8570080167	9890
csenget	[/V][Prs.NDef.3Sg]	8570080167	11345
felír	[/V][Prs.NDef.3Sg]	8570080167	60379
mozdít	[/V][Prs.NDef.3Sg]	8570080167	41797
kóstol	[/V][Prs.NDef.3Sg]	8570080167	166816
őrlődik	[/V][Prs.NDef.3Sg]	8570080167	6626
ettől	[/V][Prs.NDef.3Sg]	8570080167	17254
sikít	[/V][Prs.NDef.3Sg]	8570080167	15260
jóllakik	[/V][Prs.NDef.3Sg]	8570080167	27189
adagol	[/V][Prs.NDef.3Sg]	8570080167	74098
dirigál	[/V][Prs.NDef.3Sg]	8570080167	17811
díszlik	[/V][Prs.NDef.3Sg]	8570080167	4946
bömböl	[/V][Prs.NDef.3Sg]	8570080167	9326
keresztez	[/V][Prs.NDef.3Sg]	8570080167	50732
hezitál	[/V][Prs.NDef.3Sg]	8570080167	14566
nál	[/V][Prs.NDef.3Sg]	8570080167	34360
elevenít	[/V][Prs.NDef.3Sg]	8570080167	47435
sokkol	[/V][Prs.NDef.3Sg]	8570080167	34481
csapong	[/V][Prs.NDef.3Sg]	8570080167	7355
gubbaszt	[/V][Prs.NDef.3Sg]	8570080167	8235
nyafog	[/V][Prs.NDef.3Sg]	8570080167	9262
gyanúsít	[/V][Prs.NDef.3Sg]	8570080167	41678
bizakodik	[/V][Prs.NDef.3Sg]	8570080167	30323
lézeng	[/V][Prs.NDef.3Sg]	8570080167	9216
nyomódik	[/V][Prs.NDef.3Sg]	8570080167	5776
szemlél	[/V][Prs.NDef.3Sg]	8570080167	127695
zúz	[/V][Prs.NDef.3Sg]	8570080167	28156
randizik	[/V][Prs.NDef.3Sg]	8570080167	20259
szitál	[/V][Prs.NDef.3Sg]	8570080167	16955
tendál	[/V][Prs.NDef.3Sg]	8570080167	4280
fürkész	[/V][Prs.NDef.3Sg]	8570080167	19190
kenődik	[/V][Prs.NDef.3Sg]	8570080167	4832
fojtogat	[/V][Prs.NDef.3Sg]	8570080167	12794
feled	[/V][Prs.NDef.3Sg]	8570080167	252934
dobban	[/V][Prs.NDef.3Sg]	8570080167	8270
szuperál	[/V][Prs.NDef.3Sg]	8570080167	3860
spriccel	[/V][Prs.NDef.3Sg]	8570080167	11940
előtér	[/V][Prs.NDef.3Sg]	8570080167	277611
realizál	[/V][Prs.NDef.3Sg]	8570080167	34102
keményít	[/V][Prs.NDef.3Sg]	8570080167	12927
perdül	[/V][Prs.NDef.3Sg]	8570080167	12143
tolakszik	[/V][Prs.NDef.3Sg]	8570080167	10114
nyújtózik	[/V][Prs.NDef.3Sg]	8570080167	10262
praktizál	[/V][Prs.NDef.3Sg]	8570080167	5927
korog	[/V][Prs.NDef.3Sg]	8570080167	3866
csobog	[/V][Prs.NDef.3Sg]	8570080167	4093
villámlik	[/V][Prs.NDef.3Sg]	8570080167	4477
ásít	[/V][Prs.NDef.3Sg]	8570080167	7779
bővít	[/V][Prs.NDef.3Sg]	8570080167	279145
dudál	[/V][Prs.NDef.3Sg]	8570080167	9821
szónokol	[/V][Prs.NDef.3Sg]	8570080167	9614
jegyzetel	[/V][Prs.NDef.3Sg]	8570080167	22981
egyenlít	[/V][Prs.NDef.3Sg]	8570080167	81492
rondít	[/V][Prs.NDef.3Sg]	8570080167	5687
derogál	[/V][Prs.NDef.3Sg]	8570080167	3038
nyöszörög	[/V][Prs.NDef.3Sg]	8570080167	8574
mérgez	[/V][Prs.NDef.3Sg]	8570080167	27036
locsol	[/V][Prs.NDef.3Sg]	8570080167	57554
vánszorog	[/V][Prs.NDef.3Sg]	8570080167	8368
licitál	[/V][Prs.NDef.3Sg]	8570080167	32779
dörömböl	[/V][Prs.NDef.3Sg]	8570080167	6663
reng	[/V][Prs.NDef.3Sg]	8570080167	14623
vonaglik	[/V][Prs.NDef.3Sg]	8570080167	6602
kombinál	[/V][Prs.NDef.3Sg]	8570080167	137615
csordul	[/V][Prs.NDef.3Sg]	8570080167	4599
iktat	[/V][Prs.NDef.3Sg]	8570080167	89046
durran	[/V][Prs.NDef.3Sg]	8570080167	8157
zöldell	[/V][Prs.NDef.3Sg]	8570080167	5789
mosódik	[/V][Prs.NDef.3Sg]	8570080167	5652
tenyészt	[/V][Prs.NDef.3Sg]	8570080167	28697
gomolyog	[/V][Prs.NDef.3Sg]	8570080167	5475
otthagy	[/V][Prs.NDef.3Sg]	8570080167	109875
untat	[/V][Prs.NDef.3Sg]	8570080167	14994
fantáziál	[/V][Prs.NDef.3Sg]	8570080167	10910
illan	[/V][Prs.NDef.3Sg]	8570080167	4681
imbolyog	[/V][Prs.NDef.3Sg]	8570080167	7129
visszaér	[/V][Prs.NDef.3Sg]	8570080167	27159
tömörül	[/V][Prs.NDef.3Sg]	8570080167	17090
kocog	[/V][Prs.NDef.3Sg]	8570080167	20412
lobban	[/V][Prs.NDef.3Sg]	8570080167	14434
csuklik	[/V][Prs.NDef.3Sg]	8570080167	6520
ed	[/V][Prs.NDef.3Sg]	8570080167	48862
fejel	[/V][Prs.NDef.3Sg]	8570080167	33775
fúr	[/V][Prs.NDef.3Sg]	8570080167	44709
hibáztat	[/V][Prs.NDef.3Sg]	8570080167	47023
semmisül	[/V][Prs.NDef.3Sg]	8570080167	10740
kódol	[/V][Prs.NDef.3Sg]	8570080167	32227
gőzölög	[/V][Prs.NDef.3Sg]	8570080167	6747
mállik	[/V][Prs.NDef.3Sg]	8570080167	3720
szemetel	[/V][Prs.NDef.3Sg]	8570080167	10903
tankol	[/V][Prs.NDef.3Sg]	8570080167	34062
dedikál	[/V][Prs.NDef.3Sg]	8570080167	19082
feszeng	[/V][Prs.NDef.3Sg]	8570080167	10844
hízeleg	[/V][Prs.NDef.3Sg]	8570080167	8257
sajátít	[/V][Prs.NDef.3Sg]	8570080167	101952
fűlik	[/V][Prs.NDef.3Sg]	8570080167	3353
erjed	[/V][Prs.NDef.3Sg]	8570080167	6732
zúdít	[/V][Prs.NDef.3Sg]	8570080167	21020
kávézik	[/V][Prs.NDef.3Sg]	8570080167	24144
nyávog	[/V][Prs.NDef.3Sg]	8570080167	6453
ösztökél	[/V][Prs.NDef.3Sg]	8570080167	13372
roskad	[/V][Prs.NDef.3Sg]	8570080167	9634
pulzál	[/V][Prs.NDef.3Sg]	8570080167	4257
motyog	[/V][Prs.NDef.3Sg]	8570080167	17866
nevesít	[/V][Prs.NDef.3Sg]	8570080167	22763
fortyog	[/V][Prs.NDef.3Sg]	8570080167	4628
szid	[/V][Prs.NDef.3Sg]	8570080167	78914
csikorog	[/V][Prs.NDef.3Sg]	8570080167	7435
jubilál	[/V][Prs.NDef.3Sg]	8570080167	4015
